Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,,,
fcb72ff8-e201-46af-afd6-a26b01fff090,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 3,JET-B3.01,,,,,,
29a286bc-c78f-45f1-bf6f-2c9ba587caaa,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 3,JET-B3.02,,,,,,
4d25c9a5-7199-42e2-9424-cb6c3e68e16f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 3,Stair press. Ductwork,,,,,,
38be0960-6624-4496-82ba-2503379e4c55,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 2,JET-B2.01,,,,,,
6a0c6d15-a8d7-4ae1-8532-5c738f1be717,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 2,JET-B2.02,,,,,,
2ec3600d-7e0a-4cc5-a4db-3efe4a9610ba,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 2,JET-B2.03,,,,,,
b7e4cf2b-5eb0-4bc9-98e9-434e3a8e1fe6,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 2,JET-B2.04,,,,,,
2901e96b-11e4-4671-8c94-55612f3a283d,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 2,JET-B2.05,,,,,,
cedb3f0a-3c12-49a1-85fb-9061c20558f9,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 2,JET-B2.06,,,,,,
d530bfdc-18cb-4da1-be90-ed1d179aa213,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 2,SF-B2.04,,,,,,
bc658c81-2aee-4bf8-a0a0-f26807655b6c,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 2,CPSF-B2.05,,,,,,
8c1015d1-8f1d-4c6d-815b-be2f602674f1,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 2,CPSF-B3.02,,,,,,
2ab58738-fc07-4881-be63-0071b27c1a94,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 2,LSF-B2.01,,,,,,
adadd736-143f-4d93-8814-00a0d68e8599,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 2,GEF-C-R.01,,,,,,
2c2f6e08-bf74-42f3-9352-8a8ff29c158f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 2,GEF-C-R.02,,,,,,
7453ec63-d0e4-476d-9663-dbedf902083c,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 2,SF-B2.01,,,,,,
cb60f096-0057-406c-aecf-572d95887904,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 2,CPSF-B3.01,,,,,,
881f55d3-04d3-46bf-b182-dc9750fe23cd,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 2,CPSF-B2.04,,,,,,
36559523-8d4f-42c4-ae08-34fb0e5146a1,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 2,GEF-B2.01,,,,,,
91e0b3a0-174d-4af2-a986-4c6b2057b998,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 2,CPSF-B2.03,,,,,,
cc63ff2f-af65-4423-a95b-e5d1abb24c26,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 2,SF-B2.02,,,,,,
3c0cef28-76f5-41e4-8b48-f31338e4dc22,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 2,SF-B2.03,,,,,,
5769779f-55db-4f0f-a8dd-27f1e1a82ef7,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 2,Stair Pressurization Ductwork,,,,,,
04725eee-da6c-4f49-8af1-383f766d45af,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,JET-B1.01,,,,,,
ff231516-b75c-4b07-a440-605dad86c6f9,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,JET-B1.02,,,,,,
7e792b4e-aee9-4eba-94d4-1e5005db4657,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,JET-B1.03,,,,,,
b9b8cbc3-a250-4930-8339-3457a1c8a3bd,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,JET-B1.04,,,,,,
a8350f76-6199-4cf2-988b-5adb721e4f2e,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,GEF-A.B1.01,,,,,,
0a5f44c1-90f0-4661-8cbe-dc130271894e,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,GEF-A.B1.02,,,,,,
7ce4e6ff-eb1a-43ff-afa8-a17d8ed94b5a,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,LEF-B1.01,,,,,,
5ee49874-b803-4660-b132-3c543066d464,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,TEF-B1.01,,,,,,
269f838d-bc60-4fba-833f-b6fe0f62c870,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,PSF-01,,,,,,
577df600-6bf7-489e-849c-fb15c7a454b2,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,CPSF-B2.01,,,,,,
ea056964-8cd5-4df3-9c9a-e73451369292,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,CPSF-B2.02,,,,,,
17c3927e-0c66-4253-9398-cee1c15adda5,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,GEF-B1.01,,,,,,
5f939646-de61-4b14-8f17-b9970bdf9bdc,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,CPSF-B1.02,,,,,,
6ed5ea24-7aa0-4df3-988e-f7e75f37c854,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,CPEF-04,,,,,,
0e72d0ca-7061-4d0d-b3fb-77a206151315,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,SF-B1.01,,,,,,
54376181-2b1b-497f-86b2-d41d2d40469a,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,SF-B1.02,,,,,,
e105c410-c8d8-459d-b529-12fb763c78d9,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,SF-B1.03,,,,,,
42b46da1-137f-4528-be1b-7459d368d0a8,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,SF-B1.04,,,,,,
10fcd144-efd1-4815-9d5b-7365806fd63c,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,SF-B1.05,,,,,,
df712635-77fe-42d7-8ca3-9a58443a5fa1,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,SF-B1.06,,,,,,
7f43cf9c-48b1-45d7-8a3c-db673e48d433,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,SF-B1.07,,,,,,
6435b8c7-3fd6-486c-b2e9-63dfd78dca00,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,SF-B1.08,,,,,,
fd002ef9-d9f3-4517-893a-cd036226778d,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,GEF-B1.01,,,,,,
15d0982a-7f09-4b55-a920-057081af424f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,GEF-B1.02,,,,,,
7ea4defa-67c5-49a6-b10e-6c44224a5e9b,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,GEF-B1.03,,,,,,
aad36105-651f-451d-a40c-f2ff5b6b9d10,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,GEF-B1.04,,,,,,
1a2d24e3-c6f7-4c34-b768-754347166362,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,EF-GA-01,,,,,,
dcf2cc9a-68e2-4ed7-bae2-3e2396b4dc20,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,EF-GA-02,,,,,,
ac48030e-d9ba-48a4-8b56-7a0a9ad50fab,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,Air conditioning to Main switch Room (AC-B.01),,,,,,
b073d7fe-5384-4ddc-b9ce-d24ed1e9b0d1,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,Air conditioning to Main switch Room (AC-B.02),,,,,,
aee99206-3df6-4307-a2d2-270f1ab46d5b,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Basement 1,Stair Pressurization Ductwork,,,,,,
ee75f613-b50c-44d9-8b99-3b66eb785eb3,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Lower Ground Floor,JET-LG-01,,,,,,
45240785-219f-4dd8-b10a-ab3a0cff28f8,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Lower Ground Floor,LSF-LG.01,,,,,,
72f5d52b-26f0-4258-a1ed-06c74dea99f3,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Lower Ground Floor,Bin Room Ventilation Via Chute,,,,,,
8b748590-5581-42ce-b13a-8cfaffedde6b,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Lower Ground Floor,Loading Dock Exhaust,,,,,,
dbca451f-08bd-41e0-bbc6-d075efc5d327,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Lower Ground Floor,Garbage Exhaust,,,,,,
ebf6a8d1-b16b-4e6c-af01-c4bd165b4809,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Lower Ground Floor,CPSF-LG.01,,,,,,
d5592449-d2e6-47a6-8ef1-2cb9c388c732,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Lower Ground Floor,CPSF-B1.01,,,,,,
afcddf16-5792-40e1-9fef-7c9bf38330bf,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Lower Ground Floor,SF-LG.01,,,,,,
162dcea2-6969-4528-a114-6cc94747e541,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Lower Ground Floor,SF-LG.02,,,,,,
d3d13ad7-ee6d-429e-b126-cd7b563a5b91,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Lower Ground Floor,SF-LG.03,,,,,,
7cd22168-a03a-47a7-93e5-33b326b812be,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Lower Ground Floor,SF-LG.04,,,,,,
73480dec-05cc-4ddb-bd7b-381b02006f8f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Lower Ground Floor,CPEF-01,,,,,,
f1bd9abc-a305-4089-b33b-0370a612020e,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Lower Ground Floor,TEF-LG-01,,,,,,
e7ad6a0e-b808-4ecf-a368-5191c11cb60c,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Lower Ground Floor,TEF-LG-02,,,,,,
23059cf0-5e5e-4581-ab95-bebd7bced129,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Lower Ground Floor,LSF-LG.02,,,,,,
2cc7c217-50b1-4723-b568-4009dd579bdc,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Ground Level,LSF-A-G.01,,,,,,
ca32e78f-5cd9-49b2-adeb-b2c97d818caa,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Ground Level,Loading Exhaust (BL.A),,,,,,
d945c17d-18ee-4fc8-9cb8-01eead68a7e4,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Ground Level,Kitchen Exhaust Air (BL-A),,,,,,
85a3197a-daf6-4e21-aeaa-e1b0053e2173,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Ground Level,Bin Room Ventilation Via Chute (BL-B),,,,,,
25341df0-0dde-4969-b82f-7865821d0977,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Ground Level,Garbage Exhaust (BL-B),,,,,,
764866a8-8bca-4e90-8887-ba2f51dbdc03,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Ground Level,Exhaust Air (BL-B),,,,,,
c21014af-5093-4c19-8628-05932054ec4e,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Ground Level,TEF-B-G.01,,,,,,
6e0e143f-1d57-4c26-b9f2-43320ac72bb7,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Ground Level,LSF-B-G.01,,,,,,
de9e1d5c-11ea-410f-962f-5a7c86a1dd25,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Ground Level,Kitchen Exhaust Air (BL-C),,,,,,
72b9d86f-5a62-4f5f-96b9-ac80109c315e,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Ground Level,Relief Air for Stair (BL-C),,,,,,
d21d0c2c-250c-47d6-ab1f-b7bf20e7769f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Ground Level,Exhaust Air (BL-C),,,,,,
f8cd7e8f-bd44-44de-be69-5a9652f34c69,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Ground Level,Kitchen Exhaust (BL-D),,,,,,
f6b0b1c8-8e0e-4399-bb03-4373c217c847,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Ground Level,LSF-D-G.01,,,,,,
f4edc832-3a6d-4ebb-8e3d-ef70a97aad8b,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Ground Level,Lift Relief Exhaust (BL-D),,,,,,
e09b596b-408d-46ec-bc2f-b6a1a028e911,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Ground Level,LSF-D-G.02,,,,,,
05edcc06-df4c-41cb-b6bc-31b0c9b6ad50,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Ground Level,OAF-G.01,,,,,,
9f03351a-b29c-44a0-b73a-9661956d1ae9,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Ground Level,OAF-G.02,,,,,,
de6b570f-d906-410e-94e6-ef111faaa822,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Ground Level,Outside Air (BL-D),,,,,,
e918b8ab-46a5-4dac-8866-d618812ead03,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Rough-In,Ground Level,FCU-G.01,,,,,,
