Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6
22e5321f-b015-435c-b96f-36fd02bf6b3f,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L0,APT A001,Cavity Slider Door,
249b1cc6-7105-4d02-9192-85d2688228b9,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L0,APT A002,Cavity Silder Door,
2275f02a-4a78-4b0f-bad7-d02e3728b176,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L0,APT A003,Cavity Silder Door,
5edd0ba4-9146-4cda-a697-84733a2d1223,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L0,APT A004,Cavity Silder Door,
e74f44bc-7e25-4a36-9e4c-11c19edb8d16,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L1,APT A101,Cavity Silder Door,
8e273022-26cd-43d7-a782-b5840aba4753,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L1,APT A102,Cavity Silder Door,
ae062541-a624-41fb-9367-098520bf246c,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L1,APT A103,Cavity Silder Door,
a576a152-2dc7-4df1-971a-23f2c34e5217,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L1,APT A104,Cavity Silder Door,
bec5eed7-0e06-40a6-ae69-476e80f66148,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L1,APT A105,Cavity Silder Door,
79e95cc6-5b05-46a7-9efa-a15d7489197a,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L1,APT A106,Cavity Silder Door,
63b6f6dd-f862-4579-acf7-296ae6268ac0,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L1,APT A107,Cavity Silder Door,
7d184f84-a918-4be5-9d92-7b965b03b51e,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L1,APT A108,Cavity Silder Door,
1f9dd685-d09e-4a12-b72e-05086331f7ad,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L2,APT A201,Cavity Silder Door,
eaf9f493-0f62-4d4a-a358-845bbd47c527,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L2,APT A202,Cavity Silder Door,
cab9bb81-4183-40dc-8227-dc5df0ea542a,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L2,APT A203,Cavity Silder Door,
b6dc91cf-1e6d-45d1-b0b2-6e2e60e1c30e,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L2,APT A204,Cavity Silder Door,
e1f6c6b2-6396-4c57-a80d-9afe5c37ebe7,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L2,APT A205,Cavity Silder Door,
ee787ece-6c60-4cc2-8b6d-d6afc967900a,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L2,APT A206,Cavity Silder Door,
63fa6a14-7846-47f8-8884-0018c3be8dbb,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L2,APT A207,Cavity Silder Door,
15b1b3a0-b0a4-415f-a4e0-1660645a6ec8,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L3,APT A301,Cavity Silder Door,
74d23592-7a3b-4ce7-8878-8d11543f8b39,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L3,APT A302,Cavity Silder Door,
9975ab71-870a-407e-b849-a6f9f4a1bba4,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L3,APT A303,Cavity Silder Door,
6f303b80-1ba7-4dbe-b84e-fe7fe956c7b2,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L3,APT A304,Cavity Silder Door,
bcf97a00-a202-40dd-97f0-182f8fad06e9,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L3,APT A305,Cavity Silder Door,
8b58f2a4-f74a-468f-817c-975008dd7199,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L3,APT A306,Cavity Silder Door,
d3c856bb-78e1-4dfe-a436-4eb03a36d517,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L3,APT A307,Cavity Silder Door,
a702aa6b-92e3-4e24-b89b-3c48ffa62d83,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L4,APT A401,Cavity Silder Door,
b9eee80c-d740-403b-b11d-1d4668dafced,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L4,APT A402,Cavity Silder Door,
86ccd372-dc40-4428-97cf-4dbb9f146239,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L4,APT A403,Cavity Silder Door,
4b4f8ae3-6eb6-44ea-a04d-7e38c32ea43e,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L4,APT A404,Cavity Silder Door,
65aa72c7-2d2a-4117-9f27-7f0943ccc66d,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L4,APT A405,Cavity Silder Door,
23138b3d-5582-4d03-95ae-40c3482238f0,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building A,APT Unit,L4,APT A406,Cavity Silder Door,
f90a5a34-8207-4270-97bc-c6aab53400d5,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L1,APT B101,Cavity Silder Door,
17ac1f2a-4dac-497a-9de6-f188393517fc,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L1,APT B102,Cavity Silder Door,
dee71b14-cde1-49d2-b633-63a144677162,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L1,APT B103,Cavity Silder Door,
942809db-71dc-4744-88d2-7db54f223448,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L1,APT B104,Cavity Silder Door,
28b71161-bf69-488c-8af9-555ab54f1126,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L1,APT B105,Cavity Silder Door,
f7fd098e-40eb-493c-92e8-c7139b5bf9ba,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L1,APT B106,Cavity Silder Door,
407c46eb-8b3f-48c5-800a-2197136bfef5,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L1,Communal Lounge,Cavity Silder Door,
3f8c54d0-527e-4bfd-a2e2-c401bed92f65,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L2,APT B201,Cavity Silder Door,
83cbbd11-98e7-4c5b-940b-b1b417697977,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L2,APT B202,Cavity Silder Door,
fe3437c1-002d-4d83-80b9-885a6db20937,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L2,APT B203,Cavity Silder Door,
2a1f9ff3-b75b-4e80-a701-bbc61f47fd74,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L2,APT B204,Cavity Silder Door,
394b95e8-8587-405f-bca3-2432c928a121,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L2,APT B205,Cavity Silder Door,
565d4a23-9f76-4d24-a510-349fdc34ec97,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L2,APT B206,Cavity Silder Door,
8ea95bf1-09cc-4ea1-b822-0e46c5692f8f,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L2,APT B207,Cavity Silder Door,
67061197-7acc-48cd-bb17-811d23d4b784,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L3,APT B301,Cavity Silder Door,
49c0c90e-3501-4d85-ad89-64c7b7f6c803,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L3,APT B302,Cavity Silder Door,
27491a15-4b7e-4fdf-931b-c967f0d36438,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L3,APT B303,Cavity Silder Door,
b53c7691-957c-4e54-abfc-c0627a4b6478,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L3,APT B304,Cavity Silder Door,
84cbff67-1bf5-4d47-a609-c2a169c6dfa8,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L3,APT B305,Cavity Silder Door,
c901e326-37f0-45ea-b281-1cce547bdd0c,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L3,APT B306,Cavity Silder Door,
0f57124d-e033-4052-8b55-be1b038f1e4f,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L3,APT B307,Cavity Silder Door,
9a5b52dd-8cc0-4bf0-8f80-61b87183510b,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L4,APT B401,Cavity Silder Door,
2b0b64d1-d781-4c63-b8f0-7ed2385d798e,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L4,APT B402,Cavity Silder Door,
33efc4c6-2762-40b6-bdca-5a4ec08915c0,,not-started,Carpentry - Cavity Installation,checklist,FALSE,FALSE,Building B,APT Unit,L4,APT B403,Cavity Silder Door,
