Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6
415bdf47-2a19-4240-92a0-92ba75ca427f,,not-started,Carpentry - Doors,checklist,FALSE,FALSE,Building A,APT Unit,L0,APT A001,Carpentry - Doors ,
af7ce737-dbaa-4b7a-8d7f-79c1854eaf94,,not-started,Carpentry - Doors,checklist,FALSE,FALSE,Building A,APT Unit,L0,APT A002,Carpentry - Doors ,
7488141b-c422-4a09-8c01-4eb108229212,,not-started,Carpentry - Doors,checklist,FALSE,FALSE,Building A,APT Unit,L0,APT A003,Carpentry - Doors ,
9259f228-7eb1-4198-967a-bbf652c5742e,,not-started,Carpentry - Doors,checklist,FALSE,FALSE,Building A,APT Unit,L0,APT A004,Carpentry - Doors ,
fa62cd87-4d88-4526-a0c0-eaa4ecc39c41,,not-started,Carpentry - Doors,checklist,FALSE,FALSE,Building A,APT Unit,L1,APT A101,Carpentry - Doors ,
48077c13-57c0-41fd-9f14-9fd8ed93d4d8,,not-started,Carpentry - Doors,checklist,FALSE,FALSE,Building A,APT Unit,L1,APT A102,Carpentry - Doors ,
f01fc956-5da9-4112-9d49-6f0610fb9eac,,not-started,Carpentry - Doors,checklist,FALSE,FALSE,Building A,APT Unit,L1,APT A103,Carpentry - Doors ,
eccc99bb-2017-451d-841f-c51ecceda095,,not-started,Carpentry - Doors,checklist,FALSE,FALSE,Building A,APT Unit,L1,APT A104,Carpentry - Doors ,
b2dd2fc7-872b-4d22-bb68-52fa22fb6006,,not-started,Carpentry - Doors,checklist,FALSE,FALSE,Building A,APT Unit,L1,APT A105,Carpentry - Doors ,
2c9beb7d-40c7-48fb-be50-c08ef8c870b3,,not-started,Carpentry - Doors,checklist,FALSE,FALSE,Building A,APT Unit,L1,APT A106,Carpentry - Doors ,
2fe03a2b-514b-4f09-926c-173faceee9b5,,not-started,Carpentry - Doors,checklist,FALSE,FALSE,Building A,APT Unit,L1,APT A107,Carpentry - Doors ,
05dd9698-cd85-42d1-8ef3-ed08bc87c9bd,,not-started,Carpentry - Doors,checklist,FALSE,FALSE,Building A,APT Unit,L1,APT A108,Carpentry - Doors ,
9c00780d-1d34-4b66-9502-6e83717e4975,,not-started,Carpentry - Doors,checklist,FALSE,FALSE,Building A,APT Unit,L2,APT A201,Carpentry - Doors ,
b5958f80-1405-483c-9faf-cce5a1efd9ab,,not-started,Carpentry - Doors,checklist,FALSE,FALSE,Building A,APT Unit,L2,APT A202,Carpentry - Doors ,
5ce5bd6b-9108-4290-b9ac-c28fc3b79ca9,,not-started,Carpentry - Doors,checklist,FALSE,FALSE,Building A,APT Unit,L2,APT A203,Carpentry - Doors ,
5529834d-8cc8-4386-b9b1-e97278b3b667,,not-started,Carpentry - Doors,checklist,FALSE,FALSE,Building A,APT Unit,L2,APT A204,Carpentry - Doors ,
33952a1f-46a6-4413-ba30-60699eb1d454,,not-started,Carpentry - Doors,checklist,FALSE,FALSE,Building A,APT Unit,L2,APT A205,Carpentry - Doors ,
b0b3653a-77bc-42b3-a888-0fe84cba96d6,,not-started,Carpentry - Doors,checklist,FALSE,FALSE,Building A,APT Unit,L2,APT A206,Carpentry - Doors ,
