resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,PRE-POUR & CONCRETE DELIVERY,,,,,,,,
,step,,,,P015,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P016,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P017,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P018,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P019,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P020,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P021,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P022,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P023,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P024,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P025,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P026,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P027,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P028,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P029,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P030,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P031,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P032,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P033,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P034,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P035,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P036,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P037,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P038,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P039,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
,step,,,,P040,,,,,,,
Pre-Pour Checklist,checklist,,,,,Pre-Pour Checklist,,,,,,
Concrete Delivery Checklist,checklist-flat,,,,,Concrete Delivery Checklist,,,,,,
