"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"634fb50f-7b1e-4b83-b527-887a0cc9dcfe","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"96398893-b436-4486-a382-7d7da38b86c3","","folder-normal","fail","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1"
"01afdc5b-634b-4f90-b0a6-6273e7d801bb","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 00 (Riverside Level)"
"18ef9d62-df88-44f5-9b8e-45831238ba6e","","checklist-flat","not-started","Enviro 200P","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 00 (Riverside Level)","Wet Area Walls and Floors Primary"
"be4129f4-e12b-4eb6-b574-579786a0c1aa","","checklist-flat","not-started","Enviro Shield / Prime P2 / Epoxy B-LV","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 00 (Riverside Level)","Wet Area Floors Secondary"
"911e4c41-f99a-49e8-af17-17754cfcaa25","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 01 (Services Mezzanine Level)"
"1fc1a454-f211-422a-94b6-c2c822afb00e","","checklist-flat","not-started","Enviro 200P","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 01 (Services Mezzanine Level)","Membrane to Façade Glazing (Bottom, Top, Sides)"
"92d69dde-e928-4706-89f8-11b920ed8224","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)"
"9d95c940-f2ee-4304-8ba9-dd2ecb3d33ed","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","William St Trafficable Paved Area"
"8df28548-5edb-4d06-a4f8-cba41619857c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Planters (Zone 1, 2, 4)"
"5f785d1c-13e5-4fa7-a004-51e93b93e518","","checklist-flat","not-started","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Planters (Zone 1, 2, 4)","ZONE 1 - Primary Planter Wall and Floor Membrane"
"590a71a2-cc47-4610-b6eb-82ddc621edb2","","checklist-flat","not-started","Enviro Shield / Prime P2 / Epoxy B-LV","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Planters (Zone 1, 2, 4)","ZONE 1 - Secondary Planter Floor Membrane"
"82378685-5767-4594-ad60-cb9191615389","","checklist-flat","work-in-progress","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Planters (Zone 1, 2, 4)","ZONE 2 - Primary Planter Wall and Floor Membrane"
"a8fb9308-e65a-48e3-9e0f-2d72d3f0abc9","","checklist-flat","not-started","Enviro Shield / Prime P2 / Epoxy B-LV","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Planters (Zone 1, 2, 4)","ZONE 2 - Secondary Planter Floor Membrane"
"9a24f320-3253-410a-8204-1b76fadad9d5","","checklist-flat","not-started","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Planters (Zone 1, 2, 4)","ZONE 4 - Primary Planter Wall and Floor Membrane"
"a1d69846-6533-480e-8823-b4ecf624206c","","checklist-flat","not-started","Enviro Shield / Prime P2 / Epoxy B-LV","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Planters (Zone 1, 2, 4)","ZONE 4 - Secondary Planter Floor Membrane"
"6bb5a493-9e5c-41cc-b2cf-bbc7f1b4519a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Wet Areas/Kitchens"
"2ea08299-9dd4-4fb3-832b-3aab041b8682","","checklist-flat","pass","1e75fd7838338193848e18167f2f0ab82e0a508a6f76cf3a08be548334009778","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Wet Area Walls and Floors Primary - ZONE 3"
"22ab3744-4bf1-47c1-a17a-b3753ab0de8b","","checklist-flat","pass","Enviro 200P","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Wet Area Walls and Floors Primary - ZONE 2"
"e9f93168-482a-4692-a525-c57450edb946","","checklist-flat","not-started","Enviro 200P","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Wet Area Walls and Floors Primary - ZONE 1"
"f454a03e-cca6-4b48-b6d0-7816bbbba91e","","checklist-flat","not-started","Enviro 200P","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Wet Area Walls and Floors Primary - ZONE 4"
"9710d8f0-08f2-4458-99cf-9cc3c2cb4ca6","","checklist-flat","pass","6f3e3fd945a4689d4b7344f8dd6d56740284f2e9a9897b294db498ced6f9e558","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Enviro 200P Secondary - ZONE 3"
"491d395e-2208-4e92-9f9e-8f0026797627","","checklist-flat","pass","791f1d22e7854f7d4ee89e1425157d2099ff2d618025e728ba94d4ba747c05cd","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Enviro Shield Secondary - ZONE 3"
"c3d6662b-33b9-4ec7-a65d-07b0e494848a","","checklist-flat","pass","Enviro 200P Secondary","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Enviro 200P Secondary - ZONE 2"
"fd7c64b4-1e1e-4106-970f-fd31aaad206c","","checklist-flat","not-started","Enviro 200P Secondary","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Enviro 200P Secondary - ZONE 1"
"7c0a045b-dd8f-4499-ab84-4e16cfa3f691","","checklist-flat","not-started","Enviro 200P Secondary","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Enviro 200P Secondary - ZONE 4"
"cd523342-f4dc-4227-bb52-500e478f80cc","","checklist-flat","pass","Enviro 200P","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Sokyo Kitchen (Zone 3) - Primary"
"f73d0ff4-8996-440f-963a-91e866766faa","","checklist-flat","work-in-progress","Enviro 200P Secondary","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Wet Areas/Kitchens","Sokyo Kitchen (Zone 3) - Secondary"
"468b0b80-ee96-49a6-b8de-8f38ac936bbd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Water Feature"
"37e5ad17-670d-4caa-b12b-58dda2720be8","","checklist-flat","not-started","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Water Feature","Membrane to Floor incl 150mm upturn"
"b9b2fda2-8b91-4ad6-8fac-e7a28e42d908","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Façade Glazing"
"af3f6ddc-5241-4a7e-8756-fb2af5a61f3a","","checklist-flat","not-started","Enviro 200P","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Façade Glazing","Membrane to Façade Glazing (Bottom, Top, Sides)"
"40161fe4-f9a9-417a-ab53-39e28c64108d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Plenum / Plant Rooms"
"c8fe759a-ecd7-4fa9-8140-227eb6a86623","","checklist-flat","work-in-progress","c8a4de5d598c841191988f736bd9f8a3cab111d8afc4db284bb806fc4043159d","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Plenum / Plant Rooms","Zone 1 Dorsett Plant"
"5817c6f3-cdd8-44d3-8d54-83fa441ae8cc","","checklist-flat","not-started","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Plenum / Plant Rooms","Zone 2 Plenum"
"caf101a0-6495-49a1-ac22-0bebe4333181","","checklist-flat","work-in-progress","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (William Street Level)","Plenum / Plant Rooms","Zone 3 Plant Room"
"d387a0db-ab3d-4609-94ce-670de3f572cf","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (Part A --> Part B1)"
"4eb7a6f0-4c07-44e6-ade3-0122aaa25b21","","checklist-flat","not-started","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (Part A --> Part B1)","Planter to IT1 Entry (Grid G2) incl Drainage Cell"
"81279e1d-093a-486b-bc22-203cd41d4045","","checklist-flat","work-in-progress","ecae0af67bee750879f8f921075a8df385132ff4ef11b1cef0228904339de9e4","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (Part A --> Part B1)","Escalator Pits (Various) - walls at 500mm high"
"1c518768-bcce-428a-bd43-66cc69bce87a","","checklist-flat","not-started","Enviro Hydrostatic 1","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (Part A --> Part B1)","Mechanical Wet Riser (Grid L5) - ZONE 2"
"3ebef251-de38-4cdc-83f6-8967526534b5","","checklist-flat","not-started","Enviro CSH","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (Part A --> Part B1)","Plenum (Sealer Only)"
"62294d06-1a0a-4b82-b57c-9c43a9d4ee56","","checklist-flat","not-started","Enviro Hydrostatic 1","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (Part A --> Part B1)","Plenum (Waterproofed)"
"c7d34ea8-c01d-4374-a07c-0f96ece29b84","","checklist-flat","not-started","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (Part A --> Part B1)","Fire Control Room - ZONE 4"
"93a7b2e8-0cab-4cb5-af48-d81729d19440","","checklist-flat","not-started","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (Part A --> Part B1)","Fire Booster 01 - ZONE 4"
"2467c56a-f914-4844-bd78-4b7384003ba5","","checklist-flat","work-in-progress","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (Part A --> Part B1)","Gas Meters - ZONE 4"
"0626d74d-e9ff-4f0f-87a5-22be7cabe760","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (Part A --> Part B1)","Fan Room"
"72afc330-3214-41ed-8988-ce6338d446fd","","checklist-flat","work-in-progress","ca5111d4a56a12ff659afb20f02952ba8e54c318860451c3e0df6697dddcdd54","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (Part A --> Part B1)","Fan Room","Enviro 700X"
"2968ac8f-9895-4568-a76c-844a4356298f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (Part A --> Part B1)","Plant Room L02 Zone 3"
"29612e8e-19de-43ad-aee5-f7e5dd2bf8e7","","checklist-flat","work-in-progress","ca5111d4a56a12ff659afb20f02952ba8e54c318860451c3e0df6697dddcdd54","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 02 (Part A --> Part B1)","Plant Room L02 Zone 3","Enviro 700X"
"e97023d5-d9a5-4b5c-a65b-fa61b3bef6de","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 03 (George Street Level)"
"10be2792-0a98-484c-aa6b-de4affc43aa1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 03 (George Street Level)","External Paving"
"3140c9dd-a71d-4305-87f5-0b24d4596232","","checklist-flat","not-started","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 03 (George Street Level)","External Paving","Primary Membrane"
"06a1b95a-1a13-4b87-ae83-910356f6bdf4","","checklist-flat","not-started","Enviro Shield / Prime P2 / Epoxy B-LV","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 03 (George Street Level)","External Paving","Secondary Membrane incl 150mm upturn"
"0f980bf2-b386-4d2f-a502-76e6e5a3b39a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 03 (George Street Level)","External Planters"
"5dd1a5a1-6239-4d3b-af9c-ae02862efaf2","","checklist-flat","not-started","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 03 (George Street Level)","External Planters","Primary Planter Wall and Floor Membrane"
"53701899-9fe1-4313-899c-d77a4b46fab9","","checklist-flat","not-started","Enviro Shield / Prime P2 / Epoxy B-LV","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 03 (George Street Level)","External Planters","Secondary Planter Floor Membrane"
"d0109c5e-f905-43b6-b7e7-066e2ef565c5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 03 (George Street Level)","Façade Glazing"
"500a20a2-0281-405f-985e-521b59835ac7","","checklist-flat","not-started","Enviro 200P","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 03 (George Street Level)","Façade Glazing","Membrane to Façade Glazing (Bottom, Top, Sides)"
"d3c5e1b4-cca9-44e1-92ee-65541f904a18","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 03 (George Street Level)","Plenum / Plant Rooms"
"4f319bd2-f3a0-4349-a903-e73ad688e5fe","","checklist-flat","work-in-progress","c8a4de5d598c841191988f736bd9f8a3cab111d8afc4db284bb806fc4043159d","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 03 (George Street Level)","Plenum / Plant Rooms","Membrane to Floor incl 150mm upturn"
"bf35729e-822b-4bac-8e3c-171dede1522d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 03 (George Street Level)","Wet Areas (Powder Room / Amenities / Cleaners Room)"
"478fa8e8-a406-4861-b3c8-badf11d25680","","checklist-flat","not-started","Enviro 200P","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 03 (George Street Level)","Wet Areas (Powder Room / Amenities / Cleaners Room)","Wet Area Walls and Floors Primary"
"1e39ba00-0e55-457b-875e-e234a16138c1","","checklist-flat","not-started","Enviro Shield / Prime P2 / Epoxy B-LV","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 03 (George Street Level)","Wet Areas (Powder Room / Amenities / Cleaners Room)","Wet Area Secondary"
"17016dc1-f5b2-4459-a366-33bed02522f0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 03 (Part A --> Part B1)"
"0fa57dc1-d5d9-4951-831d-520c3a99bb97","","checklist-flat","not-started","Enviro Hydrostatic 1","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 03 (Part A --> Part B1)","Escalator Pits (Various) - walls at 500mm high"
"dcf6cc08-03e1-4832-93a1-fb290222cbe9","","checklist-flat","not-started","Enviro CSH","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 03 (Part A --> Part B1)","Plenum (Sealer Only)"
"ce895466-0c66-44a9-bb7d-e2599d1e7ddf","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 04  (Part A --> Part B1)"
"cdef9548-30d6-4338-b6d5-337228060e1c","","checklist-flat","not-started","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 04  (Part A --> Part B1)","Concrete Hob to Perimeter (Zones 2, 3 & 6)"
"10f6a15a-4062-4448-b961-8a2155b5b830","","checklist-flat","not-started","Enviro CSH","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 04  (Part A --> Part B1)","Slab over Fire Booster"
"5755f12d-3a14-4edb-82ae-cebb98aff39b","","checklist-flat","not-started","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 04  (Part A --> Part B1)","Window Wall Façade"
"2d6cfbe5-0cd7-4e05-9ce6-ec1b6a53f8fe","","checklist-flat","work-in-progress","c8a4de5d598c841191988f736bd9f8a3cab111d8afc4db284bb806fc4043159d","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 04  (Part A --> Part B1)","Planters incl Drainage Cell"
"aa2b0c80-44c7-4d69-91dc-debdab9c4560","","checklist-flat","not-started","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 04  (Part A --> Part B1)","Zone 4 Terrace Grids D/E, 20"
"a1dfd9ab-c7a6-4709-a60b-8146e5758467","","folder-normal","fail","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 05/05M (Casino)"
"1bc71cfe-192f-47e9-8426-8271557e96ed","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 05/05M (Casino)","Façade Glazing"
"7d3bcf1f-e45b-462e-93dd-b150f841f03e","","checklist-flat","not-started","Enviro 200P","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 05/05M (Casino)","Façade Glazing","Membrane to Façade Glazing (Bottom, Top, Sides)"
"56eeac96-1dc5-48c7-a6ea-567068527c0e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 05/05M (Casino)","External Paving"
"c5642ce2-dcb4-4876-ae2c-0b1144047dc9","","checklist-flat","not-started","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 05/05M (Casino)","External Paving","Primary Membrane to Floor incl 150mm upturn"
"f576d3be-9d23-46a2-b2e6-051be88b8c64","","checklist-flat","not-started","Enviro Shield / Prime P2 / Epoxy B-LV","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 05/05M (Casino)","External Paving","Secondary Membrane to Floor incl 150mm upturn"
"cbe5a878-4ba2-488a-9f3a-a44468d0eda4","","folder-normal","fail","","step","TRUE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 05/05M (Casino)","Plenum / Plant Rooms"
"075a7b0b-4377-4634-ba10-9ba82a4a67bd","","checklist-flat","not-started","Enviro 700X","checklist-flat","FALSE","FALSE","Site QA","PODIUM LEVELS 00-07M - PART B1","LEVEL 05/05M (Casino)","Plenum / Plant Rooms","Primary Floor Membrane incl 150mm upturn"
