"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fc5b4e46-981a-4df9-a252-28ba87f59b22","","folder-normal","","","step","TRUE","FALSE","Site QA"
"904566c9-96bc-43fd-a11f-bf1b12a00a7c","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A"
"d38e99af-24ed-4fb1-8a9a-1049444bfc56","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Ground Floor"
"4cc4652c-34a1-4a08-8083-5fe674b3389f","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Ground Floor","Lobby"
"62bb4bd7-243b-41c3-b001-d1c9ef04bbd5","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Ground Floor","G08"
"bc2a7fcb-1958-41c4-a1b2-2401c0a22ef8","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Ground Floor","G09"
"f858b801-6fd1-4e53-b995-e56deef2ee83","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 1"
"3cbaf06a-6bcb-48df-a3b7-262a8b69e0f6","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 1","Corridor"
"32e2bb17-0471-4f49-af1b-c6e7892262e8","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 2"
"01cee65e-e84b-459e-90fe-b1c35259c30d","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 2","Corridor"
"cafd8691-5593-47b6-b4bc-0e732218322d","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 2","201"
"142c0d07-173b-4332-a3cc-a070841bf7d6","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 2","202"
"4bfce403-36b7-4877-9418-52861e0c23e3","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 2","203"
"45f0544c-5b62-4ac6-aa40-27f55f75ddd7","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 2","204"
"cd596c0b-6ba2-436b-81de-187baaf1bbb2","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 2","205"
"f8c250dc-fbb1-49a2-9433-1c898675618f","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 2","206"
"cc1f073c-06fc-43cb-819d-2c104058b3aa","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 2","207"
"458bd98d-4a37-4259-908d-77a5b32754d7","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 2","208"
"be297844-7dd2-42e4-b737-56d8d0338e3f","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 2","209"
"479e900f-0276-4ff2-9855-759621ec3970","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 2","210"
"1af26f8f-513f-4b7f-b65e-c1f93d5043c8","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 3"
"ac4e77ca-e62e-424c-989e-787904a7b477","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level 3","Corridor"
