Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
Overall Progress (Building A),,,,,,,,,
,Scope,,,Site QA,Building A,,,,
,Rows,,,,,,,,
,,Ground Floor - Lobby,dynamic,Site QA,Building A,Ground Floor,Lobby,,
,,Ground Floor - G08,dynamic,Site QA,Building A,Ground Floor,G08,,
,,Ground Floor - G09,dynamic,Site QA,Building A,Ground Floor,G09,,
,,Level 1 - Corridor,dynamic,Site QA,Building A,Level 1,Corridor,,
,,Level 2 - Corridor,dynamic,Site QA,Building A,Level 2,Corridor,,
,,Level 2 - 201,dynamic,Site QA,Building A,Level 2,201,,
,,Level 2 - 202,dynamic,Site QA,Building A,Level 2,202,,
,,Level 2 - 203,dynamic,Site QA,Building A,Level 2,203,,
,,Level 2 - 204,dynamic,Site QA,Building A,Level 2,204,,
,,Level 2 - 205,dynamic,Site QA,Building A,Level 2,205,,
,,Level 2 - 206,dynamic,Site QA,Building A,Level 2,206,,
,,Level 2 - 207,dynamic,Site QA,Building A,Level 2,207,,
,,Level 2 - 208,dynamic,Site QA,Building A,Level 2,208,,
,,Level 2 - 209,dynamic,Site QA,Building A,Level 2,209,,
,,Level 2 - 210,dynamic,Site QA,Building A,Level 2,210,,
,,Level 3 - Corridor,dynamic,Site QA,Building A,Level 3,Corridor,,
,,Level 3 - 301,dynamic,Site QA,Building A,Level 3,301,,
,,Level 3 - 302,dynamic,Site QA,Building A,Level 3,302,,
,,Level 3 - 303,dynamic,Site QA,Building A,Level 3,303,,
,,Level 3 - 204,dynamic,Site QA,Building A,Level 3,204,,
,,Level 3 - 205,dynamic,Site QA,Building A,Level 3,205,,
,,Level 3 - 206,dynamic,Site QA,Building A,Level 3,206,,
,,Level 3 - 207,dynamic,Site QA,Building A,Level 3,207,,
,,Level 3 - 208,dynamic,Site QA,Building A,Level 3,208,,
,,Level 3 - 209,dynamic,Site QA,Building A,Level 3,209,,
,,Level 3 - 210,dynamic,Site QA,Building A,Level 3,210,,
,,Level 4 - Corridor,dynamic,Site QA,Building A,Level 4,Corridor,,
,,Level 4 - 401,dynamic,Site QA,Building A,Level 4,401,,
,,Level 4 - 402,dynamic,Site QA,Building A,Level 4,402,,
,,Level 4 - 403,dynamic,Site QA,Building A,Level 4,403,,
,,Level 4 - 404,dynamic,Site QA,Building A,Level 4,404,,
,,Level 4 - 405,dynamic,Site QA,Building A,Level 4,405,,
,,Level 4 - 406,dynamic,Site QA,Building A,Level 4,406,,
,,Level 4 - 407,dynamic,Site QA,Building A,Level 4,407,,
,,Level 4 - 408,dynamic,Site QA,Building A,Level 4,408,,
,,Level 4 - 409,dynamic,Site QA,Building A,Level 4,409,,
,,Level 4 - 410,dynamic,Site QA,Building A,Level 4,410,,
,,Level 5 - Corridor,dynamic,Site QA,Building A,Level 5,Corridor,,
,,Level 5 - 501,dynamic,Site QA,Building A,Level 5,501,,
,,Level 5 - 502,dynamic,Site QA,Building A,Level 5,502,,
,,Level 5 - 503,dynamic,Site QA,Building A,Level 5,503,,
,,Level 5 - 504,dynamic,Site QA,Building A,Level 5,504,,
,,Level 5 - 505,dynamic,Site QA,Building A,Level 5,505,,
,,Level 5 - 506,dynamic,Site QA,Building A,Level 5,506,,
,,Level 5 - 507,dynamic,Site QA,Building A,Level 5,507,,
,,Level 5 - 508,dynamic,Site QA,Building A,Level 5,508,,
,,Level 5 - 509,dynamic,Site QA,Building A,Level 5,509,,
,,Level 5 - 510,dynamic,Site QA,Building A,Level 5,510,,
,,Level 6 - Corridor,dynamic,Site QA,Building A,Level 6,Corridor,,
,,Level 6 - 601,dynamic,Site QA,Building A,Level 6,601,,
,,Level 6 - 602,dynamic,Site QA,Building A,Level 6,602,,
,,Level 6 - 603,dynamic,Site QA,Building A,Level 6,603,,
,,Level 6 - 604,dynamic,Site QA,Building A,Level 6,604,,
,,Level 6 - 605,dynamic,Site QA,Building A,Level 6,605,,
,,Level 6 - 606,dynamic,Site QA,Building A,Level 6,606,,
,,Level 6 - 607,dynamic,Site QA,Building A,Level 6,607,,
,,Level 6 - 608,dynamic,Site QA,Building A,Level 6,608,,
,,Level 6 - 609,dynamic,Site QA,Building A,Level 6,609,,
,,Level 6 - 610,dynamic,Site QA,Building A,Level 6,610,,
,,Level 7 - Corridor,dynamic,Site QA,Building A,Level 7,Corridor,,
,,Level 7 - 701,dynamic,Site QA,Building A,Level 7,701,,
,,Level 7 - 702,dynamic,Site QA,Building A,Level 7,702,,
,,Level 7 - 703,dynamic,Site QA,Building A,Level 7,703,,
,,Level 7 - 704,dynamic,Site QA,Building A,Level 7,704,,
,,Level 7 - 705,dynamic,Site QA,Building A,Level 7,705,,
,,Level 7 - 706,dynamic,Site QA,Building A,Level 7,706,,
,,Level 7 - 707,dynamic,Site QA,Building A,Level 7,707,,
,,Level 7 - 708,dynamic,Site QA,Building A,Level 7,708,,
,,Level 7 - 709,dynamic,Site QA,Building A,Level 7,709,,
,,Level 7 - 710,dynamic,Site QA,Building A,Level 7,710,,
,,Level 8 - Corridor,dynamic,Site QA,Building A,Level 8,Corridor,,
,,Level 8 - 801,dynamic,Site QA,Building A,Level 8,801,,
,,Level 8 - 802,dynamic,Site QA,Building A,Level 8,802,,
,,Level 8 - 803,dynamic,Site QA,Building A,Level 8,803,,
,,Level 8 - 804,dynamic,Site QA,Building A,Level 8,804,,
,,Level 8 - 805,dynamic,Site QA,Building A,Level 8,805,,
,,Level 8 - 806,dynamic,Site QA,Building A,Level 8,806,,
,,Level 8 - 807,dynamic,Site QA,Building A,Level 8,807,,
,,Level 8 - 808,dynamic,Site QA,Building A,Level 8,808,,
,,Level 8 - 809,dynamic,Site QA,Building A,Level 8,809,,
,,Level 8 - 810,dynamic,Site QA,Building A,Level 8,810,,
,,Level 9 - Corridor,dynamic,Site QA,Building A,Level 9,Corridor,,
,,Level 9 - 901,dynamic,Site QA,Building A,Level 9,901,,
,,Level 9 - 902,dynamic,Site QA,Building A,Level 9,902,,
,,Level 9 - 903,dynamic,Site QA,Building A,Level 9,903,,
,,Level 9 - 904,dynamic,Site QA,Building A,Level 9,904,,
,,Level 9 - 905,dynamic,Site QA,Building A,Level 9,905,,
,,Level 9 - 906,dynamic,Site QA,Building A,Level 9,906,,
,,Level 9 - 907,dynamic,Site QA,Building A,Level 9,907,,
,,Level 9 - 908,dynamic,Site QA,Building A,Level 9,908,,
,,Level 9 - 909,dynamic,Site QA,Building A,Level 9,909,,
,,Level 9 - 910,dynamic,Site QA,Building A,Level 9,910,,
,,Level 10 - Corridor,dynamic,Site QA,Building A,Level 10,Corridor,,
,,Level 10 - 1001,dynamic,Site QA,Building A,Level 10,1001,,
,,Level 10 - 1002,dynamic,Site QA,Building A,Level 10,1002,,
,,Level 10 - 1003,dynamic,Site QA,Building A,Level 10,1003,,
,,Level 10 - 1004,dynamic,Site QA,Building A,Level 10,1004,,
,,Level 10 - 1005,dynamic,Site QA,Building A,Level 10,1005,,
,,Level 10 - 1006,dynamic,Site QA,Building A,Level 10,1006,,
,,Level 10 - 1007,dynamic,Site QA,Building A,Level 10,1007,,
,,Level 10 - 1008,dynamic,Site QA,Building A,Level 10,1008,,
,,Level 10 - 1009,dynamic,Site QA,Building A,Level 10,1009,,
,,Level 10 - 1010,dynamic,Site QA,Building A,Level 10,1010,,
,,Level 11 - Corridor,dynamic,Site QA,Building A,Level 11,Corridor,,
,,Level 11 - 1101,dynamic,Site QA,Building A,Level 11,1101,,
,,Level 11 - 1102,dynamic,Site QA,Building A,Level 11,1102,,
,,Level 11 - 1103,dynamic,Site QA,Building A,Level 11,1103,,
,,Level 11 - 1104,dynamic,Site QA,Building A,Level 11,1104,,
,,Level 11 - 1105,dynamic,Site QA,Building A,Level 11,1105,,
,,Level 11 - 1106,dynamic,Site QA,Building A,Level 11,1106,,
,,Level 11 - 1107,dynamic,Site QA,Building A,Level 11,1107,,
,,Level 11 - 1108,dynamic,Site QA,Building A,Level 11,1108,,
,,Level 11 - 1109,dynamic,Site QA,Building A,Level 11,1109,,
,,Level 11 - 1110,dynamic,Site QA,Building A,Level 11,1110,,
,,Level 12 - Corridor,dynamic,Site QA,Building A,Level 12,Corridor,,
,,Level 12 - 1201,dynamic,Site QA,Building A,Level 12,1201,,
,,Level 12 - 1202,dynamic,Site QA,Building A,Level 12,1202,,
,,Level 12 - 1203,dynamic,Site QA,Building A,Level 12,1203,,
,,Level 12 - 1204,dynamic,Site QA,Building A,Level 12,1204,,
,,Level 12 - 1205,dynamic,Site QA,Building A,Level 12,1205,,
,,Level 12 - 1206,dynamic,Site QA,Building A,Level 12,1206,,
,,Level 12 - 1207,dynamic,Site QA,Building A,Level 12,1207,,
,,Level 12 - 1208,dynamic,Site QA,Building A,Level 12,1208,,
,,Level 12 - 1209,dynamic,Site QA,Building A,Level 12,1209,,
,,Level 12 - 1210,dynamic,Site QA,Building A,Level 12,1210,,
,,Level 13 - Corridor,dynamic,Site QA,Building A,Level 13,Corridor,,
,,Level 13 - 1301,dynamic,Site QA,Building A,Level 13,1301,,
,,Level 13 - 1302,dynamic,Site QA,Building A,Level 13,1302,,
,,Level 13 - 1303,dynamic,Site QA,Building A,Level 13,1303,,
,,Level 13 - 1304,dynamic,Site QA,Building A,Level 13,1304,,
,,Level 13 - 1305,dynamic,Site QA,Building A,Level 13,1305,,
,,Level 13 - 1306,dynamic,Site QA,Building A,Level 13,1306,,
,,Level 13 - 1307,dynamic,Site QA,Building A,Level 13,1307,,
,,Level 13 - 1308,dynamic,Site QA,Building A,Level 13,1308,,
,,Level 13 - 1309,dynamic,Site QA,Building A,Level 13,1309,,
,,Level 13 - 1310,dynamic,Site QA,Building A,Level 13,1310,,
,,Level 14 - Corridor,dynamic,Site QA,Building A,Level 14,Corridor,,
,,Level 14 - 1401,dynamic,Site QA,Building A,Level 14,1401,,
,,Level 14 - 1402,dynamic,Site QA,Building A,Level 14,1402,,
,,Level 14 - 1403,dynamic,Site QA,Building A,Level 14,1403,,
,,Level 14 - 1404,dynamic,Site QA,Building A,Level 14,1404,,
,,Level 14 - 1405,dynamic,Site QA,Building A,Level 14,1405,,
,,Level 14 - 1406,dynamic,Site QA,Building A,Level 14,1406,,
,,Level 14 - 1407,dynamic,Site QA,Building A,Level 14,1407,,
,,Level 14 - 1408,dynamic,Site QA,Building A,Level 14,1408,,
,,Level 14 - 1409,dynamic,Site QA,Building A,Level 14,1409,,
,,Level 14 - 1410,dynamic,Site QA,Building A,Level 14,1410,,
,,Level 15 - Corridor,dynamic,Site QA,Building A,Level 15,Corridor,,
,,Level 15 - 1501,dynamic,Site QA,Building A,Level 15,1501,,
,,Level 15 - 1502,dynamic,Site QA,Building A,Level 15,1502,,
,,Level 15 - 1503,dynamic,Site QA,Building A,Level 15,1503,,
,,Level 15 - 1504,dynamic,Site QA,Building A,Level 15,1504,,
,,Level 15 - 1505,dynamic,Site QA,Building A,Level 15,1505,,
,,Level 15 - 1506,dynamic,Site QA,Building A,Level 15,1506,,
,,Level 15 - 1507,dynamic,Site QA,Building A,Level 15,1507,,
,,Level 15 - 1508,dynamic,Site QA,Building A,Level 15,1508,,
,,Level 15 - 1509,dynamic,Site QA,Building A,Level 15,1509,,
,,Level 15 - 1510,dynamic,Site QA,Building A,Level 15,1510,,
,,Level 16 - Corridor,dynamic,Site QA,Building A,Level 16,Corridor,,
,,Level 16 - 1601,dynamic,Site QA,Building A,Level 16,1601,,
,,Level 16 - 1602,dynamic,Site QA,Building A,Level 16,1602,,
,,Level 16 - 1603,dynamic,Site QA,Building A,Level 16,1603,,
,,Level 16 - 1604,dynamic,Site QA,Building A,Level 16,1604,,
,,Level 16 - 1605,dynamic,Site QA,Building A,Level 16,1605,,
,,Level 16 - 1606,dynamic,Site QA,Building A,Level 16,1606,,
,,Level 16 - 1607,dynamic,Site QA,Building A,Level 16,1607,,
,,Level 16 - 1608,dynamic,Site QA,Building A,Level 16,1608,,
,,Level 16 - 1609,dynamic,Site QA,Building A,Level 16,1609,,
,,Level 16 - 1610,dynamic,Site QA,Building A,Level 16,1610,,
,,Level 17 - Corridor,dynamic,Site QA,Building A,Level 17,Corridor,,
,,Level 17 - 1701,dynamic,Site QA,Building A,Level 17,1701,,
,,Level 17 - 1702,dynamic,Site QA,Building A,Level 17,1702,,
,,Level 17 - 1703,dynamic,Site QA,Building A,Level 17,1703,,
,,Level 17 - 1704,dynamic,Site QA,Building A,Level 17,1704,,
,,Level 17 - 1705,dynamic,Site QA,Building A,Level 17,1705,,
,,Level 17 - 1706,dynamic,Site QA,Building A,Level 17,1706,,
,,Level 17 - 1707,dynamic,Site QA,Building A,Level 17,1707,,
,,Level 17 - 1708,dynamic,Site QA,Building A,Level 17,1708,,
,,Level 17 - 1709,dynamic,Site QA,Building A,Level 17,1709,,
,,Level 17 - 1710,dynamic,Site QA,Building A,Level 17,1710,,
,,Level 18 - 1801,dynamic,Site QA,Building A,Level 18,1801,,
,,Level 18 - 1802,dynamic,Site QA,Building A,Level 18,1802,,
,,Level 18 - 1803,dynamic,Site QA,Building A,Level 18,1803,,
,,Level 18 - 1804,dynamic,Site QA,Building A,Level 18,1804,,
,,Level 18 - 1805,dynamic,Site QA,Building A,Level 18,1805,,
,,Level 18 - 1806,dynamic,Site QA,Building A,Level 18,1806,,
,,Level 18 - 1807,dynamic,Site QA,Building A,Level 18,1807,,
,,Level 18 - 1808,dynamic,Site QA,Building A,Level 18,1808,,
,,Level 18 - 1809,dynamic,Site QA,Building A,Level 18,1809,,
,,Level 18 - 1810,dynamic,Site QA,Building A,Level 18,1810,,
,,Level 19 - 1901,dynamic,Site QA,Building A,Level 19,1901,,
,,Level 19 - 1902,dynamic,Site QA,Building A,Level 19,1902,,
,,Level 19 - 1903,dynamic,Site QA,Building A,Level 19,1903,,
,,Level 19 - 1904,dynamic,Site QA,Building A,Level 19,1904,,
,,Level 19 - 1905,dynamic,Site QA,Building A,Level 19,1905,,
,,Level 19 - 1906,dynamic,Site QA,Building A,Level 19,1906,,
,,Level 19 - 1907,dynamic,Site QA,Building A,Level 19,1907,,
,,Level 20,dynamic,Site QA,Building A,Level 20,,,
,Columns,,,,,,,,
,,Water stop angle & sealant as per as per AS4645.2-2012,,Water stop angle & sealant as per as per AS4645.2-2012,,,,,
,,Subhead leveled & bolted,,Subhead leveled & bolted,,,,,
,,Subsill leveled over waterproofed angle,,Subsill leveled over waterproofed angle,,,,,
,,Subsill capped bolted & caulked,,Subsill capped bolted & caulked,,,,,
,,Frame placed,,Frame placed,,,,,
,,Jambs installed & caulked,,Jambs installed & caulked,,,,,
,,External angle caulked,,External angle caulked,,,,,
,,Internal angle caulked,,Internal angle caulked,,,,,
,,Panels inserted & leveled,,Panels inserted & leveled,,,,,
,,Sashes inserted,,Sashes inserted,,,,,
,,Hardware installation,,Hardware installation,,,,,
,,Subhead caulking,,Subhead caulking,,,,,
,,Subsill\Water stop angle caulking,,Subsill\Water stop angle caulking,,,,,
,,,,,,,,,
Overall Progress (Building B),,,,,,,,,
,Scope,,,Site QA,Building B,,,,
,Rows,,,,,,,,
,,Ground Floor - Lobby,dynamic,Site QA,Building B,Ground Floor,Lobby,,
,,Ground Floor - G08,dynamic,Site QA,Building B,Ground Floor,G08,,
,,Ground Floor - G09,dynamic,Site QA,Building B,Ground Floor,G09,,
,,Level 1 - Corridor,dynamic,Site QA,Building B,Level 1,Corridor,,
,,Level 1 - 102,dynamic,Site QA,Building B,Level 1,102,,
,,Level 1 - 103,dynamic,Site QA,Building B,Level 1,103,,
,,Level 1 - 104,dynamic,Site QA,Building B,Level 1,104,,
,,Level 1 - 105,dynamic,Site QA,Building B,Level 1,105,,
,,Level 1 - 106,dynamic,Site QA,Building B,Level 1,106,,
,,Level 1 - 107,dynamic,Site QA,Building B,Level 1,107,,
,,Level 1 - 108,dynamic,Site QA,Building B,Level 1,108,,
,,Level 1 - 109,dynamic,Site QA,Building B,Level 1,109,,
,,Level 1 - 110,dynamic,Site QA,Building B,Level 1,110,,
,,Level 1 - 111,dynamic,Site QA,Building B,Level 1,111,,
,,Level 1 - 112,dynamic,Site QA,Building B,Level 1,112,,
,,Level 1 - 113,dynamic,Site QA,Building B,Level 1,113,,
,,Level 1 - 114,dynamic,Site QA,Building B,Level 1,114,,
,,Level 1 - 115,dynamic,Site QA,Building B,Level 1,115,,
,,Level 1 - 116,dynamic,Site QA,Building B,Level 1,116,,
,,Level 2 - 211,dynamic,Site QA,Building B,Level 2,211,,
,,Level 2 - 212,dynamic,Site QA,Building B,Level 2,212,,
,,Level 2 - 213,dynamic,Site QA,Building B,Level 2,213,,
,,Level 2 - 214,dynamic,Site QA,Building B,Level 2,214,,
,,Level 2 - 215,dynamic,Site QA,Building B,Level 2,215,,
,,Level 2 - 216,dynamic,Site QA,Building B,Level 2,216,,
,,Level 2 - 217,dynamic,Site QA,Building B,Level 2,217,,
,,Level 2 - 218,dynamic,Site QA,Building B,Level 2,218,,
,,Level 2 - 219,dynamic,Site QA,Building B,Level 2,219,,
,,Level 2 - 220,dynamic,Site QA,Building B,Level 2,220,,
,,Level 2 - 221,dynamic,Site QA,Building B,Level 2,221,,
,,Level 2 - 222,dynamic,Site QA,Building B,Level 2,222,,
,,Level 2 - 223,dynamic,Site QA,Building B,Level 2,223,,
,,Level 2 - 224,dynamic,Site QA,Building B,Level 2,224,,
,,Level 2 - 225,dynamic,Site QA,Building B,Level 2,225,,
,,Level 3 - 311,dynamic,Site QA,Building B,Level 3,311,,
,,Level 3 - 312,dynamic,Site QA,Building B,Level 3,312,,
,,Level 3 - 313,dynamic,Site QA,Building B,Level 3,313,,
,,Level 3 - 314,dynamic,Site QA,Building B,Level 3,314,,
,,Level 3 - 315,dynamic,Site QA,Building B,Level 3,315,,
,,Level 3 - 316,dynamic,Site QA,Building B,Level 3,316,,
,,Level 3 - 317,dynamic,Site QA,Building B,Level 3,317,,
,,Level 3 - 318,dynamic,Site QA,Building B,Level 3,318,,
,,Level 3 - 319,dynamic,Site QA,Building B,Level 3,319,,
,,Level 3 - 320,dynamic,Site QA,Building B,Level 3,320,,
,,Level 3 - 321,dynamic,Site QA,Building B,Level 3,321,,
,,Level 3 - 322,dynamic,Site QA,Building B,Level 3,322,,
,,Level 3 - 323,dynamic,Site QA,Building B,Level 3,323,,
,,Level 3 - 324,dynamic,Site QA,Building B,Level 3,324,,
,,Level 3 - 325,dynamic,Site QA,Building B,Level 3,325,,
,,Level 4 - 411,dynamic,Site QA,Building B,Level 4,411,,
,,Level 4 - 412,dynamic,Site QA,Building B,Level 4,412,,
,,Level 4 - 413,dynamic,Site QA,Building B,Level 4,413,,
,,Level 4 - 414,dynamic,Site QA,Building B,Level 4,414,,
,,Level 4 - 415,dynamic,Site QA,Building B,Level 4,415,,
,,Level 4 - 416,dynamic,Site QA,Building B,Level 4,416,,
,,Level 4 - 417,dynamic,Site QA,Building B,Level 4,417,,
,,Level 4 - 418,dynamic,Site QA,Building B,Level 4,418,,
,,Level 4 - 419,dynamic,Site QA,Building B,Level 4,419,,
,,Level 4 - 420,dynamic,Site QA,Building B,Level 4,420,,
,,Level 4 - 421,dynamic,Site QA,Building B,Level 4,421,,
,,Level 4 - 422,dynamic,Site QA,Building B,Level 4,422,,
