resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Documentation,,,,,,,,
Document Attachment ITP (V.220421),checklist,,,,Sprinkler Control Valve Detail,,,,,,,
Document Attachment ITP (V.220421),checklist,,,,Fire Hydrant Detail,,,,,,,
Document Attachment ITP (V.220421),checklist,,,,Hose Reel Detail,,,,,,,
Document Attachment ITP (V.220421),checklist,,,,Booster Detail,,,,,,,
,step,,,Shop Drawings,,,,,,,,
Document Attachment ITP (V.220421),checklist,,,,Shop Drawing,,,,,,,
,step,,,Leemark - Site QA,,,,,,,,
,step,,,,Levels,,,,,,,
,step,,,,,Wet Fire,,,,,,
Pre-start checklist (V.090322),checklist-flat,,,,,,Pre-Start,,,,,
,step,,,,,,Booster cupboard (FSW-ITR-500),,,,,
LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff,checklist,,,,,,,Sprinkler Installation/Fitoff,,,,
LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test,checklist,,,,,,,Sprinkler & Hydrant Hydrostatic Test,,,,
,step,,,,,,Basement 3 (FSW-ITR-098),,,,,
LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff,checklist,,,,,,,Sprinkler Installation/Fitoff,,,,
LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test,checklist,,,,,,,Sprinkler & Hydrant Hydrostatic Test,,,,
LM-FOR-30-ITR-301.1 Sprinkler Control Valve,checklist,,,,,,,Sprinkler Control Valve,,,,
LM-FOR-40-ITR-302.2 Hydrant Installation,checklist,,,,,,,Hydrant Installation,,,,
LM-FOR-40-ITR-302.3 Hose Reel Installation,checklist,,,,,,,Hose Reel Installation,,,,
LM-FOR-40-ITR-302.1 Fire Pump Installation,checklist,,,,,,,Electric Pump,,,,
LM-FOR-40-ITR-302.1 Fire Pump Installation,checklist,,,,,,,Diesel Pump,,,,
,step,,,,,,Basement 2 (FSW-ITR-098),,,,,
LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff,checklist,,,,,,,Sprinkler Installation/Fitoff,,,,
LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test,checklist,,,,,,,Sprinkler & Hydrant Hydrostatic Test,,,,
LM-FOR-30-ITR-301.1 Sprinkler Control Valve,checklist,,,,,,,Sprinkler Control Valve,,,,
LM-FOR-40-ITR-302.2 Hydrant Installation,checklist,,,,,,,Hydrant Installation,,,,
LM-FOR-40-ITR-302.3 Hose Reel Installation,checklist,,,,,,,Hose Reel Installation,,,,
,step,,,,,,Basement 1 (FSW-ITR-099),,,,,
LM-FOR-30-ITR-301 Sprinkler Installation/Fitoff,checklist,,,,,,,Sprinkler Installation/Fitoff,,,,
LM-FOR-33-ITR-401 Sprinkler & Hydrant hydrostatic test,checklist,,,,,,,Sprinkler & Hydrant Hydrostatic Test,,,,
LM-FOR-30-ITR-301.1 Sprinkler Control Valve,checklist,,,,,,,Sprinkler Control Valve,,,,
LM-FOR-40-ITR-302.2 Hydrant Installation,checklist,,,,,,,Hydrant Installation,,,,
LM-FOR-40-ITR-302.3 Hose Reel Installation,checklist,,,,,,,Hose Reel Installation,,,,
LM-FOR-40-ITR-302.1 Fire Pump Installation,checklist,,,,,,,Electric Pump,,,,
LM-FOR-40-ITR-302.1 Fire Pump Installation,checklist,,,,,,,Diesel Pump,,,,
,step,,,,,,Ground Floor (FSW-ITR-100),,,,,
