"Id","Type","Name","Values","Prompting Name","Usage Count","Resource Id"
"f6f31092-5f5a-42ad-a846-c29a2d4c8811/1","checklist","40mm Seismic Strip Window - Install Checklist","","40mm Seismic Strip Window - Install Checklist",2,"046f9ee3-027e-484b-b242-755bb1e38b62"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,
"37fd0c4a-4bbd-4ccb-9caf-bbb353137d85","checkpoint","Has the window/door installation been completed?",,,,
"504e7a77-cefa-4894-90fa-afc0b7d8131a","checkpoint","Is interior sealants installation neat and continuous.",,,,
"3b88e725-3602-4c5b-8b40-71885682251a","checkpoint","Is exterior sealants installation neat and continuous.",,,,
"371f1ba6-e724-4504-bc04-aad27e8e110c","checkpoint","Is sill flashing installed per plans and as detailed in the shop drawings?",,,,
"481a97ce-c197-4591-851b-b9352b202e37","checkpoint","Is head flashing installed per plans and as detailed in the shop drawings?",,,,
"030741f1-7330-4af3-be9a-c72414a03e99","checkpoint","Are all window and doors working?",,,,
"7d39ae29-e063-4272-aa92-5c3a895de1ae","checkpoint","All handles installed correctly?",,,,
"23664df2-56e6-4f2d-902a-0794b7801950","checkpoint","Are all the hardware installed correctly?",,,,
"2bf19a57-f9b9-403d-98d6-fa9808e14db6","checkpoint","Is the joinery free of scratches?",,,,
"fc0e4a5d-915f-4c02-b54f-19d2426c86d8","checkpoint","Is the joinery clean and tidy?",,,,
"fe092ec3-cc23-46f2-b083-a20a72b54e98","checkpoint","Dead Load brackets installed as per NZWindows calculations?",,,,
"edc668b0-1e6b-4f34-8ba2-65a1af25e0ce","checkpoint","Splice Joint installation",,,,
"1acb1401-38ba-4bf6-a27b-f9a24e46ea9b","checkpoint","There is a corner soaker on every transom",,,,
"34c47998-ab66-4674-96b6-22e1e19e317c","checkpoint","Airseal Installation/Weather seal (Sika At Façade) 6-18mm over PEF backer rod",,,,
"727baf65-5229-491b-b2a9-c73204163a56","checkpoint","Rainshield angles bed sealed to precast/structure",,,,
"f7dc3062-d5df-450f-8802-fabaaea3401d","checkpoint","Hinge doors strikes adjusted and locking easily",,,,
"ff6c7e44-ad6f-4d61-b15b-abf6ecf2697d","checkpoint","Hinge doors 4 or 3 point lock operate easily",,,,
"685c839c-7a7b-4587-8cad-dadc5fafbc89","checkpoint","Proper spacing and clearances are maintained around the window units.",,,,
"996a6d59-4de7-4628-9fdf-e866926d10ba","checkpoint","Fasteners used are correct in type, size, and spacing",,,,
"d3a3bfb2-1445-4e36-beea-3ee9d3ba367e","checkpoint","Frames installed correctly?",,,,
"c05bda45-90e8-4862-9c9d-cdff0a90feda","checkpoint","Modules installed correctly?",,,,
"47667756-e6ad-436f-9acf-c718ce39be2d","checkpoint","Drains are not blocked",,,,

"04d307e1-02c2-40a2-a01b-4cdf6e4194c1/1","checklist","Architectural - Install Checklist","","Architectural - Install Checklist",4,"30bcecaa-382a-4dc5-bd3c-7c9018fcf1d7"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,
"47c02a10-a270-4f2d-80bb-5cae9a22ffd2","checkpoint","Has the window/door installation been completed?",,,,
"88b6bfe2-4d28-4e3e-b745-525646bfce13","checkpoint","Is interior sealants installation neat and continuous.",,,,
"e8369d6b-0373-4c3c-aad1-2aa3ccbfb8fe","checkpoint","Is exterior sealants installation neat and continuous.",,,,
"d2948e19-a01f-47c5-aff0-813fecb3eade","checkpoint","Is sill flashing installed per plans and as detailed in the shop drawings?",,,,
"ee9c6b17-8c39-4ee6-afb4-b1e7d4c0b667","checkpoint","Is head flashing installed per plans and as detailed in the shop drawings?",,,,
"f0ad3576-7dac-43f1-adec-ec4e81e91465","checkpoint","Are all window and doors working?",,,,
"d210738f-e711-4935-98b6-793c09de71b0","checkpoint","All handles installed correctly?",,,,
"ae24cebf-32e9-4b7e-b9f4-a3e8cc5f479f","checkpoint","Are all the hardware installed correctly?",,,,
"518b3049-7e64-4c6b-94ab-c28299bc8207","checkpoint","Is the joinery free of scratches?",,,,
"117b1b96-97bf-44e6-8915-4ad74aec262c","checkpoint","Is the joinery clean and tidy?",,,,
"e2e7e355-1e7a-413a-916f-6a3a59a8729a","checkpoint","Are Restrictor Stays fitted(Fully Fixed off & Silent operation)",,,,
"c4aa44ab-0267-46be-b24c-d8c0c24cdcf8","checkpoint","Hinge doors strikes adjusted and locking easily",,,,
"41f67aeb-6233-4e0a-9239-c2927d5df118","checkpoint","Hinge doors 4 or 3 point lock operate easily",,,,
"24dca1f3-efe5-46d6-acdb-5dd32f11e46e","checkpoint","Hinge doors and sliding doors - Bungs are fitted (every hole)",,,,
"f0994b84-5df8-4271-90dc-05013018d24e","checkpoint","Sliding doors - panels are adjusted and locking easily",,,,
"de02e7c0-a852-4e48-a732-d7dae72a7bfa","checkpoint","Sliding doors - Strikes are adjusted",,,,
"8ab9e3d2-73fa-481d-bcd8-5944ca15716b","checkpoint","Sliding doors - Anti lift blocks and stops fitted properly",,,,
"05145ab2-bc6b-4faf-96e0-1cf887067452","checkpoint","Windows open, close, and lock smoothly without excessive force.",,,,
"0d596a38-d167-4f96-805a-5fe3c4f5a31b","checkpoint","All operable windows have functional hardware (locks, latches, etc.)",,,,
"a222f938-f719-40ef-91cb-c1c5bb3755f9","checkpoint","Proper spacing and clearances are maintained around the window units.",,,,
"ae42570b-31fd-481d-be51-87b48ed5ad18","checkpoint","Fasteners used are correct in type, size, and spacing",,,,
"dd39a3dd-d897-4c39-861b-386be0f1b63b","checkpoint","End Caps Installed",,,,
"378a5b2f-a0bb-447b-b763-be8a7ebe5961","checkpoint","Frames installed correctly?",,,,
"27393654-0b30-4af4-bd7a-7b06d0b83128","checkpoint","Modules installed correctly?",,,,
"921a2095-d5ad-4590-8ef4-3d7c76a5c966","checkpoint","Drains are not blocked",,,,

"1513542a-93ca-4777-ac52-d63fd37ddb12/1","checklist","Box Fins - Install Checklist","","Box Fins - Install Checklist",0,"09c8cabb-355a-4d66-b6db-8c4a1e8dd926"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,
"9520929e-da92-4283-bc98-a8fd6af32581","checkpoint","Has the window/door installation been completed?",,,,
"81af5f9b-075d-45f4-9952-041286aa4170","checkpoint","Is interior sealants installation neat and continuous.",,,,
"9a8a5335-85df-41a1-8013-024ec2a24845","checkpoint","Is exterior sealants installation neat and continuous.",,,,
"0ea1deb0-eb30-4af1-a48b-738ca6ca9268","checkpoint","Is sill flashing installed per plans and as detailed in the shop drawings?",,,,
"773981de-b9c5-4816-8d63-795c81c0e94f","checkpoint","Are all window and doors working?",,,,
"b5b7e1e5-e9c0-49e1-b01b-e7c7c1c74ed6","checkpoint","Is the joinery free of scratches?",,,,
"fe1b2559-f573-49be-b839-9585ff00cc0d","checkpoint","Is the joinery clean and tidy?",,,,
"70846182-be64-4b8b-bfd0-a70f44e2c0d2","checkpoint","Proper spacing and clearances are maintained around the window units.",,,,
