"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"09d57bc1-7337-4e17-a6ec-cf6206a0fd1f","","fail","","folder","TRUE","FALSE","STAGE #1 - Level 2 - Sliders"
"f1979c44-56b0-4cdd-8b4c-c7a67c162f44","","work-in-progress","","folder","TRUE","FALSE","STAGE #1 - Level 2 - Sliders","#4 W3- W2.04 Living (UA02) SD"
"97f32c0c-f9b3-4919-aa52-315bb622fc2c","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#18 W1- W2.19 Bedroom (UH02)","Performance Tests"
"67833ac5-0413-481a-a98b-355bdbe2a4ab","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#18 W1- W2.19 Bedroom (UH02)","Handover Checklist"
"8ed6f2fa-05bc-4140-b7d2-1eacbc933145","","work-in-progress","","folder","TRUE","FALSE","STAGE #3","#19 W2- W2.20 Bedroom (UH02)"
"287e2a19-67a2-4897-8b6d-074db18007e2","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#19 W2- W2.20 Bedroom (UH02)","Pre Install Checklist"
"cfb769bc-78a0-4a24-bf03-fd618cc8360b","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #3","#19 W2- W2.20 Bedroom (UH02)","Installation"
"d82b27d5-bcc8-4c0c-839b-8e79744acbd3","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#19 W2- W2.20 Bedroom (UH02)","Glazing"
"63f8e95a-a2b9-443e-ab3e-341886234d28","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#19 W2- W2.20 Bedroom (UH02)","Performance Tests"
"20f1a269-f327-4c81-9547-37f2dbd97981","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#19 W2- W2.20 Bedroom (UH02)","Handover Checklist"
"7abe6b28-a3eb-4295-9ea5-b634c7cb16bf","","work-in-progress","","folder","TRUE","FALSE","STAGE #3","#21 W1- W2.22 Bedroom (UG02)"
"a7b47ac9-d871-484d-9897-e281dc97c20f","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#21 W1- W2.22 Bedroom (UG02)","Pre Install Checklist"
"84faf9d1-6c7b-45c0-8843-f5c9e33285a5","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #3","#21 W1- W2.22 Bedroom (UG02)","Installation"
"906ae4bd-4828-49e3-a380-afb18855f5f0","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#21 W1- W2.22 Bedroom (UG02)","Glazing"
"9b357caf-a2dc-4699-adec-9ae75c7a8739","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#21 W1- W2.22 Bedroom (UG02)","Performance Tests"
"1694da06-a44f-4b50-9a5d-f35581c81e07","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#21 W1- W2.22 Bedroom (UG02)","Handover Checklist"
"5c326bf5-e262-4097-a7d9-cf855d33f430","","work-in-progress","","folder","TRUE","FALSE","STAGE #3","#22 W2- W2.23 Bedroom (UG02)"
"512cf5ec-14e2-49b4-bb73-5a2acf367634","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#22 W2- W2.23 Bedroom (UG02)","Pre Install Checklist"
"93be3907-6ca5-4a78-b7cc-561e38539c97","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #3","#22 W2- W2.23 Bedroom (UG02)","Installation"
"1be55cd3-0669-4352-be05-2e950fdd8948","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#22 W2- W2.23 Bedroom (UG02)","Glazing"
"450b42bf-bdc2-4a8e-b87f-b0c5786ce729","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#22 W2- W2.23 Bedroom (UG02)","Performance Tests"
"9449b7e2-3321-46a5-a783-da3fe2b4a568","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#22 W2- W2.23 Bedroom (UG02)","Handover Checklist"
"b4952f68-938a-4c47-bfce-7e91e3de8e1b","","work-in-progress","","folder","TRUE","FALSE","STAGE #3","#24 W9- W2.25 Bathroom (UF02)"
"a2f9f657-8d6f-4d52-9f33-24f6fe510787","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#24 W9- W2.25 Bathroom (UF02)","Pre Install Checklist"
"0c8e7bd3-3681-4a37-9991-671bc734ebbb","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #3","#24 W9- W2.25 Bathroom (UF02)","Installation"
"dc4ac427-cf9f-4d2f-a4ce-28b34dcc5b3b","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#24 W9- W2.25 Bathroom (UF02)","Glazing"
"b04d0547-cf2a-40ef-ba0b-50003bdf97a1","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#24 W9- W2.25 Bathroom (UF02)","Performance Tests"
"359d12a3-8cad-4bd5-b39d-53589050585c","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#24 W9- W2.25 Bathroom (UF02)","Handover Checklist"
"5878e897-a862-411e-b48c-00c6f52f6a3b","","work-in-progress","","folder","TRUE","FALSE","STAGE #3","#25 W10m-W2.26 Bedroom (UF02)"
"31fe4e0c-9eac-4dfe-8d50-fd161e9d8294","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#25 W10m-W2.26 Bedroom (UF02)","Pre Install Checklist"
"2f812c3c-5d0d-4e4b-b8a1-fee216161676","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #3","#25 W10m-W2.26 Bedroom (UF02)","Installation"
"c1735782-41aa-4a25-9336-cf0d1e131e4f","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#25 W10m-W2.26 Bedroom (UF02)","Glazing"
"da9bccf3-d6ad-4986-9ce6-2066e21b4a7c","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#25 W10m-W2.26 Bedroom (UF02)","Performance Tests"
"38e89568-6a91-4abf-8528-cc507f4da833","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#25 W10m-W2.26 Bedroom (UF02)","Handover Checklist"
"a7083fff-0094-4652-90fd-bbdc513b2620","","work-in-progress","","folder","TRUE","FALSE","STAGE #3","#28 W10-W2.30 Bedroom (UE02)"
"18d28f74-8c5d-4ebb-9cbe-9ee603479039","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#28 W10-W2.30 Bedroom (UE02)","Pre Install Checklist"
"f11149c8-eafe-463d-ae03-75a59b3c0def","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #3","#28 W10-W2.30 Bedroom (UE02)","Installation"
"385a5395-e6af-4a02-afb6-50af0816b385","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#28 W10-W2.30 Bedroom (UE02)","Glazing"
"7aa62286-5e1e-4633-958b-5d4a3574aae3","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#28 W10-W2.30 Bedroom (UE02)","Performance Tests"
"a447b4ae-e960-4916-849d-12c3fcdd6903","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#28 W10-W2.30 Bedroom (UE02)","Handover Checklist"
"01ec1719-825d-42e2-9726-1b236f9e3919","","work-in-progress","","folder","TRUE","FALSE","STAGE #3","#29 W9- W2.31 Bathroom (UE02)"
"8a09ac35-d726-4d9a-9d8c-50d72b25bfc0","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#29 W9- W2.31 Bathroom (UE02)","Pre Install Checklist"
"c083a4fc-8b6e-42a2-8da6-b905cde8b2ed","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #3","#29 W9- W2.31 Bathroom (UE02)","Installation"
"63c6e087-8c4b-4da9-a82f-6be75e06db50","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#29 W9- W2.31 Bathroom (UE02)","Glazing"
"1f6db6ed-fbd8-4d88-b9c7-308d9c57ed85","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#29 W9- W2.31 Bathroom (UE02)","Performance Tests"
"2ccdc9fd-c0f3-478c-a6df-a1837a2b3b58","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#29 W9- W2.31 Bathroom (UE02)","Handover Checklist"
"638ab8ab-0901-4142-b284-7345807a62ff","","work-in-progress","","folder","TRUE","FALSE","STAGE #3","#30 W1- W2.32 Bedroom (UD02)"
"0ec6be3c-af1f-469e-9d01-353abf80ef6c","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#30 W1- W2.32 Bedroom (UD02)","Pre Install Checklist"
"84fac273-5383-4bfe-93a9-401e1797f409","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #3","#30 W1- W2.32 Bedroom (UD02)","Installation"
"60606241-06ed-48be-8cac-532a22fac52b","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#30 W1- W2.32 Bedroom (UD02)","Glazing"
"2bde039f-de7b-417c-9a7f-14545a397a4c","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#30 W1- W2.32 Bedroom (UD02)","Performance Tests"
"5f9386e5-be34-42f6-859e-d3f14349eb3a","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#30 W1- W2.32 Bedroom (UD02)","Handover Checklist"
"53d5bac6-1063-46a4-aa2a-105d16bac440","","work-in-progress","","folder","TRUE","FALSE","STAGE #3","#31 W2- W2.33 Bedroom (UD02)"
"3682536d-7e00-433e-ada5-5590527fd33c","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#31 W2- W2.33 Bedroom (UD02)","Pre Install Checklist"
"ea719bed-4e0c-49ae-ab91-c6768a6c870e","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #3","#31 W2- W2.33 Bedroom (UD02)","Installation"
"b4987d8d-713f-4387-8ab0-d035608f7591","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#31 W2- W2.33 Bedroom (UD02)","Glazing"
"77574ae6-501f-4955-96fc-ae4fdc3e3baf","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#31 W2- W2.33 Bedroom (UD02)","Performance Tests"
"70a32393-f973-48a7-bd6e-05e612fab3fd","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#31 W2- W2.33 Bedroom (UD02)","Handover Checklist"
"3db87edd-0091-4a34-9839-ea7715f75606","","work-in-progress","","folder","TRUE","FALSE","STAGE #3","#33 W1- W2.35 Bedroom (UC02)"
"99c75355-0138-46fc-8bef-f92f1d50ee31","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#33 W1- W2.35 Bedroom (UC02)","Pre Install Checklist"
"72ab11a6-0d94-4410-aeb1-b0345a777de8","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #3","#33 W1- W2.35 Bedroom (UC02)","Installation"
"ffeb1fbb-c427-4824-bdc8-de642042a07d","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#33 W1- W2.35 Bedroom (UC02)","Glazing"
"a60eae86-8dd9-4269-8d23-30b3ebc3d91b","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#33 W1- W2.35 Bedroom (UC02)","Performance Tests"
"e6df15fe-0089-47fb-a596-8d618df3bcbd","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#33 W1- W2.35 Bedroom (UC02)","Handover Checklist"
"af33b473-c2fc-434c-9450-05ee2e170156","","work-in-progress","","folder","TRUE","FALSE","STAGE #3","#34 W2- W2.36 Bedroom (UC02)"
"391d7dc6-3a23-4d1a-bc09-458aaaa68a1d","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#34 W2- W2.36 Bedroom (UC02)","Pre Install Checklist"
"7767b15d-44cb-4343-ba0a-5ed32c1dc069","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #3","#34 W2- W2.36 Bedroom (UC02)","Installation"
"0931699a-7fe5-4a2b-b40f-e8ee9bd0804c","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#34 W2- W2.36 Bedroom (UC02)","Glazing"
"e0c83800-dd2b-4b9d-ac86-c6b3e2ee46a6","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#34 W2- W2.36 Bedroom (UC02)","Performance Tests"
"31359a83-29e0-4d09-bcde-4806e7742cd5","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#34 W2- W2.36 Bedroom (UC02)","Handover Checklist"
"74a77c6b-2e4e-4e9b-8901-2c5eab5a375f","","work-in-progress","","folder","TRUE","FALSE","STAGE #3","#36 W1- W2.38 Bedroom (UB02)"
"c24d88cd-b792-4e28-8bd4-e6fdef0bb786","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#36 W1- W2.38 Bedroom (UB02)","Pre Install Checklist"
"c0669131-b0c6-443a-a71d-5be6d87b97a9","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #3","#36 W1- W2.38 Bedroom (UB02)","Installation"
"7f2c7f84-f9d3-4324-a26a-55db842a5e35","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#36 W1- W2.38 Bedroom (UB02)","Glazing"
"966da53f-06df-4375-b7f1-fc7cad4747ed","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#36 W1- W2.38 Bedroom (UB02)","Performance Tests"
"1740076a-08dc-4e64-8b46-efc19451d2a4","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#36 W1- W2.38 Bedroom (UB02)","Handover Checklist"
"36556416-e956-4f8f-adca-b7da464d12d3","","work-in-progress","","folder","TRUE","FALSE","STAGE #3","#37 W2- W2.39 Bedroom (UB02)"
"d6594dc3-8bfb-4459-8c71-1d1a648a33a8","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #3","#37 W2- W2.39 Bedroom (UB02)","Pre Install Checklist"
"d1bb5747-ddc7-4cb7-8f51-6243ae0f7192","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #3","#37 W2- W2.39 Bedroom (UB02)","Installation"
"769f0dea-6640-4f5e-8fc2-6da818b8bc1b","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #3","#37 W2- W2.39 Bedroom (UB02)","Glazing"
"5bc859f6-45a3-48b3-888b-8c2d4c69b8ec","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #3","#37 W2- W2.39 Bedroom (UB02)","Performance Tests"
"0d87a3c0-bb05-4040-abb3-a47e7ccb27cc","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #3","#37 W2- W2.39 Bedroom (UB02)","Handover Checklist"
"1a9b4877-4e31-4c30-bed9-901ee51b9696","","work-in-progress","","folder","TRUE","FALSE","STAGE #4"
"b9085b93-8b0e-4b89-a722-65e6c2d8bb3c","","work-in-progress","","folder","TRUE","FALSE","STAGE #4","#41 W3- W3.04 Living (UA03) SD"
"1de9b254-7462-4277-ad2f-896014e17665","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #4","#41 W3- W3.04 Living (UA03) SD","Pre Install Checklist"
"d41362c1-8a11-412d-aa8e-9efd8b17a77d","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #4","#41 W3- W3.04 Living (UA03) SD","Installation"
"92159d56-b6db-4655-b526-b5562ca00af1","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #4","#41 W3- W3.04 Living (UA03) SD","Glazing"
"a0545de1-5af5-41eb-a5a8-276e8a722518","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #4","#41 W3- W3.04 Living (UA03) SD","Performance Tests"
"bc4fdc7c-de24-49fd-b94b-528859093ded","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #4","#41 W3- W3.04 Living (UA03) SD","Handover Checklist"
"70e5c1d2-5df3-4653-8ab0-0217d3e8d5ea","","work-in-progress","","folder","TRUE","FALSE","STAGE #4","#46 W14- W3.10 Living (UK03) SD"
"31f21775-ede6-4758-9c04-30e92673d788","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #4","#46 W14- W3.10 Living (UK03) SD","Pre Install Checklist"
"a26666ee-2aa2-48d3-b25b-ba33a8d1ecaa","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #4","#46 W14- W3.10 Living (UK03) SD","Installation"
"e1e3497e-7dfe-4775-9bc8-f419dec4e140","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #4","#46 W14- W3.10 Living (UK03) SD","Glazing"
"cf8e744e-73a2-4040-86fe-a2799b0ec983","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #4","#46 W14- W3.10 Living (UK03) SD","Performance Tests"
"6c67fd17-466d-4dee-bb50-be228fa2bbef","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #4","#46 W14- W3.10 Living (UK03) SD","Handover Checklist"
"26caff33-88e0-4d60-8789-5e6c9ca711d3","","work-in-progress","","folder","TRUE","FALSE","STAGE #4","#49 W16- W3.13 Living (UJ03) SD"
"35ab2c7a-0e8d-4aea-a8ca-1ff880fb7afb","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #4","#49 W16- W3.13 Living (UJ03) SD","Pre Install Checklist"
"53f3db9e-44fd-4635-83fe-fe6310b6ed2e","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #4","#49 W16- W3.13 Living (UJ03) SD","Installation"
"9d016f23-e117-4e0b-8924-8e910ca97cd2","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #4","#49 W16- W3.13 Living (UJ03) SD","Glazing"
"eb8efa22-e9d8-4c3f-a218-91c73c9d880e","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #4","#49 W16- W3.13 Living (UJ03) SD","Performance Tests"
"1ed0fb59-da40-4d09-bc2a-9e1f240140e5","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #4","#49 W16- W3.13 Living (UJ03) SD","Handover Checklist"
"504dae17-b833-40fe-9f00-1f5989682a8f","","work-in-progress","","folder","TRUE","FALSE","STAGE #4","#53 W3- W3.18 Living (UI03) SD"
"7fda3105-42b1-470a-b083-b3dc17382201","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #4","#53 W3- W3.18 Living (UI03) SD","Pre Install Checklist"
"1469c453-9a9c-4a63-a664-80dc20e8f7d5","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #4","#53 W3- W3.18 Living (UI03) SD","Installation"
"d6657b4a-e9f4-4228-80fa-96e3581dea58","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #4","#53 W3- W3.18 Living (UI03) SD","Glazing"
"d017f620-b9dd-4ce2-bcf8-c0fb44ff002f","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #4","#53 W3- W3.18 Living (UI03) SD","Performance Tests"
"b9642822-2e3d-40dc-a302-715620439696","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #4","#53 W3- W3.18 Living (UI03) SD","Handover Checklist"
"c158bf26-ad00-401b-9ee5-441c170086ab","","work-in-progress","","folder","TRUE","FALSE","STAGE #4","#56 W3- W3.21 Living (UH03) SD"
"55a46b6a-0b4a-4635-86e8-2d6eda0097f2","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #4","#56 W3- W3.21 Living (UH03) SD","Pre Install Checklist"
"1a6c217e-ae2a-48c2-9c9b-cd5c218626c9","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #4","#56 W3- W3.21 Living (UH03) SD","Installation"
"0ca0a0f9-fa48-440b-8668-d6b5798244f5","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #4","#56 W3- W3.21 Living (UH03) SD","Glazing"
"411eb6c6-5aa5-469d-99d7-049b74969c5e","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #4","#56 W3- W3.21 Living (UH03) SD","Performance Tests"
"a32ef0eb-7fb6-4fb8-b41a-b217c96c38ac","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #4","#56 W3- W3.21 Living (UH03) SD","Handover Checklist"
"4d1d5e4f-c11b-4a6d-b0c6-26bfff09eb33","","work-in-progress","","folder","TRUE","FALSE","STAGE #4","#59 W3- W3.24 Living (UG03) SD"
"4e18d97d-2d4f-41bf-834c-42a289731f05","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #4","#59 W3- W3.24 Living (UG03) SD","Pre Install Checklist"
"36a6217c-1456-41e7-b974-5efc5d1b8462","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #4","#59 W3- W3.24 Living (UG03) SD","Installation"
"d0a73fa7-293b-4fec-820a-807de53c75e6","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #4","#59 W3- W3.24 Living (UG03) SD","Glazing"
"c3c57843-768c-443c-a598-e6ed34fe4698","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #4","#59 W3- W3.24 Living (UG03) SD","Performance Tests"
"dc41a7bf-07c4-4cf4-a72d-651373568c9a","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #4","#59 W3- W3.24 Living (UG03) SD","Handover Checklist"
"ae92f95b-be8f-45bd-8813-96b1cb0e65d7","","work-in-progress","","folder","TRUE","FALSE","STAGE #5"
"8dd11c63-1a8e-449d-aecd-2402db7c137a","","work-in-progress","","folder","TRUE","FALSE","STAGE #5","#62 W11m-W3.27 Living (UF03)"
"4af7e833-b985-4cea-a701-184fc92dad00","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #5","#62 W11m-W3.27 Living (UF03)","Pre Install Checklist"
"d94e4aab-4041-4e7b-83bd-8d2a71c72b32","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #5","#62 W11m-W3.27 Living (UF03)","Installation"
"b15e3722-61ad-4917-b06c-8a82a7f13ca3","","not-started","Glazing Checklist","checklist","FALSE","FALSE","STAGE #5","#62 W11m-W3.27 Living (UF03)","Glazing"
"f0d4d8c5-249c-496a-a5a2-b1d5c2ad09cf","","not-started","Performance Tests","checklist","FALSE","FALSE","STAGE #5","#62 W11m-W3.27 Living (UF03)","Performance Tests"
"bf5f5dec-d4d8-44ee-be36-476896e74fa4","","not-started","Handover Checklist","checklist","FALSE","FALSE","STAGE #5","#62 W11m-W3.27 Living (UF03)","Handover Checklist"
"8e99d631-addb-44bc-82f8-7d604f54195e","","work-in-progress","","folder","TRUE","FALSE","STAGE #5","#63 W11-W3.29 Living (UE03) SD"
"f3fe0c2a-3a48-43ef-8336-1d101873fc1b","","not-started","Pre-Install Checklist","checklist","FALSE","FALSE","STAGE #5","#63 W11-W3.29 Living (UE03) SD","Pre Install Checklist"
"b0c6e384-9846-4d66-af5c-39fc686bcdf5","","pass","Metro-Resi - Install Checklist / 40mm Seismic Frame hung windows","checklist","FALSE","FALSE","STAGE #5","#63 W11-W3.29 Living (UE03) SD","Installation"
