Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-flat,,,checklist,QA - Contego,,,,,Yes,QA - Contego,2774eba0-fb07-48d9-b399-d21290336291
checkpoint-status,,,checkpoint,Fire rating of in-wall floor penetrations complete,,,,,,,
checkpoint-status,,,checkpoint,Aconex field issues (defects) closed,,,,,,,
