Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Pre-wire,,,,,
,Scope,,,Pre-wire,
,Rows,,,,
,,Ground Floor - Communications,dynamic,Communications,Ground Floor
,,Ground Floor - Access Control/Security,dynamic,Access Control/Security,Ground Floor
,Columns,,,,
,,Area accessible & substrate acceptable,,Area accessible & substrate acceptable,Pre-wire
,,CAT Wires,,CAT Wires (Photos Attached),Pre-wire
,,Cables In Place,,Cables In Place (Photos Attached),Pre-wire
,,Flush Boxes,,Flush Boxes (Photos Attached),Pre-wire
,,All Cables Labelled,,All Cables Labelled (Photos Attched),Pre-wire
,,Fixtures in place,,Fixtures in place,Pre-wire
,,First Fix Completed,,First Fix Completed,Pre-wire
,,,,,
Fit Off,,,,,
,Scope,,,Fit Off,
,Rows,,,,
,,Ground Floor - Communications,dynamic,Communications,Ground Floor
,,Ground Floor - Access Control/Security,dynamic,Access Control/Security,Ground Floor
,Columns,,,,
,,Data Jacks Terminated,,Data Jacks Terminated (Photos Attached),Fit Off
,,Nurse Call Terminated,,Nurse Call Terminated (Photos Attached),Fit Off
,,Antennas Conected & Mounted,,Antennas Conected and Mounted (Photos Attached),Fit Off
,,Door Pressure Sensor Terminated,,Door Pressure Sensor Terminated (Photos Attached),Fit Off
,,Locators Terminated,,Locators Terminated (Photos Attached),Fit Off
,,Base Stations Installed,,Base Stations Installed (Photos Attached),Fit Off
,,,,,
Commissioning,,,,,
,Scope,,,Commissioning,
,Rows,,,,
,,Ground Floor - Communications,dynamic,Communications,Ground Floor
,,Ground Floor - Access Control/Security,dynamic,Access Control/Security,Ground Floor
,Columns,,,,
,,Duress Base Station Data Cables Scanned,,Duress Base Station Data Cables Scanned,Commissioning
,,Nurse Call Buttons Pushed,,Nurse Call Buttons Pushed,Commissioning
,,Door Pressure Sensor Tested,,Door Pressure Sensor Tested,Commissioning
,,Duress Buttons Tested in Each Area,,Duress Buttons Tested in Each Area,Commissioning
,,All Locations Come Up on Display Screens,,All Locations Come Up on Display Screens,Commissioning
,,All Hardware Clearly Labelled,,All Hardware Clearly Labelled,Commissioning
