"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"bb1d9bac-a094-477f-b5af-259e78241a47","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"e4f86c7e-7435-4cf0-8f79-70e8aa97724f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","LV Submains (CxL2 CxL3)"
"c1468dd3-3940-4bee-b2d7-0e7a08cacbb3","","checklist-sectioned","not-started","Commissioning Documentation","checklist","FALSE","FALSE","Site QA","LV Submains (CxL2 CxL3)","Commissioning Doc"
"1bfcda04-c996-4d1d-b2eb-aa89ada700a3","","checklist-sectioned","not-started","Cable Schedule","checklist","FALSE","FALSE","Site QA","LV Submains (CxL2 CxL3)","Cable Schedule"
"f877901a-34d6-40d8-98bd-e0025e182e7e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","LV Submains (CxL2 CxL3)","OPSB-BA"
"bea251b3-a276-4e36-a105-0a06ecd0beb4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-01 (BA1)"
"bae2887e-4eb0-4388-b97a-e48a3d290fd8","","checklist-sectioned","not-started","S3-EL-01-ITC-HD5-L2-LVCABLE","checklist","FALSE","FALSE","Site QA","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-01 (BA1)","S3-EL-01-ITC-HD5-L2-LVCABLE"
"8d0bcb01-f452-4961-8f75-d23998a46f8c","","checklist-sectioned","not-started","S3-EL-01-ITC-HD5-L3-LVCABLE","checklist","FALSE","FALSE","Site QA","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-01 (BA1)","S3-EL-01-ITC-HD5-L3-LVCABLE"
"f83cd87e-7575-4e16-93fc-dd861937228a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-01 _ BUS-TIE (BA1.BD4)"
"e9ad49c6-2cd7-46e5-ac42-8ed54fba130a","","checklist-sectioned","not-started","S3-EL-01-ITC-HD5-L2-LVCABLE","checklist","FALSE","FALSE","Site QA","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-01 _ BUS-TIE (BA1.BD4)","S3-EL-01-ITC-HD5-L2-LVCABLE"
"9330abcd-3365-4823-a440-6f5d853cfaa3","","checklist-sectioned","not-started","S3-EL-01-ITC-HD5-L3-LVCABLE","checklist","FALSE","FALSE","Site QA","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-01 _ BUS-TIE (BA1.BD4)","S3-EL-01-ITC-HD5-L3-LVCABLE"
"fa7107df-bc0c-46e2-bc53-f053f9dca7f2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-03 (BA2)"
"fac4b8db-7cea-487d-a9ac-738275b549eb","","checklist-sectioned","not-started","S3-EL-01-ITC-HD5-L2-LVCABLE","checklist","FALSE","FALSE","Site QA","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-03 (BA2)","S3-EL-01-ITC-HD5-L2-LVCABLE"
"e674fc3e-5b2d-4893-b85b-4960f6d49f0c","","checklist-sectioned","not-started","S3-EL-01-ITC-HD5-L3-LVCABLE","checklist","FALSE","FALSE","Site QA","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-03 (BA2)","S3-EL-01-ITC-HD5-L3-LVCABLE"
"36e2085b-2f81-41eb-a7a0-64830803a6e9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-03 _ BUS-TIE (BA2.BB1)"
"083425df-b820-41d1-91fe-93b107db3f85","","checklist-sectioned","not-started","S3-EL-01-ITC-HD5-L2-LVCABLE","checklist","FALSE","FALSE","Site QA","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-03 _ BUS-TIE (BA2.BB1)","S3-EL-01-ITC-HD5-L2-LVCABLE"
