Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,,,,
bb60d406-fb86-4d4a-9081-6c0841280e66,,checklist-sectioned,work-in-progress,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-AA-04-01,64,Lighting Circuits CxL3,,,,,,
bd434514-71d0-438e-95b7-ee804a03e593,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-AA-04-01,65,Lighting Circuits CxL3,,,,,,
6a9a984d-de22-4ea2-94b8-a359656211be,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-AD-04-02,65,Lighting Circuits CxL3,,,,,,
157dc6f4-f6b1-4cad-b34b-fedc1564eacc,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-AD-04-02,70,Lighting Circuits CxL3,,,,,,
c8d983ab-a659-40dc-9767-29b7df00e599,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BA-05-01,61,Lighting Circuits CxL3,,,,,,
871aeb36-9450-49fc-a31e-dbbcb14d43fc,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BA-05-01,62,Lighting Circuits CxL3,,,,,,
3056b5e2-ee2d-4a17-a5fe-cf3a2b803636,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BA-05-01,63,Lighting Circuits CxL3,,,,,,
58249703-956c-486e-ba7b-3c9ccc20f043,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BA-05-01,64,Lighting Circuits CxL3,,,,,,
aa3c11ea-5256-498c-b0a1-31bf2d8e8454,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BA-05-01,65,Lighting Circuits CxL3,,,,,,
f5cba7cb-f1ef-43e8-938e-56b8c618fd5d,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BA-05-01,66,Lighting Circuits CxL3,,,,,,
dccb1c6e-404a-4c51-a2ac-8e0ca3c22d97,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BA-05-01,67,Lighting Circuits CxL3,,,,,,
6c1562c5-8b6f-47ef-9724-72958a40c20b,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BA-05-01,68,Lighting Circuits CxL3,,,,,,
a699f6f9-5aab-40a9-b53d-7c6d184aa604,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BA-05-01,69,Lighting Circuits CxL3,,,,,,
ff3dd03d-38bd-4fcf-9adc-e18e1b8555d3,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BA-05-01,70,Lighting Circuits CxL3,,,,,,
10c6383a-b6b2-4fdd-b140-da89d0d503c0,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BA-05-01,71,Lighting Circuits CxL3,,,,,,
408c5f10-7a32-4b4c-a070-29eda27e22e1,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BA-05-01,72,Lighting Circuits CxL3,,,,,,
9c91ba4c-46da-4ac9-b87d-c6dd1ed508ea,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BA-05-01,73,Lighting Circuits CxL3,,,,,,
8d443c54-9ce2-4732-b2c1-0142df2b3448,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BA-05-01,74,Lighting Circuits CxL3,,,,,,
22b5d269-03f8-42e6-acc5-90fc4e1aa224,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BA-05-01,75,Lighting Circuits CxL3,,,,,,
42244a1a-ff02-44d2-aabb-4d15639a8757,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BA-05-01,76,Lighting Circuits CxL3,,,,,,
64c93856-bb32-436a-a089-682b6bd0b839,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BA-05-01,77,Lighting Circuits CxL3,,,,,,
80bf8992-4674-417a-9405-14bd837a3e0e,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BA-05-01,78,Lighting Circuits CxL3,,,,,,
c692bdcf-c590-409f-9b11-3e057843c8c9,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BA-05-01,79,Lighting Circuits CxL3,,,,,,
d478b927-8afa-4133-b0ac-4c8f90f441b7,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BD-05-02,61,Lighting Circuits CxL3,,,,,,
d8fe2797-42a4-447b-8bf2-bac68d882d2b,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BD-05-02,62,Lighting Circuits CxL3,,,,,,
6be613d9-e376-48aa-b99a-2b5ca0d34922,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BD-05-02,63,Lighting Circuits CxL3,,,,,,
a3be8339-e30d-453b-b29e-db59e5e0a654,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BD-05-02,64,Lighting Circuits CxL3,,,,,,
9f594d37-680e-4653-8162-046d31718576,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BD-05-02,65,Lighting Circuits CxL3,,,,,,
03b5acad-eca4-4853-aab6-f887ae39fe54,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BD-05-02,66,Lighting Circuits CxL3,,,,,,
91f5b75f-8fc9-4314-87e3-da4c94b24122,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BD-05-02,67,Lighting Circuits CxL3,,,,,,
33f16959-00f2-4ef0-b1e1-9c7cfed7b773,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BD-05-02,68,Lighting Circuits CxL3,,,,,,
659b50b5-f750-4da4-b127-f356c6476797,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BD-05-02,69,Lighting Circuits CxL3,,,,,,
4fe18482-7481-450c-93cd-1c272251a09c,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BD-05-02,70,Lighting Circuits CxL3,,,,,,
578a99e9-b294-4f4e-b320-dec5d7053e63,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BD-05-02,71,Lighting Circuits CxL3,,,,,,
01eb2a04-8303-4938-ab2c-e4d8f7cea9c1,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BD-05-02,72,Lighting Circuits CxL3,,,,,,
8a8b2f9c-3079-432a-b0ef-8e1cb2a0576d,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BD-05-02,73,Lighting Circuits CxL3,,,,,,
3e9c629c-8730-4a39-8592-d24d447a1c44,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BD-05-02,74,Lighting Circuits CxL3,,,,,,
527da274-4e57-4927-a3f3-fb394b4bfc54,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BD-05-02,75,Lighting Circuits CxL3,,,,,,
079af136-be0a-40cb-87b0-1e4ff121d2de,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BD-05-02,76,Lighting Circuits CxL3,,,,,,
3690dd7a-3fce-4904-8fea-26b626be169a,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BD-05-02,77,Lighting Circuits CxL3,,,,,,
22fc598c-7d35-4d66-aa13-b2c6e6569edb,,checklist-sectioned,not-started,Lighting Circuits CxL3,checklist,FALSE,FALSE,Site QA,Lighting Circuits (CxL2 CxL3),DB-GLP-BD-05-02,78,Lighting Circuits CxL3,,,,,,
