Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Framed Baluster Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Block A,grouping,Block A,,
,,Unit 02 - Mezzanine,expanded,Mezzanine,Unit 02,Block A
,,Unit 02 - Stair,expanded,Stair,Unit 02,Block A
,,Unit 03 - Mezzanine,expanded,Mezzanine,Unit 03,Block A
,,Unit 03 - Stair,expanded,Stair,Unit 03,Block A
,,Unit 04 - Mezzanine,expanded,Mezzanine,Unit 04,Block A
,,Unit 04 - Stair,expanded,Stair,Unit 04,Block A
,,Unit 05 - Mezzanine,expanded,Mezzanine,Unit 05,Block A
,,Unit 05 - Stair,expanded,Stair,Unit 05,Block A
,,Block B,grouping,Block B,,
,,Unit 7 - Mezzanine,expanded,Mezzanine,Unit 7,Block B
,,Unit 7 - Stair,expanded,Stair,Unit 7,Block B
,,Unit 8 - Mezzanine,expanded,Mezzanine,Unit 8,Block B
,,Unit 8 - Stair,expanded,Stair,Unit 8,Block B
,,Unit 9 - Mezzanine,expanded,Mezzanine,Unit 9,Block B
,,Unit 9 - Stair,expanded,Stair,Unit 9,Block B
,,Unit 10 - Mezzanine,expanded,Mezzanine,Unit 10,Block B
,,Unit 10 - Stair,expanded,Stair,Unit 10,Block B
,,Unit 14 - Mezzanine,expanded,Mezzanine,Unit 14,Block B
,,Unit 14 - Stair,expanded,Stair,Unit 14,Block B
,,Unit 15 - Mezzanine,expanded,Mezzanine,Unit 15,Block B
,,Unit 15 - Stair,expanded,Stair,Unit 15,Block B
,,Unit 16 - Mezzanine,expanded,Mezzanine,Unit 16,Block B
,,Unit 16 - Stair,expanded,Stair,Unit 16,Block B
,,Unit 17 - Mezzanine,expanded,Mezzanine,Unit 17 ,Block B
,,Unit 17 - Stair,expanded,Stair,Unit 17 ,Block B
,,Block C,grouping,Block C,,
,,Unit 22 - Mezzanine,expanded,Mezzanine,Unit 22,Block C
,,Unit 22 - Stair,expanded,Stair,Unit 22,Block C
,,Unit 26 - Mezzanine,expanded,Mezzanine,Unit 26,Block C
,,Unit 26 - Stair,expanded,Stair,Unit 26,Block C
,,Unit 28 - Mezzanine,expanded,Mezzanine,Unit 28,Block C
,,Unit 28 - Stair,expanded,Stair,Unit 28,Block C
,,Unit 29 - Mezzanine,expanded,Mezzanine,Unit 29,Block C
,,Unit 29 - Stair,expanded,Stair,Unit 29,Block C
,,Unit 30 - Mezzanine,expanded,Mezzanine,Unit 30,Block C
,,Unit 30 - Stair,expanded,Stair,Unit 30,Block C
,,Unit 31 - Mezzanine,expanded,Mezzanine,Unit 31,Block C
,,Unit 31 - Stair,expanded,Stair,Unit 31,Block C
,,Unit 32 - Mezzanine,expanded,Mezzanine,Unit 32,Block C
,,Unit 32 - Stair,expanded,Stair,Unit 32,Block C
,,Unit 33 - Mezzanine,expanded,Mezzanine,Unit 33,Block C
,,Unit 33 - Stair,expanded,Stair,Unit 33,Block C
,,Block D,grouping,Block D,,
,,Unit 37 - Mezzanine,expanded,Mezzanine,Unit 37,Block D
,,Unit 37 - Stair,expanded,Stair,Unit 37,Block D
,,Unit 38 - Mezzanine,expanded,Mezzanine,Unit 38,Block D
,,Unit 38 - Stair,expanded,Stair,Unit 38,Block D
,,Unit 39 - Mezzanine,expanded,Mezzanine,Unit 39,Block D
,,Unit 39 - Stair,expanded,Stair,Unit 39,Block D
,,Unit 40 - Mezzanine,expanded,Mezzanine,Unit 40,Block D
,,Unit 40 - Stair,expanded,Stair,Unit 40,Block D
,Columns,,,,,
,,Work area acceptable & approval to start work,,Work area acceptable & approval to start work,,
,,Fixing Details checked,,Fixing Details checked,,
,,Fixing Substrate Type,Fixing Substrate Type,Fixing Details checked,,
,,Setout as per CAD drawings,,Setout as per CAD drawings,,
,,Position materials & mark drill points,,Position materials and mark drill points,,
,,Drill depth,Drill depth,Position materials and mark drill points,,
,,Threaded Rod/Coach Screw/Bolt Size,Threaded Rod/Coach Screw/Bolt Size,Position materials and mark drill points,,
,,Length of Rod/Coach Screw/Bolt Size,Length of  Rod/Coach Screw/Bolt Size,Position materials and mark drill points,,
,,Epoxy Type,Epoxy Type,Position materials and mark drill points,,
,,Neoprene Gasket Installed as per PS1,,Neoprene Gasket Installed as per PS1,,
,,Install posts & Panels,,Install posts and Panels,,
,,Confirm Plumb/level/Square final positions,,Confirm Plumb/level/Square final positions,,
,,Install Inner and Top Rail & Endcaps,,Install Inner and Top Rail and Endcaps,,
,,"All work completed, reviewed & approved",,"All work completed, reviewed and approved",,
