type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-flat,FD Installation Photos Checklist,,,,,,FD Installation Photos Checklist,10821078-9a56-4ce0-8505-04ff3c43ffd2
checkpoint,Penetration Width,,,,,,,
checkpoint,Penetration Height,,,,,,,
checkpoint,Left and/or Rigth Gap,,,,,,,
checkpoint,Top and/or Bottom Gap,,,,,,,
checkpoint,FD c/w Retention Angles,,,,,,,
checkpoint,FD Open,,,,,,,
checkpoint,FD Close,,,,,,,
checkpoint,FD Break Away Joint,,,,,,,
checkpoint,FD with AP,,,,,,,
checkpoint,Gaps Around FD Sealed,,,,,,,
checkpoint,Sticker,,,,,,,
