Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,
f922d5e1-a01d-597a-a956-5ccdd9e09746,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 3,Opening # 1 (Gridline 1A-1B/9),"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
7b797622-242d-5837-a213-0bfab901a865,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 3,Opening # 2 (Gridline AA),"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
4e7a996e-ac03-593a-9a66-7473046a984b,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 3,Opening # 3 (Gridline AA),"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
6d8d05cb-27fb-540b-8d52-b6de0fb04005,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 3,Opening # 5 (Gridline A1-A2),"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
e582b4da-1e92-59d7-b282-1d14128b6481,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 3,Opening # 6 (Gridline A2-A2a),"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
f12be1d0-cb61-577a-bb39-a32a4d6a601a,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 3,Opening # 8 (Gridline A2c-A3),"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
c2c75c72-1620-5a5f-b0b1-acb3739fb25e,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 3,Opening # 9 (Gridline A3-A4),"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
26ec118e-c268-53b9-b8ab-4c9a5ac6d0d3,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 3,Opening # 10 (Gridline A4-A5),"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
6be68af8-1173-583c-9a95-cf81a926d88e,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 3,Opening # 12 (B-C),"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
49f00319-6b2b-56a6-832e-d00e69938cf3,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 3,Opening # 14 (Gridline E-F),"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
0cd06f78-6fef-5351-8416-59980c08fafe,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 3,Opening # 16 (Gridline F-G),"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
ebcf1bab-8828-56dc-a044-9febe3c33d3c,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 3,Opening # 18 (Gridline G-K),"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
b230fcbe-1069-5363-af3c-586ec80abb86,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 3,Opening # 20 (Gridline 1-3),"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
e5aa2d2c-1a8c-5b45-b3d8-569e7e1ec741,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 3,Opening # 21 (Gridline 3-7),"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
88c3f4bf-b4dc-5cd4-9eb2-9090cd7f8b39,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 4,Opening # 1 ,Curtain Wall - Rockwool & Fireseal,Fire seal compressed 15%
a9baa326-7460-5119-9535-5c7c6b3ee5b9,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 4,Opening # 2,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
c17586bb-8031-5a18-a360-40b3e7b8f358,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 4,Opening # 3,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
a080c8bd-c897-5915-84f0-a34b3ec0d3bf,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 4,Opening # 5,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
5569d278-6962-59c4-8cb5-2ee340e205c2,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 4,Opening # 6,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
089a3f4f-9f6b-5e00-befd-4562e8fddb04,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 4,Opening # 8,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
1002ba32-18f4-57b9-9823-331b92a7a85f,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 4,Opening # 9,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
e04e284b-6815-5647-82e3-3613d2e2ead6,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 4,Opening # 10,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
967ab7ec-bbb7-57c6-a2bb-79170975c2ba,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 4,Opening # 12,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
c4c030d6-de2b-5551-bf50-d61e4b5f2aa8,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 4,Opening # 14,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
7eb2eff2-e4a4-504b-9829-bf60ffbdd969,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 4,Opening # 16,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
b35d00b8-7af5-5bb2-b9f9-108ec409f8db,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 4,Opening # 18,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
c8e9aceb-7688-5059-8984-65b4c19f2e3c,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 4,Opening # 21,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
89efdb89-040b-5dda-8beb-170e1c4aeeca,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 5,Opening # 1 ,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
4c1d2409-f3a5-5790-8652-bb0e9b2f989e,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 5,Opening # 2,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
5bbfda1d-86ae-5d87-babb-1f2eff84fcd2,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 5,Opening # 3,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
07157f6c-0914-5b8a-8f52-43c38884b84e,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 5,Opening # 5,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
ef0929b8-8e44-5461-b19d-b5675d1eede7,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 5,Opening # 6,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
28587fa1-f03c-58a3-8874-94b55d700177,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 5,Opening # 8,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
543744d4-ec26-5e36-a603-8c8187364821,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 5,Opening # 9,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
79388f2f-19f0-59a2-93a6-164cbaa20b9a,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 5,Opening # 10,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
163f58b8-8b57-5d57-8164-8ca56e4befe9,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 5,Opening # 12,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
61708fd4-af1a-55e7-85d0-3ccf7c51b662,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 5,Opening # 14,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
ed1c01bd-9c61-5898-b282-63ab1dacce46,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 5,Opening # 16,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
3b5b9b17-915a-5f57-8779-e1e948d7a6ce,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 5,Opening # 18,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
fd5f945f-5be1-58bf-9415-1c07e5238cc9,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 5,Opening # 20,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
16baa892-9f62-5ff7-89aa-0fd71c44ac4f,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 5,Opening # 21,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
a3eaefac-9939-5dfa-b965-7ccf0a0dc1fc,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 6,Opening # 1,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
3c997c33-cd10-5d26-9d4f-e7757dac03d5,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 6,Opening # 2,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
55bfab1f-231c-58fb-a905-219eb1f75e43,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 6,Opening # 3,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
a498421a-0ae6-507a-b11a-e3adc4605018,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 6,Opening # 5,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
75aeed05-31b5-553b-9f54-b82efd506fa0,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 6,Opening # 6,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
75245257-957c-50a2-bff8-06d8de6a0935,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 6,Opening # 8,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
51e15140-87e8-522d-938b-2fca62c5f4b2,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 6,Opening # 9,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
6956e5b9-f8a8-5741-8782-1b0f0d5e33fe,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 6,Opening # 10,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
c77fbf1f-d94f-5db3-afb6-ea37fd3e8c2d,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 6,Opening # 12,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
cd7ec350-5edc-58a7-854a-fbce913c1458,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 6,Opening # 14,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
3211c84a-11b4-558e-b412-b8d66637163e,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 6,Opening # 16,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
d26c019e-a7d8-5c46-ac85-be48caa7f143,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 6,Opening # 18,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
c440b5c4-7fbf-516a-a802-ccc7e84fb6e5,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 6,Opening # 20,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
3a00e928-0e46-585c-b150-88f82e962aa5,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 6,Opening # 21,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
ab116108-7da4-59a4-8f69-418b4f5992cf,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 7,Opening # 1,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
90ed3afc-cd86-5a53-b8e7-919d6b4a4df5,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 7,Opening # 2,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
95e2cd6d-d889-5df8-be70-f951f1c8797c,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 7,Opening # 3,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
54e93a60-bf0f-50c8-849d-8fba8904bd31,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 7,Opening # 5,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
ce334cd1-e1e9-56db-be41-93dc99fea224,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 7,Opening # 6,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
80413e59-20bd-5fea-95ac-12ab47236e3b,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 7,Opening # 8,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
cc6985ff-50a8-50a3-8621-784a746d02b9,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 7,Opening # 9,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
d5846930-4a73-587c-ab5e-e31df8ce3201,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 7,Opening # 10,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
217f314d-7e61-5da2-add9-77abc888c1b3,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 7,Opening # 12,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
7b547e87-f593-56ab-8c14-342aa68366e2,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 7,Opening # 14,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
3ccb22f0-26ea-5e56-b35e-f580b8c0747c,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 7,Opening # 16,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
da0e8f63-bd5e-5b7c-bc53-481c2a0eaabb,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 7,Opening # 18,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
7bf75d96-f2b8-5cbe-9c8e-c1221cc46718,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 7,Opening # 21,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
a3a08568-6df3-505c-ac1c-e4347526c111,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 7,Opening # 22,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
9f090ca7-4ce6-5350-8a9e-121923575d12,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 8,Opening # 1,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
9737c143-33c7-5931-a4fa-8a97e3932ac3,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 8,Opening # 2,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
c4c95267-991e-5a2d-930a-bc393801394c,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 8,Opening # 3,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
6d02f39a-618e-5fca-97a7-467ea684001f,,checkpoint-status,pass,"Curtain Wall - Rockwool & Fireseal			:f2e58d71-415d-4039-aca2-d280d0de048d",,TRUE,TRUE,QA,Facade on Site Installation,Level 8,Opening # 5,"Curtain Wall - Rockwool & Fireseal			",Fire seal compressed 15%
