"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,,"site qa"
,"Rows"
,,"GF","dynamic","gf","site qa"
,"Columns"
,,"Area clean/clear & substrate acceptable",,"area clean/clear & substrate acceptable","pre-installation & handover"
,,"Site measure completed - Opening size correct",,"site measure completed - opening size correct","pre-installation & handover"
,,"Waterproofing in place where applicable",,"waterproofing in place where applicable (i.e rebate)","pre-installation & handover"
,,"Window is setout correctly as per plan",,"window is setout correctly as per plan (comment if not setout per plan).","installation & handover"
,,"All waterproofing & priming has been completed by SEM & Others",,"all waterproofing and priming has been completed by sem & others where required","installation & handover"
,,"Window subframe has been installed in correct RL & is level & plumb",,"installation & handover","window subframe has been installed in correct rl & is level and plumb"
,,"Window subframe bolts & dam ends are completely sealed",,"installation & handover","window subframe bolts & dam ends are completely sealed."
,,"Window subframe perimeter is caulked as per drawings",,"installation & handover","window subframe perimeter is caulked as per drawings"
,,"Flood testing completed to window subsill",,"installation & handover","flood testing completed to window subsill"
,,"Windows installed in correct place & fixed off",,"installation & handover","windows installed in correct place & fixed off as required."
,,"Hardware is installed correctly",,"installation & handover","hardware is installed correctly"
,,"Confirm window/door operation is good",,"confirm window/door operation is good","installation & handover"
,,"All thresholds, filler pieces & coverplates are installed without damage",,"installation & handover","all thresholds, filler pieces and coverplates are installed without damage"
,,"Flyscreens installed without damage",,"flyscreens installed without damage","installation & handover"
,,"Flyscreen hardware installed & flyscreen operation is good",,"installation & handover","flyscreen hardware installed and flyscreen operation is good"
,,"All dents, scratches & the like fixed, no damage to aluminium or glass present",,"installation & handover","all dents, scratches and the like fixed, no damage to aluminium or glass present"

