"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f7777645-949b-4fa0-b48e-6f2cb425fbfc","","folder-normal","","","step","TRUE","FALSE","Site QA"
"d924872f-6d1c-4f81-9890-6958a0a9995b","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens"
"b03f1711-42b9-49c3-a9cd-6dfe70966b46","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens","WTB-01 (Timber Look Aluminium battens)"
"73f41d35-00a6-42e0-b0a5-cc0a8d7ad095","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens","WTB-01 (Timber Look Aluminium battens)","Level 0"
"e32bcfae-dc26-4554-ba51-dcf1bcddade0","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens","WTB-03 Aluminium Battens","Level 0"
"2a0e9561-7730-497b-9a68-e1d861ad6af2","","checklist-flat","","General - Loading","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","WTB-03 Aluminium Battens","Level 0","Loading"
"153d4aae-2876-45d4-9525-3fdb202c3556","","checklist-flat","","General - Installation","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","WTB-03 Aluminium Battens","Level 0","Installation"
"0a0e4a12-4cb4-4992-abc1-97bd6ee35051","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens","WTB-04 Vertical Aluminium Battens"
"489cc1d2-abac-43a8-a023-774abdce69b8","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens","WTB-04 Vertical Aluminium Battens","Level 0"
"40005013-7f87-457c-b95c-2ba04f63ea8a","","checklist-flat","","General - Loading","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","WTB-04 Vertical Aluminium Battens","Level 0","Loading"
"3178dc63-dd5d-4600-ad84-d5c7eeb6d298","","checklist-flat","","General - Installation","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","WTB-04 Vertical Aluminium Battens","Level 0","Installation"
"958a983c-f855-4da0-a1c3-5bfa096389d6","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens","WTB-04 Vertical Aluminium Battens","Level 1"
"daf2f6cc-5a80-4117-9b69-4f5b8f7c4334","","checklist-flat","","General - Loading","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","WTB-04 Vertical Aluminium Battens","Level 1","Loading"
"b2d039ff-7a6a-4465-91d1-078c9d21e6c8","","checklist-flat","","General - Installation","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","WTB-04 Vertical Aluminium Battens","Level 1","Installation"
"3e20a323-5694-43f5-a532-b2e196673cbe","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens","WTB-04 Vertical Aluminium Battens","Level 2"
"4acbc442-f3eb-418e-a5c9-977410362fea","","checklist-flat","","General - Loading","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","WTB-04 Vertical Aluminium Battens","Level 2","Loading"
"afce9d6c-6440-49cd-b6e2-f617a7024ddf","","checklist-flat","","General - Installation","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","WTB-04 Vertical Aluminium Battens","Level 2","Installation"
"7df2a89d-042f-4b5e-8d25-482e3c1e3dac","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens","WTB04 Pattern (Escalator Walls)"
"0e40ffc6-1482-4885-98a4-05ccffcc54a1","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens","WTB04 Pattern (Escalator Walls)","Wall #1"
"21078e70-91b6-4af4-9dd4-2763948358e6","","checklist-flat","","General - Loading","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","WTB04 Pattern (Escalator Walls)","Wall #1","Loading"
"275f1abe-1808-4ddc-adfa-187245122012","","checklist-flat","","General - Installation","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","WTB04 Pattern (Escalator Walls)","Wall #1","Installation"
"1c9c19e6-897b-4b79-aeb9-39a492fbb8ac","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens","WTB04 Pattern (Escalator Walls)","Wall #2"
"cd0c6f2d-4529-4a17-a0c1-240569461dfc","","checklist-flat","","General - Loading","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","WTB04 Pattern (Escalator Walls)","Wall #2","Loading"
"a82c3555-b6ea-49c9-b62f-977666587c22","","checklist-flat","","General - Installation","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","WTB04 Pattern (Escalator Walls)","Wall #2","Installation"
"daa786ac-4907-48e3-a783-f8214c0a2a4e","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens","WTB05 Aluminium Battens"
"170fc6ae-cedc-4891-944a-2690bda61317","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens","WTB05 Aluminium Battens","Level 0"
"9fc22cba-d9f3-46ad-8a02-c724d412d230","","checklist-flat","","General - Loading","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","WTB05 Aluminium Battens","Level 0","Loading"
"8000899d-d771-408b-8087-cb12ee7a98ff","","checklist-flat","","General - Installation","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","WTB05 Aluminium Battens","Level 0","Installation"
"4fbaaec9-e951-4752-aeeb-a501c37dcebd","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens","WTB06a Aluminium Battens"
"2ea23534-fcc2-4420-9b7e-8542e7afc8af","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens","WTB06a Aluminium Battens","Level 0"
"4e5e6287-653b-4163-82d6-dbab43de3b8c","","checklist-flat","","General - Loading","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","WTB06a Aluminium Battens","Level 0","Loading"
"0f44dd4f-a8cb-4b72-bf96-ff81d51f7d59","","checklist-flat","","General - Installation","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","WTB06a Aluminium Battens","Level 0","Installation"
"be1a18a4-78f6-4fd7-8344-8cb94456863d","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens","CLAD01 - Column Battens"
"dd20e61b-bc81-42b6-a584-98b9a5f7f908","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens","CLAD01 - Column Battens","Ground"
"051f977b-4481-4ba3-aa8e-bd0f9bae7747","","checklist-flat","","General - Loading","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","CLAD01 - Column Battens","Ground","Loading"
"a150a85e-4ba9-4883-ad5f-742a2c6375d6","","checklist-flat","","General - Installation","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","CLAD01 - Column Battens","Ground","Installation"
"c19b8e40-fca6-418f-9f5a-a5a8bd67cb67","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens","CLAD01 - Column Battens","Level 1"
"990c89ab-49ac-4fc6-b3a2-028e4f5f70e8","","checklist-flat","","General - Loading","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","CLAD01 - Column Battens","Level 1","Loading"
"bd45aa31-8c17-4ade-aa32-6f98c0282fd5","","checklist-flat","","General - Installation","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","CLAD01 - Column Battens","Level 1","Installation"
"416e30ad-d485-46e5-90b3-26f766af94e8","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens","WPLY01 Acoustic Wall Panel"
"a0aa7bc2-c65b-4a5e-afbd-167c86699492","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens","WPLY01 Acoustic Wall Panel","Ground"
"312d36dd-c8ed-46b9-9095-7ad2078ecb0b","","checklist-flat","","General - Loading","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","WPLY01 Acoustic Wall Panel","Ground","Loading"
"4ea89b46-ba62-4159-ac5d-35c7124a2263","","checklist-flat","","General - Installation","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","WPLY01 Acoustic Wall Panel","Ground","Installation"
"61c3020c-c733-4208-9291-a84bd85e0210","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens","WPLY01 Acoustic Wall Panel","Level 1"
"3e0c4e28-3500-43e1-ac7e-6ad35bf86e24","","checklist-flat","","General - Loading","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","WPLY01 Acoustic Wall Panel","Level 1","Loading"
"33141837-59ce-46cd-b969-ea348b185930","","checklist-flat","","General - Installation","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","WPLY01 Acoustic Wall Panel","Level 1","Installation"
"03ce4ad3-2d39-41da-a874-d0d992a7dbbb","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens","CTBO1 - Ceiling Battens (2tone > Black)"
"abec7c7f-de87-4693-940d-787de7387f9e","","folder-normal","","","step","TRUE","FALSE","Site QA","Wall Battens","CTBO1 - Ceiling Battens (2tone > Black)","Ground"
"df0cdb70-adbc-48bc-bb87-939a080dadb2","","checklist-flat","","General - Loading","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","CTBO1 - Ceiling Battens (2tone > Black)","Ground","Loading"
"75f87ded-f5a7-4544-b25d-edee79bd2044","","checklist-flat","","General - Installation","checklist-flat","FALSE","FALSE","Site QA","Wall Battens","CTBO1 - Ceiling Battens (2tone > Black)","Ground","Installation"
"6498dd1c-e632-4ded-98de-2b0fe8bb99a3","","folder-normal","","","step","TRUE","FALSE","Site QA","Joinery"
"ea7b2198-d7ec-4627-a83a-01e93af720ed","","folder-normal","","","step","TRUE","FALSE","Site QA","Joinery","Kitchennette"
"2ad94353-45d6-45fd-8863-ba0e81c8fa02","","folder-normal","","","step","TRUE","FALSE","Site QA","Joinery","Kitchennette","Level 1"
"3feeab17-d1f0-4546-b389-a873400b2197","","checklist-flat","","Joinery - Joinery ITP","checklist-flat","FALSE","FALSE","Site QA","Joinery","Kitchennette","Level 1","Joinery ITP"
"51f06d5f-b7c6-44cb-8868-8beb277fb941","","checklist-flat","","Joinery - Drawings & Documents","checklist-flat","FALSE","FALSE","Site QA","Joinery","Kitchennette","Level 1","Drawings & Documents"
"175f3bb8-9f32-492d-be9f-a50871ae381f","","checklist-flat","","Skirting - Loading","checklist-flat","FALSE","FALSE","Site QA","Joinery","Kitchennette","Level 1","Loading"
"108468da-30b7-44f2-8c0e-4ad24c9f6e75","","checklist-flat","","Joinery - Protection","checklist-flat","FALSE","FALSE","Site QA","Joinery","Kitchennette","Level 1","Protection"
"84fb4f77-6c34-46bc-9d9e-7d8c21a77f53","","folder-normal","","","step","TRUE","FALSE","Site QA","Joinery","TV Cladded Wall"
"1fabfaa9-bde8-4f58-bab6-9fa158dcc87c","","folder-normal","","","step","TRUE","FALSE","Site QA","Joinery","TV Cladded Wall","Level 0"
"43c5db77-d991-429f-861b-c582f5594e46","","checklist-flat","","Joinery - Joinery ITP","checklist-flat","FALSE","FALSE","Site QA","Joinery","TV Cladded Wall","Level 0","Joinery ITP"
"60d513c7-496f-4d00-b9db-def89ffabb4a","","checklist-flat","","Joinery - Drawings & Documents","checklist-flat","FALSE","FALSE","Site QA","Joinery","TV Cladded Wall","Level 0","Drawings & Documents"
"2a5b5889-73ac-4f6f-b341-7f2f6dd5b4ea","","checklist-flat","","Skirting - Loading","checklist-flat","FALSE","FALSE","Site QA","Joinery","TV Cladded Wall","Level 0","Loading"
"0aa4b1b1-7b32-4c24-baa2-7ad02037ca0c","","checklist-flat","","Joinery - Protection","checklist-flat","FALSE","FALSE","Site QA","Joinery","TV Cladded Wall","Level 0","Protection"
"eb3f6cc8-3ef0-4864-9704-3503bc3c5f84","","folder-normal","","","step","TRUE","FALSE","Site QA","Stone Works"
"70623821-ff57-4382-a5ae-320512b41d92","","folder-normal","","","step","TRUE","FALSE","Site QA","Stone Works","Vanities"
"0044fa2a-b261-4d2e-8cd7-34d6d851e019","","folder-normal","","","step","TRUE","FALSE","Site QA","Stone Works","Vanities","Level 0"
"9ffbccab-64a5-45fb-bdbe-6ce24bbf3621","","checklist-flat","","General - Loading","checklist-flat","FALSE","FALSE","Site QA","Stone Works","Vanities","Level 0","Loading"
"37987d4e-f261-4ece-88d4-5a4cc11aadbd","","checklist-flat","","General - Installation","checklist-flat","FALSE","FALSE","Site QA","Stone Works","Vanities","Level 0","Installation"
"8c6ef5da-576a-40ec-a284-d437a6933603","","folder-normal","","","step","TRUE","FALSE","Site QA","Stone Works","Vanities","Level 1"
"c98c2aa5-e65d-4e41-a6a2-546bbfec7fc9","","checklist-flat","","General - Loading","checklist-flat","FALSE","FALSE","Site QA","Stone Works","Vanities","Level 1","Loading"
"0b95663f-6c30-4792-9401-671a468647f2","","checklist-flat","","General - Installation","checklist-flat","FALSE","FALSE","Site QA","Stone Works","Vanities","Level 1","Installation"
"7715e7e4-e42e-4c8a-8ce3-646e387b9bd2","","folder-normal","","","step","TRUE","FALSE","Site QA","Partitions"
"86202f08-4840-4246-b72f-9d7eb5eb0987","","folder-normal","","","step","TRUE","FALSE","Site QA","Partitions","Level 0"
"c24c3894-8309-4d72-83ed-c2ad996f3a0a","","checklist-flat","","Joinery - Joinery ITP","checklist-flat","FALSE","FALSE","Site QA","Partitions","Level 0","Joinery ITP"
"96a81495-b872-4c6f-a5a7-3c7535694b80","","checklist-flat","","Joinery - Drawings & Documents","checklist-flat","FALSE","FALSE","Site QA","Partitions","Level 0","Drawings & Documents"
"515ed02d-8d3b-42c1-800a-31c077f875dc","","checklist-flat","","Skirting - Loading","checklist-flat","FALSE","FALSE","Site QA","Partitions","Level 0","Loading"
"cfb7c445-8206-4c02-949a-cebfa043cf3a","","checklist-flat","","Joinery - Protection","checklist-flat","FALSE","FALSE","Site QA","Partitions","Level 0","Protection"
"25f43a2a-af3c-47b8-b0d6-59ddbb1e0d9f","","folder-normal","","","step","TRUE","FALSE","Site QA","Partitions","Level 1"
"2894d684-d67c-403c-acd2-a9911c4ca16c","","checklist-flat","","Joinery - Joinery ITP","checklist-flat","FALSE","FALSE","Site QA","Partitions","Level 1","Joinery ITP"
"f8d7f027-5cc7-4d79-9927-756939fd9b64","","checklist-flat","","Joinery - Drawings & Documents","checklist-flat","FALSE","FALSE","Site QA","Partitions","Level 1","Drawings & Documents"
"36c1f850-eaa6-4481-889a-89d688a0a4b9","","checklist-flat","","Skirting - Loading","checklist-flat","FALSE","FALSE","Site QA","Partitions","Level 1","Loading"
"3fe5fb41-68cd-4988-988a-64ac4461b7c9","","checklist-flat","","Joinery - Protection","checklist-flat","FALSE","FALSE","Site QA","Partitions","Level 1","Protection"
"4da01524-2912-4314-8b64-0678c2436045","","folder-normal","","","step","TRUE","FALSE","Site QA","VJ150 Board"
"b91fc8dd-0c27-42e1-9d07-ae480d7d5f84","","folder-normal","","","step","TRUE","FALSE","Site QA","VJ150 Board","Level 0"
"0993ecff-81ac-4210-8f5d-be0082d8b797","","checklist-flat","","General - Loading","checklist-flat","FALSE","FALSE","Site QA","VJ150 Board","Level 0","Loading"
"377b221a-3ae7-4ad5-9662-e10b1f7923af","","checklist-flat","","General - Installation","checklist-flat","FALSE","FALSE","Site QA","VJ150 Board","Level 0","Installation"
"d4ff5087-2136-4445-b4fa-fb5c383ac443","","folder-normal","","","step","TRUE","FALSE","Site QA","VJ150 Board","Level 1"
"3398f31f-e774-48c8-9917-9f5e677a51fb","","checklist-flat","","General - Loading","checklist-flat","FALSE","FALSE","Site QA","VJ150 Board","Level 1","Loading"
"d0f84299-48b9-4c10-b636-5d123d737527","","checklist-flat","","General - Installation","checklist-flat","FALSE","FALSE","Site QA","VJ150 Board","Level 1","Installation"
"c5c14189-32d8-409b-86da-89f4bf394dd8","","folder-normal","","","step","TRUE","FALSE","Site QA","WAP02 Autex"
"54807ba1-b926-4a6f-85f0-81bfc6f65248","","folder-normal","","","step","TRUE","FALSE","Site QA","WAP02 Autex","Projection Room"
"9fc07102-b41c-4a4b-806d-06eff209a89f","","checklist-flat","","General - Loading","checklist-flat","FALSE","FALSE","Site QA","WAP02 Autex","Projection Room","Loading"
"b5646486-0d90-4028-8a5c-4168bafa026b","","checklist-flat","","General - Installation","checklist-flat","FALSE","FALSE","Site QA","WAP02 Autex","Projection Room","Installation"
"efcf4510-3d47-4916-a2c9-33a3ccec643c","","folder-normal","","","step","TRUE","FALSE","Site QA","Glass & Mirrors"
"9e161fac-82f7-491b-915b-1dff2fc86e0d","","folder-normal","","","step","TRUE","FALSE","Site QA","Glass & Mirrors","Level 0"
"ab166603-1b0b-4265-a786-2431f443bafa","","checklist-flat","","General - Loading","checklist-flat","FALSE","FALSE","Site QA","Glass & Mirrors","Level 0","Loading"
"f37adc1a-a33a-4daa-9f41-591db538429c","","checklist-flat","","General - Installation","checklist-flat","FALSE","FALSE","Site QA","Glass & Mirrors","Level 0","Installation"
"2af17ba7-3a59-489f-845e-5df70456d0d4","","folder-normal","","","step","TRUE","FALSE","Site QA","Glass & Mirrors","Level 1"
"6f4965a1-0725-4bc4-a8b3-a19a9d195698","","checklist-flat","","General - Loading","checklist-flat","FALSE","FALSE","Site QA","Glass & Mirrors","Level 1","Loading"
"6d84c7df-34a7-44d5-818b-1efc710e5bce","","checklist-flat","","General - Installation","checklist-flat","FALSE","FALSE","Site QA","Glass & Mirrors","Level 1","Installation"
"ae70f135-c3cc-4bd0-9472-5e3fbdf20217","","folder-normal","","","step","TRUE","FALSE","Site QA","Frames"
"fca9d20b-0ef2-4042-b1a7-b1a9c722e606","","folder-normal","","","step","TRUE","FALSE","Site QA","Frames","Doors & Frames"
"c2bcefbd-63bf-44d9-8249-2b50919e5cbb","","folder-normal","","","step","TRUE","FALSE","Site QA","Frames","Doors & Frames","D002.1"
"47ca7194-cd5f-4dab-bd91-49ae28fbee93","","checklist-flat","","Doors & Frames & Hardware - Loading Door & Frame","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D002.1","Loading"
"e01ef065-abb4-4393-bdf0-0fdc5166f9c1","","checklist-flat","","Doors & Frames & Hardware - Installation Door + Frame","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D002.1","Installation Door + hardware"
"40565653-3601-4633-a8c4-5d319b64c421","","checklist-flat","","Doors & Frames & Hardware - Painting by others","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D002.1","Painting by others"
"d2172514-6876-4195-8a08-a0baef88916a","","checklist-flat","","Doors & Frames & Hardware - Hardware","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D002.1","Hardware"
"0678614a-af91-4c3a-8aae-8696e66d21ad","","folder-normal","","","step","TRUE","FALSE","Site QA","Frames","Doors & Frames","D004.1"
"05196b97-eae6-481a-831d-345671c0d014","","checklist-flat","","Doors & Frames & Hardware - Loading Door & Frame","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D004.1","Loading"
"7ccb8ab7-1ae8-49aa-a8eb-f5a1639b1bd7","","checklist-flat","","Doors & Frames & Hardware - Installation Door + Frame","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D004.1","Installation Door + hardware"
"edf910cb-f979-4e3d-858c-9f8282b4b5f4","","checklist-flat","","Doors & Frames & Hardware - Painting by others","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D004.1","Painting by others"
"2e9f1ce5-7e8c-4513-bbe3-272df31de1bf","","checklist-flat","","Doors & Frames & Hardware - Hardware","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D004.1","Hardware"
"fdfa82f7-ad24-4761-a524-1322e6137c1b","","folder-normal","","","step","TRUE","FALSE","Site QA","Frames","Doors & Frames","D009.1"
"e74ee5e5-fff2-42cc-bfcb-8cad56c0605e","","checklist-flat","","Doors & Frames & Hardware - Loading Door & Frame","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D009.1","Loading"
"3e9bb198-34b2-4117-9c43-e974e5b6c065","","checklist-flat","","Doors & Frames & Hardware - Installation Door + Frame","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D009.1","Installation Door + hardware"
"e2efbc30-487e-4e6f-9698-350742f2d0d2","","checklist-flat","","Doors & Frames & Hardware - Painting by others","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D009.1","Painting by others"
"40bc5d6d-61f7-45fb-966d-95c1b87eb830","","checklist-flat","","Doors & Frames & Hardware - Hardware","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D009.1","Hardware"
"0d806936-89e4-4839-95cc-0fcc0fbbb7af","","folder-normal","","","step","TRUE","FALSE","Site QA","Frames","Doors & Frames","D010.1"
"f7591458-5078-482c-acfb-95750294b494","","checklist-flat","","Doors & Frames & Hardware - Loading Door & Frame","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D010.1","Loading"
"fb80a43c-8b0b-4d6d-a091-fb6d97efe2f0","","checklist-flat","","Doors & Frames & Hardware - Installation Door + Frame","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D010.1","Installation Door + hardware"
"63e1f461-4d7f-4038-b97b-9af834ce2925","","checklist-flat","","Doors & Frames & Hardware - Painting by others","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D010.1","Painting by others"
"a46c8eba-67de-4b92-99e9-977d34ece258","","checklist-flat","","Doors & Frames & Hardware - Hardware","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D010.1","Hardware"
"1f52ffe0-cdb7-4509-b364-0baef720c258","","folder-normal","","","step","TRUE","FALSE","Site QA","Frames","Doors & Frames","D010.2"
"2a106ef1-d4d4-4ae6-83f7-6a3de592d85b","","checklist-flat","","Doors & Frames & Hardware - Loading Door & Frame","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D010.2","Loading"
"4cec2233-a06d-4ff8-8a8a-0083dc2c5c44","","checklist-flat","","Doors & Frames & Hardware - Installation Door + Frame","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D010.2","Installation Door + hardware"
"46f62410-3ff2-4c33-95af-583451f85567","","checklist-flat","","Doors & Frames & Hardware - Painting by others","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D010.2","Painting by others"
"545b9c08-4804-4c6b-8d78-33857cad3268","","checklist-flat","","Doors & Frames & Hardware - Hardware","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D010.2","Hardware"
"cff53c3b-3d20-477d-907f-24a806f2fd19","","folder-normal","","","step","TRUE","FALSE","Site QA","Frames","Doors & Frames","D010.4"
"81562ec9-d6ed-4b47-af46-ef37ca424221","","checklist-flat","","Doors & Frames & Hardware - Loading Door & Frame","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D010.4","Loading"
"8376981f-337a-4d66-bdbc-220a8f20e4d6","","checklist-flat","","Doors & Frames & Hardware - Installation Door + Frame","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D010.4","Installation Door + hardware"
"4310dd3a-9c09-4f54-9ffe-196dfbbb9281","","checklist-flat","","Doors & Frames & Hardware - Painting by others","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D010.4","Painting by others"
"2c4c6c51-4f51-4553-a98a-3b38eff42df6","","checklist-flat","","Doors & Frames & Hardware - Hardware","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D010.4","Hardware"
"82012676-b7cf-4aaf-9f34-da67fc622b55","","folder-normal","","","step","TRUE","FALSE","Site QA","Frames","Doors & Frames","D011.1"
"79bfb552-66c3-4b8c-895a-167c49437ea7","","checklist-flat","","Doors & Frames & Hardware - Loading Door & Frame","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D011.1","Loading"
"5f3736e0-a335-4db4-9886-adb514bca948","","checklist-flat","","Doors & Frames & Hardware - Installation Door + Frame","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D011.1","Installation Door + hardware"
"bea62387-9cd3-49d8-9c7b-bd94f08dd8ff","","checklist-flat","","Doors & Frames & Hardware - Painting by others","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D011.1","Painting by others"
"892d4333-2802-4d81-af87-dfaafaa58518","","checklist-flat","","Doors & Frames & Hardware - Hardware","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D011.1","Hardware"
"1e1ebd59-15a6-44b9-b8f6-5fdf8e772c72","","folder-normal","","","step","TRUE","FALSE","Site QA","Frames","Doors & Frames","D012.1"
"721e0f4f-03ea-4de8-b82c-acd10cf2f55b","","checklist-flat","","Doors & Frames & Hardware - Loading Door & Frame","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D012.1","Loading"
"8aa1a28f-9ddd-4e34-b73e-1934a35906d6","","checklist-flat","","Doors & Frames & Hardware - Installation Door + Frame","checklist-flat","FALSE","FALSE","Site QA","Frames","Doors & Frames","D012.1","Installation Door + hardware"
