"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4b3bd00b-ae94-420d-8318-559f45340e9f","","folder-normal","work-in-progress","","step","FALSE","FALSE","Installation Progression Rooms"
"3c792672-2927-4494-8b26-674dd0d6bc15","","folder-normal","not-started","","step","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 1"
"fe38686d-b0e7-4ca8-b55b-5e74dabd95d1","","folder-normal","not-started","","step","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1"
"0511db16-22ae-4dbb-a316-7c97a1788ddd","","folder-normal","not-started","","step","TRUE","FALSE","Installation Progression Rooms","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-101 COLO 1 CELL 1"
"a1bba615-05c0-4c49-bae1-a4c5761ec1c8","","checklist-flat","not-started","First Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-101 COLO 1 CELL 1","First Fix Checks"
"d0cf5a8a-419a-472e-ba11-53950aae1b15","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-101 COLO 1 CELL 1","Second Fix Checks"
"f2eaba6d-77ae-480f-9574-aaef2f51c55d","","folder-normal","not-started","","step","TRUE","FALSE","Installation Progression Rooms","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-105 COLO 1 MECH GALLERY 1"
"6bd4e2bd-03f4-45fd-a7aa-09e1cb0de047","","checklist-flat","not-started","First Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-105 COLO 1 MECH GALLERY 1","First Fix Checks"
"6e42dd73-c703-4601-b8b8-1366fa02747b","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-105 COLO 1 MECH GALLERY 1","Second Fix Checks"
"2c5f4a3b-d356-4b79-b00b-bce6a6b5ff55","","folder-normal","not-started","","step","TRUE","FALSE","Installation Progression Rooms","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-115 COLO1 CELL1 ELECTRICAL"
"5aa3923f-b5a0-4a8c-aaa0-e55e4ee8a4fa","","checklist-flat","not-started","First Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-115 COLO1 CELL1 ELECTRICAL","First Fix Checks"
"d593f58d-9415-49bc-bd32-7aef3fe067da","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-115 COLO1 CELL1 ELECTRICAL","Second Fix Checks"
"f8161394-3295-409b-b047-ba12e94eb5b3","","folder-normal","not-started","","step","TRUE","FALSE","Installation Progression Rooms","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-119 COLO 1 CELL 1 BATTERY"
"7f7ee6d5-f100-4968-9cbe-bff45912e008","","checklist-flat","not-started","First Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-119 COLO 1 CELL 1 BATTERY","First Fix Checks"
"37538811-a504-42e5-9a8e-a0c409ba51fc","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-00-119 COLO 1 CELL 1 BATTERY","Second Fix Checks"
"1713b8c0-8bb6-4815-9640-7d6fcb35db1f","","folder-normal","not-started","","step","TRUE","FALSE","Installation Progression Rooms","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-EX-03 FS1"
"0869308c-d7bf-4e5c-9d9a-de387320b7dd","","checklist-flat","not-started","First Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-EX-03 FS1","First Fix Checks"
"37b2f663-b01a-4079-ab38-2ff3eb65ce54","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 1","Level 2 - QA Checks Colo 1 Cell 1","02-EX-03 FS1","Second Fix Checks"
"941a75f1-db1d-487c-9c2a-bc96abfede90","","folder-normal","work-in-progress","","step","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 2"
"8dce312f-815d-427b-8058-3408ef6396c1","","folder-normal","work-in-progress","","step","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 2","QA Checks"
"d9f15958-04af-47e7-be1d-f25a2917481f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Installation Progression Rooms","Colo 1 Cell 2","QA Checks","02-00-102 COLO1 CELL 2"
"cde172ec-e283-47d8-a9ee-05c2878d52a1","","checklist-flat","pass","First Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 2","QA Checks","02-00-102 COLO1 CELL 2","First Fix Checks"
"db65335d-59b4-42f3-bc34-db287c2b0956","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 2","QA Checks","02-00-102 COLO1 CELL 2","Second Fix Checks"
"f66715a7-c23c-4790-83c9-4d3b53d7f1e9","","folder-normal","not-started","","step","TRUE","FALSE","Installation Progression Rooms","Colo 1 Cell 2","QA Checks","02-00-106 COLO 1 MECH GALLERY 2"
"6d72af65-c1de-4006-a0d1-483ac57c2af0","","checklist-flat","not-started","First Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 2","QA Checks","02-00-106 COLO 1 MECH GALLERY 2","First Fix Checks"
"b6bf6120-1806-48e2-bfac-103e4e83f8ef","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 2","QA Checks","02-00-106 COLO 1 MECH GALLERY 2","Second Fix Checks"
"067e5916-c823-4ad6-b768-4a3d22c5814b","","folder-normal","not-started","","step","TRUE","FALSE","Installation Progression Rooms","Colo 1 Cell 2","QA Checks","02-00-116 COLO 1 CELL 2 ELECTRICAL"
"8ac59560-c23b-487f-ac20-bc1a9402c066","","checklist-flat","not-started","First Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 2","QA Checks","02-00-116 COLO 1 CELL 2 ELECTRICAL","First Fix Checks"
"a59a5128-0292-4ba1-b356-baffd182f115","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 2","QA Checks","02-00-116 COLO 1 CELL 2 ELECTRICAL","Second Fix Checks"
"e4e546a3-9524-4052-8afc-c7398eed85e9","","folder-normal","not-started","","step","TRUE","FALSE","Installation Progression Rooms","Colo 1 Cell 2","QA Checks","02-00-120 COLO 1 CELL 2 BATTERY"
"1d41f955-0fc3-4f46-bd35-354ef92207b4","","checklist-flat","not-started","First Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 2","QA Checks","02-00-120 COLO 1 CELL 2 BATTERY","First Fix Checks"
"a218a612-7cb9-4129-b424-7911f379aed5","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 2","QA Checks","02-00-120 COLO 1 CELL 2 BATTERY","Second Fix Checks"
"acbfbfea-f501-4b1a-8797-5344894d7f6c","","folder-normal","not-started","","step","TRUE","FALSE","Installation Progression Rooms","Colo 1 Cell 2","QA Checks","02-EX-04 FS2"
"13ad1da2-8147-45a0-9086-16375bfce242","","checklist-flat","not-started","First Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 2","QA Checks","02-EX-04 FS2","First Fix Checks"
"524201b8-cd73-417b-85a1-3d126e8ba32a","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 2","QA Checks","02-EX-04 FS2","Second Fix Checks"
"0bd008cc-63ab-4506-89f7-0f4a96892f94","","folder-normal","not-started","","step","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 3"
"98044108-2df7-428a-a75b-2cbace30e287","","folder-normal","not-started","","step","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 3","QA Checks"
"ba5fbf84-a177-4f19-91ef-43393c545597","","folder-normal","not-started","","step","TRUE","FALSE","Installation Progression Rooms","Colo 1 Cell 3","QA Checks","02-00-103 COLO 1 CELL 3"
"cdec954f-0ae6-4e25-9255-c759019a764f","","checklist-flat","not-started","First Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 3","QA Checks","02-00-103 COLO 1 CELL 3","First Fix Checks"
"41b9862b-7df9-48fd-9538-9a49e7cb653a","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 3","QA Checks","02-00-103 COLO 1 CELL 3","Second Fix Checks"
"e68d82c4-d76c-4296-a9ab-58dbc8e1b702","","folder-normal","not-started","","step","TRUE","FALSE","Installation Progression Rooms","Colo 1 Cell 3","QA Checks","02-00-107 COLO 1 MECH GALLERY 3"
"3fadadc6-6486-4257-bc3f-9632e87bb2ba","","checklist-flat","not-started","First Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 3","QA Checks","02-00-107 COLO 1 MECH GALLERY 3","First Fix Checks"
"54ed5e5f-0257-4c6e-b4d4-1aaa9323d9c5","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 3","QA Checks","02-00-107 COLO 1 MECH GALLERY 3","Second Fix Checks"
"73d0f351-0070-4174-a4f1-a97a8a01c7b8","","folder-normal","not-started","","step","TRUE","FALSE","Installation Progression Rooms","Colo 1 Cell 3","QA Checks","02-00-117 COLO1 CELL 3 ELECTRICAL"
"897f44c1-2e4b-4b0c-b085-1a875d8f6986","","checklist-flat","not-started","First Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 3","QA Checks","02-00-117 COLO1 CELL 3 ELECTRICAL","First Fix Checks"
"f36799f5-d71f-4d36-b02a-869623d73735","","checklist-flat","not-started","Second Fix","checklist-flat","FALSE","FALSE","Installation Progression Rooms","Colo 1 Cell 3","QA Checks","02-00-117 COLO1 CELL 3 ELECTRICAL","Second Fix Checks"
