Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Testing & Commissioning - Terminal - Distribution Boards,,,,,,,
,Scope,,,Testing & Commissioning,,,
,Rows,,,,,,
,,CDBU,dynamic,distribution boards,cdbu,terminal,testing & commissioning
,,HOUSE DB - E,dynamic,distribution boards,house db - e,terminal,testing & commissioning
,,HOUSE DB - N,dynamic,distribution boards,terminal,house db - n,testing & commissioning
,,HYD DBs,dynamic,distribution boards,terminal,hyd dbs,testing & commissioning
,,Tenant DBs,dynamic,distribution boards,tenant dbs,terminal,testing & commissioning
,,Retail DBs,dynamic,distribution boards,terminal,testing & commissioning,retail dbs
,,PV DBs,dynamic,distribution boards,terminal,testing & commissioning,pv dbs
,Columns,,,,,,
,,Distribution Board ITC,,distribution board itc,,,
,,Subcircuits > Power,,subcircuits,power,,
,,Subcircuits > Lighting,,lighting,subcircuits,,
,,,,,,,
Testing & Commissioning - Apron - Distribution Boards,,,,,,,
,Scope,,,Testing & Commissioning,Apron,,
,Rows,,,,,,
,,Apron DBs,dynamic,Testing & Commissioning,Apron,Distribution Boards,Apron DBs
,,eGSE DBs,dynamic,Testing & Commissioning,Apron,Distribution Boards,eGSE DBs
,,GPU DBs,dynamic,Testing & Commissioning,Apron,Distribution Boards,GPU DBs
,,PCA DBs,dynamic,Testing & Commissioning,Apron,Distribution Boards,PCA DBs
,Columns,,,,,,
,,Distribution Board ITC,,distribution board itc,,,
,,Subcircuits > Power,,subcircuits,power,,
,,Subcircuits > Lighting,,lighting,subcircuits,,
,,,,,,,
Testing & Commissioning - Landside - Distribution Boards,,,,,,,
,Scope,,,Testing & Commissioning,Landside,,
,Rows,,,,,,
,,EDB,dynamic,Testing & Commissioning,Landside,Distribution Boards,EDB
,,EVDB,dynamic,Testing & Commissioning,Landside,Distribution Boards,EVDB
,,PLDB,dynamic,Testing & Commissioning,Landside,Distribution Boards,PLDB
,,SECDB,dynamic,Testing & Commissioning,Landside,Distribution Boards,SECDB
,,UDB,dynamic,Testing & Commissioning,Landside,Distribution Boards,UDB
,Columns,,,,,,
,,Distribution Board ITC,,distribution board itc,,,
,,Subcircuits > Power,,subcircuits,power,,
,,Subcircuits > Lighting,,lighting,subcircuits,,
