"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"be990949-14c5-4683-807b-714198e90620","","","","folder","FALSE","FALSE","B03"
"a4e9ce0b-bd9c-4020-96e8-fe72a114a954","","","","folder","FALSE","FALSE","B03","Basement"
"5b39dd0b-e06a-4e9b-8aff-dbd4cf9163a7","","","180676649e4cbdd9c80e7f459d766cd0a9930ae6c848e6ee0e2ae887a5ef0b19","checklist","FALSE","FALSE","B03","Basement","Lift 1 Lobby"
"5492d78a-a02a-424b-93c1-95c75604b42c","","","180676649e4cbdd9c80e7f459d766cd0a9930ae6c848e6ee0e2ae887a5ef0b19","checklist","FALSE","FALSE","B03","Basement","Lift 2 Lobby"
"d9b2bb4c-a528-41aa-bc3d-53ac0f282cd1","","","","folder","FALSE","FALSE","B03","Ground Floor"
"6704090a-3c24-4106-8446-10ea56082146","","","","folder","FALSE","FALSE","B03","Ground Floor","Apartments"
"2af29c4f-a68f-48cf-8eea-c8b5a5039eb8","","","","folder","FALSE","FALSE","B03","Ground Floor","Apartments","G40"
"dc98693e-2150-492a-acbf-6dd0beea931f","","","","folder","TRUE","FALSE","B03","Ground Floor","Apartments","G40","External Tiling"
"c3e1e19c-16a0-48e0-8ac3-310d5a160240","","","cf6d77604b9b399bf6be2e548287678f9bb5590c115878a1266f4d7a39f04bc1","checklist","FALSE","FALSE","B03","Ground Floor","Apartments","G40","External Tiling","Balcony"
"b79f4836-b1cc-46bc-b665-640a56db2ad9","","","","folder","FALSE","FALSE","B03","Ground Floor","Apartments","G40","Internal Tiling"
"eb7b8ca2-b72f-48fc-acc4-bde5224ddb39","","","66b047c3418eb996e00ec967612a3416c89bddeaec9bf9b10909c8d69117fa5e","checklist","FALSE","FALSE","B03","Ground Floor","Apartments","G40","Internal Tiling","Bathroom"
"59c97b13-4b72-43a8-a4a4-b33db789313d","","","66b047c3418eb996e00ec967612a3416c89bddeaec9bf9b10909c8d69117fa5e","checklist","FALSE","FALSE","B03","Ground Floor","Apartments","G40","Internal Tiling","Ensuite"
"baa6e7fe-ac3b-455e-8177-fef596a3fad3","","","Kitchen and separate WC checklist","checklist","FALSE","FALSE","B03","Ground Floor","Apartments","G40","Internal Tiling","Kitchen"
"59e9189e-2003-4b2f-8b6f-605f07634840","","","","folder","FALSE","FALSE","B03","Ground Floor","Apartments","G41"
"fffb10a1-3ee3-4ce2-a6eb-c45e27117b2b","","","","folder","FALSE","FALSE","B03","Ground Floor","Apartments","G41","External Tiling"
"fe26b38e-8a81-4a3e-a34e-aa7e02bea4a2","","","cf6d77604b9b399bf6be2e548287678f9bb5590c115878a1266f4d7a39f04bc1","checklist","FALSE","FALSE","B03","Ground Floor","Apartments","G41","External Tiling","Balcony"
"32aa5c5b-d256-4d09-a99f-5587c4369fa3","","","","folder","FALSE","FALSE","B03","Ground Floor","Apartments","G41","Internal Tiling"
"5eee3d21-011d-4b09-882e-9767e68d5487","","","66b047c3418eb996e00ec967612a3416c89bddeaec9bf9b10909c8d69117fa5e","checklist","FALSE","FALSE","B03","Ground Floor","Apartments","G41","Internal Tiling","Bathroom"
