Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Site QA,dynamic,Sansom - S34562 - SkyCity H1 Courtyard - Membrane Replacement,
,Columns,,,,
,,Material Lifting/Storage,,Material Lifting/Storage,
,,Site/work Area Inspection,,Site/work Area Inspection,
,,Glass Balustrade Removal,,Glass Balustrade Removal,
,,Scaffolding Check,,Scaffolding Check,
,,Substrate Check,,Substrate Check,
,,Removal of Tiles & Membrane ,,Removal of Tiles and Membrane ,
,,Installation of membrane to flats & upstands ,,Installation of membrane to flats and upstands ,
,,Flashing/Termination bar installation ,,Flashing/Termination bar installation ,
,,Tiles on Nurajacks,,Tiles on Nurajacks,
,,Complete Photos ,,Complete Photos ,
,,EFVM - ILD Test,,EFVM - ILD Test,
