"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Zone 1 - Overall Progress"
,"Scope",,,"zone 1"
,"Rows"
,,"EASTBOUND","grouping","eastbound"
,,"Eastbound - Footpaths, Crossings & Islands","dynamic","footpaths, crossings & islands","eastbound","zone 1"
,,"Eastbound - Landscaping","dynamic","landscaping","eastbound","zone 1"
,,"Eastbound - Pavement","dynamic","pavement","eastbound","zone 1"
,,"Eastbound - Stormwater","dynamic","eastbound","stormwater","zone 1"
,,"Eastbound - Surfacing","dynamic","eastbound","surfacing","zone 1"
,,"Eastbound - Streetlighting","dynamic","eastbound","streetlighting","zone 1"
,,"Eastbound - Line Marking & Signs","dynamic","eastbound","line marking & signs","zone 1"
,,"Eastbound - Structures","dynamic","structures","eastbound","zone 1"
,,"Eastbound - Utilities","dynamic","utilities","eastbound","zone 1"
,,"WESTBOUND","grouping","westbound"
,,"Westbound - Utilities","dynamic","utilities","westbound","zone 1"
,,"Westbound - Stormwater","dynamic","stormwater","westbound","zone 1"
,,"Westbound - Water","dynamic","water","westbound","zone 1"
,,"Westbound - Footpaths, Crossings & Islands","dynamic","footpaths, crossings & islands","westbound","zone 1"
,,"Westbound - Landscaping","dynamic","landscaping","westbound","zone 1"
,,"Westbound - Pavement","dynamic","pavement","westbound","zone 1"
,,"Westbound - Surfacing","dynamic","westbound","surfacing","zone 1"
,,"Westbound - Streetlighting","dynamic","streetlighting","westbound","zone 1"
,,"Westbound - Line Marking & Signs","dynamic","westbound","line marking & signs","zone 1"
,,"MEDIAN","grouping","median"
,,"Median - Footpaths, Crossings & Islands","dynamic","footpaths, crossings & islands","median","zone 1"
,,"Median - Pavement","dynamic","pavement","median","zone 1"
,,"Median - Surfacing","dynamic","median","surfacing","zone 1"
,,"BASLEY","grouping","basley"
,,"Basley - Footpaths, Crossings & Islands","dynamic","footpaths, crossings & islands","basley","zone 1"
,,"Basley - Landscaping","dynamic","landscaping","basley","zone 1"
,,"Basley - Line Marking & Signs","dynamic","line marking & signs","basley","zone 1"
,,"Basley - Pavement","dynamic","pavement","basley","zone 1"
,,"Basley - Stormwater","dynamic","stormwater","basley","zone 1"
,,"Basley - Streetlighting","dynamic","streetlighting","basley","zone 1"
,,"Basley - Structures","dynamic","structures","basley","zone 1"
,,"Basley - Surfacing","dynamic","surfacing","basley","zone 1"
,,"Basley - Utilities","dynamic","utilities","basley","zone 1"
,,"Basley - Water","dynamic","water","basley","zone 1"
,"Columns"
,,"Setout, Materials and Preparation",,"setout, materials and preparation"
,,"Construction and Finishing",,"construction and finishing"
,,"300 - Setout, Materials and Preparation",,"300 - setout, materials and preparation"
,,"Construction and Finishing - Pipes",,"construction and finishing - pipes"
,,"Construction and Finishing - Structures (manholes, head walls, catchpits etc.)",,"construction and finishing - structures (manholes, head walls, catchpits etc.)"
,,"Close Out",,"close out"

"Zone 2 - Overall Progress"
,"Scope",,,"zone 2"
,"Rows"
,,"EASTBOUND","grouping","eastbound"
,,"Eastbound - Utilities","dynamic","utilities","eastbound","zone 2"
,,"Eastbound - Stormwater","dynamic","eastbound","zone 2","stormwater"
,,"Eastbound - Water","dynamic","eastbound","zone 2","water"
,,"Eastbound - Footpaths, Crossings & Islands","dynamic","footpaths, crossings & islands","eastbound","zone 2"
,,"Eastbound - Landscaping","dynamic","landscaping","eastbound","zone 2"
,,"Eastbound - Pavement","dynamic","pavement","eastbound","zone 2"
,,"Eastbound - Surfacing","dynamic","eastbound","zone 2","surfacing"
,,"Eastbound - Streetlighting","dynamic","eastbound","zone 2","streetlighting"
,,"Eastbound - Line Marking & Signs","dynamic","eastbound","zone 2","line marking & signs"
,,"Eastbound - Structures","dynamic","structures","eastbound","zone 2"
,,"WESTBOUND","grouping","westbound"
