Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Stairs Progress,,,,,,
,Scope,,,on site qa,,
,Rows,,,,,
,,Building A - Main Stairs,dynamic,building a,main stairs,on site qa
,,Building E - Main Stairs,dynamic,building e,main stairs,on site qa
,Columns,,,,,
,,Bolts/Screws tight,,bolts/screws tight,,
,,Balustrade plumb,,balustrade plumb,,
,,Handrail straight,,handrail straight,,
,,Scratches touched up,,scratches touched up,,
,,Balustrade installed with no more than 100mm gap between cladding,,balustrade installed with no more than 100mm gap between cladding,,
,,"Balustrade installation complete, checked & reviewed",,"balustrade installation complete, checked and reviewed",,
