type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,RS-01: Membrane Roof - Asphaltech IKO Armourplan:,,,,,,
checkpoint,Framing complete ,,,,,,
checkpoint,Plywood installed,,,,,,
checkpoint,Membrane installed ,,,,,,
checkpoint,Penetrations through roof installed ,,,,,,
checkpoint,Flashings installed,,,,,,
checkpoint,Roof/gutter testing witnessed by Inhabit ,,,,,,
checkpoint,"Any additional photos, comments and observations",,,,,,
checkpoint,Trades QA received & attached as applicable,,,,,,
