resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
Site Establishment and Safety Checklist,,,,checklist,,,OHS,,,,,,,,
,,,,step,,,Ductworks,,,,,,,,
Ductwork Checklist,Grille Fit-Off Checklist,,,folder-with-checklists,,,,Level Ground,,,,,,,
Ductwork Checklist,Grille Fit-Off Checklist,,,folder-with-checklists,,,,Level 5,,,,,,,
,,,,step,,,Pipeworks,,,,,,,,
Pipework Checklist,Pipework Testing Checklist,,,folder-with-checklists,,,,Level 5,,,,,,,
,,,,step,,,FCUs,,,,,,,,
Fan Coil Unit Checklist,Drains Checklist,Ductwork Checklist,Grille Fit-Off Checklist,folder-with-checklists,,,,PAC-L5-1.08,,,,,,,
Fan Coil Unit Checklist,Drains Checklist,Ductwork Checklist,Grille Fit-Off Checklist,folder-with-checklists,,,,PAC-L5-1.17,,,,,,,
Fan Coil Unit Checklist,Drains Checklist,Ductwork Checklist,Grille Fit-Off Checklist,folder-with-checklists,,,,PAC-L5-2.08,,,,,,,
Fan Coil Unit Checklist,Drains Checklist,Ductwork Checklist,Grille Fit-Off Checklist,folder-with-checklists,,,,PAC-L5-2.10,,,,,,,
Fan Coil Unit Checklist,Drains Checklist,Ductwork Checklist,Grille Fit-Off Checklist,folder-with-checklists,,,,PAC-L5-2.15,,,,,,,
Fan Coil Unit Checklist,Drains Checklist,Ductwork Checklist,Grille Fit-Off Checklist,folder-with-checklists,,,,PAC-L5-2.23,,,,,,,
Fan Coil Unit Checklist,Drains Checklist,Ductwork Checklist,Grille Fit-Off Checklist,folder-with-checklists,,,,PAC-L5-2.29,,,,,,,
Fan Coil Unit Checklist,Drains Checklist,Ductwork Checklist,Grille Fit-Off Checklist,folder-with-checklists,,,,PAC-L5-3.02,,,,,,,
Fan Coil Unit Checklist,Drains Checklist,Ductwork Checklist,Grille Fit-Off Checklist,folder-with-checklists,,,,PAC-L5-3.03,,,,,,,
Fan Coil Unit Checklist,Drains Checklist,Ductwork Checklist,Grille Fit-Off Checklist,folder-with-checklists,,,,PAC-L5-3.05,,,,,,,
Fan Coil Unit Checklist,Drains Checklist,Ductwork Checklist,Grille Fit-Off Checklist,folder-with-checklists,,,,PAC-L5-3.06,,,,,,,
Fan Coil Unit Checklist,Drains Checklist,Ductwork Checklist,Grille Fit-Off Checklist,folder-with-checklists,,,,PAC-L5-3.07,,,,,,,
,,,,step,,,Fans,,,,,,,,
Fan Checklist,,,,checklist,,,,OAF-G.1,,,,,,,
Fan Checklist,,,,checklist,,,,OAF-5.1,,,,,,,
Fan Checklist,,,,checklist,,,,OAF-5.2,,,,,,,
Fan Checklist,,,,checklist,,,,OAF-5.3,,,,,,,
Fan Checklist,,,,checklist,,,,OAF-5.4,,,,,,,
Fan Checklist,,,,checklist,,,,OAF-5.5,,,,,,,
Fan Checklist,,,,checklist,,,,OAF-5.6,,,,,,,
Fan Checklist,,,,checklist,,,,OAF-5.7,,,,,,,
Fan Checklist,,,,checklist,,,,OAF-5.8,,,,,,,
Fan Checklist,,,,checklist,,,,OAF-5.9,,,,,,,
,,,,step,,,DX Units,,,,,,,,
DX Unit Checklist,Drains Checklist,Ductwork Checklist,Grille Fit-Off Checklist,folder-with-checklists,,,,AC-G.01,,,,,,,
DX Unit Checklist,Drains Checklist,Ductwork Checklist,Grille Fit-Off Checklist,folder-with-checklists,,,,AC-G.02,,,,,,,
DX Unit Checklist,Drains Checklist,Ductwork Checklist,Grille Fit-Off Checklist,folder-with-checklists,,,,AC-G.03,,,,,,,
DX Unit Checklist,Drains Checklist,Ductwork Checklist,Grille Fit-Off Checklist,folder-with-checklists,,,,AC-G.04,,,,,,,
DX Unit Checklist,Drains Checklist,,,folder-with-checklists,,,,CU-G.01,,,,,,,
DX Unit Checklist,Drains Checklist,,,folder-with-checklists,,,,CU-G.02,,,,,,,
,,,,step,,,VAVs,,,,,,,,
VAV Checklist,,,,checklist,,,,VAV-CW-05-18,,,,,,,
VAV Checklist,,,,checklist,,,,VAV-CW-05-19,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
