"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b63fa357-b0e6-4f84-911a-3308766e8586","","folder-normal","work-in-progress","","step","TRUE","FALSE","C1001 - SH2 North - Recovery - 0483 - 0 to 5km"
"b421511f-99bd-4ac4-85ed-3881e14d3d20","","folder-normal","work-in-progress","","step","TRUE","FALSE","C1001 - SH2 North - Recovery - 0483 - 0 to 5km","C1001A - Concrete Pile Underslip"
"cdffc5c7-4286-59b7-bc07-17f1a6fc0e3f","","checklist-flat","work-in-progress","ITP - Ground Improvements (Wick Drains) C1001A - Concrete Pile Underslip","checklist-flat","FALSE","FALSE","C1001 - SH2 North - Recovery - 0483 - 0 to 5km","C1001A - Concrete Pile Underslip","ITP - Ground Improvements (Wick Drains) C1001A - Concrete Pile Underslip"
"da037169-2ed8-40eb-8270-2a63cc8d2bce","","folder-normal","no-status-not-started","","step","TRUE","FALSE","C1002 - SH2 North - Recovery - MORERE MOVEMENT ASSESSMENT - RS0483/RP5 to 10km"
"f13a1837-a1b1-4d9d-85d5-582d3a75a28e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","C1002 - SH2 North - Recovery - MORERE MOVEMENT ASSESSMENT - RS0483/RP5 to 10km","C1002A - Mōrere Hill Culvert (culvert 31)"
"43001382-56b3-4c47-b50f-29f0c63b5fc6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","C1101 - SH2 North - Recovery - 0497 - 0 to 5km"
"d4ebb0f8-0b5c-406f-b648-7a71fd61f6bf","","folder-normal","no-status-not-started","","step","TRUE","FALSE","C1101 - SH2 North - Recovery - 0497 - 0 to 5km","C1101A - Rakaipara Bridge Flooding"
"a1cf8737-01d0-43eb-a913-a6ef749fc5c2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","C1501 - SH2 North - Recovery - MOHAKA HILL UNDERSLIP - RS0562/RP0 to 5km"
"4601f8fa-1a5c-4f86-8bf4-9a12b35eba5e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","C1501 - SH2 North - Recovery - MOHAKA HILL UNDERSLIP - RS0562/RP0 to 5km","C1501A - Mohaka underslip"
"4f910b8f-6365-404d-8460-37abec717d1d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","C1503 - SH2 North - Recovery - MOKAHA VIADUCT - RS0562/RP10 to 15km"
"132e2731-81df-41d5-a3d2-6eb81921f55f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","C1503 - SH2 North - Recovery - MOKAHA VIADUCT - RS0562/RP10 to 15km","C1503A - Mohaka Rail Viaduct"
"b4f644d2-d650-4bba-9e55-38e609e60e8b","","folder-normal","work-in-progress","","step","TRUE","FALSE","C1603 - SH2 North - Recovery - WAIKARI GORGE - RS0577/10 to 15km"
"5293b8cf-896c-4b33-aa77-2e1670bf7952","","folder-normal","no-status-not-started","","step","TRUE","FALSE","C1603 - SH2 North - Recovery - WAIKARI GORGE - RS0577/10 to 15km","C1603A - Waikare Gorge"
"f988d2a6-ae2d-4850-98aa-734fbea89b7b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","C1603 - SH2 North - Recovery - WAIKARI GORGE - RS0577/10 to 15km","C1603B - Waikare Bridge Demolition"
"05c5fa9c-1ad0-475f-843b-a8a18924396b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","C1603 - SH2 North - Recovery - WAIKARI GORGE - RS0577/10 to 15km","C1603C - Waikare Bridge Ford"
"3ec1011f-1374-4965-b014-a59c1833d9f3","","folder-normal","work-in-progress","","step","TRUE","FALSE","C1603 - SH2 North - Recovery - WAIKARI GORGE - RS0577/10 to 15km","C1603D - Waikare Gorge Descent Retaining Wall"
