type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Install Checklist,,,,,,,
section,Details,,,,,,,
checkpoint,Outerframe installed,,,,,,,
checkpoint,Internal Frame Installed,,,,,,,
checkpoint,Installed Plumb and Level,,,,,,,
checkpoint,Fixings spaced as per SD,,,,,,,
checkpoint,Packers Installed Correctly as per SD,,,,,,,
checkpoint,PEF Rod Installed,,,,,,,
checkpoint,Glass Installed,,,,,,,
checkpoint,Glass Wedge Rubber Installed,,,,,,,
checkpoint,Installation Matches SD,,,,,,,
checkpoint,Hardware installed - & working ,,,,,,,
