"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9fb3c1b1-c2c6-4a95-a1d0-4aeee55c937b","","work-in-progress","","folder","TRUE","FALSE","SP1"
"68aec99f-83a2-43e1-bb94-869d2a0bf106","","work-in-progress","","folder","TRUE","FALSE","SP1","Zone 1 North - Stage 1"
"08cb54d1-f029-442c-802e-c6bea84c9211","","work-in-progress","DN1210-003 ITP Earthworks Rev IFC5","checklist","FALSE","FALSE","SP1","Zone 1 North - Stage 1","EAR-DN1210-003-LOT-001-Zone 1 North-A"
"852e5d4b-0ab2-4f3d-9710-c52cbc00d623","","work-in-progress","DN1210-003 ITP Earthworks Rev IFC5","checklist","FALSE","FALSE","SP1","Zone 1 North - Stage 1","EAR-DN1210-003-LOT-002 - Zone 1 North - B"
"6d3fe952-0406-485a-af8c-ee0a8aadf65d","","pass","Ω (DEPRECATED) DN1210-007 ITP Stormwater Rev 0","checklist","FALSE","FALSE","SP1","Zone 1 North - Stage 1","STW-DN1210-007-LOT-001"
"50b4d64a-3837-47fc-b32f-2e279d4af15c","","pass","DN1210-006 ITP Pavement - Type 2 - Rev 2","checklist","FALSE","FALSE","SP1","Zone 1 North - Stage 1","SSD-DN1210-006-LOT-001 - Zone 1-North A- Pavement - Type 2"
"947cff44-4bdc-47a2-85ba-19922a67731d","","pass","Ω (DEPRECATED) DN1210-012 ITP Utilities Rev 1","checklist","FALSE","FALSE","SP1","Zone 1 North - Stage 1","UTL-DN1210-012-LOT-001 - CH2350 UT Road Crossing and CH2338 SL Road Crossing"
"dc833a96-a648-4130-a2f9-a00e8cf54dbf","","work-in-progress","09ac00d22c087c736a867c98f9e9a46ba8e88fd7e120bc80855a2f8d21251a3d","checklist","FALSE","FALSE","SP1","Zone 1 North - Stage 1","UTL-DN1210-012-LOT-003 - RAB Streetlight Ducting"
"4467bd94-0eca-47b6-8320-bc1eba6c42dc","","not-started","DN1210-003 ITP Earthworks - Berm Backfill Rev 0","checklist","FALSE","FALSE","SP1","Zone 1 North - Stage 1","EAR-DN1210-003-Berm Backfill-LOT-001 - Berm Backfill-North A"
"22a5bf75-f010-4147-abab-dc06cec749a4","","no-status-not-started","","folder","TRUE","FALSE","SP1","Zone 1 North - Stage 2"
"54ce3462-e3f0-4f3f-a0c0-06eb197a5fb1","","work-in-progress","","folder","TRUE","FALSE","SP1","Zone 1 South - Stage 1"
"eb8efafc-55ed-4da0-8008-e19d22e257b1","","work-in-progress","DN1210-003 ITP Earthworks Rev IFC5","checklist","FALSE","FALSE","SP1","Zone 1 South - Stage 1","EAR-DN1210-003-LOT-003 - Zone 1 South"
