"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9fb3c1b1-c2c6-4a95-a1d0-4aeee55c937b","","work-in-progress","","folder","TRUE","FALSE","SP1"
"68aec99f-83a2-43e1-bb94-869d2a0bf106","","work-in-progress","","folder","TRUE","FALSE","SP1","Zone 1 North - Stage 1"
"26c29082-581f-416a-be50-c5ce958350b3","","pass","Ω (DEPRECATED) DN1210-008 ITP Noisewall 1 Rev 1","checklist","FALSE","FALSE","SP1","Zone 1 South - Stage 1","LSC-DN1210-008-LOT-001 - Noise Wall 1"
"5436765a-81dd-4e4d-aae8-041da0af8f12","","work-in-progress","DN1210-003 ITP Earthworks Rev IFC5","checklist","FALSE","FALSE","SP1","Zone 1 South - Stage 1","EAR-DN1210-003-LOT-007 - Z1-South-Underpass Stage 1"
"c1f60cec-6d52-44b6-b2bf-57b097cb85fa","","work-in-progress","DN1210-007 ITP Stormwater Rev 0","checklist","FALSE","FALSE","SP1","Zone 1 South - Stage 1","STW-DN1210-007-LOT-003"
"7b87ca5a-3d6d-4d58-8d56-871f9683859d","","work-in-progress","DN1210-009 ITP Underpass Rev 0","checklist","FALSE","FALSE","SP1","Zone 1 South - Stage 1","CON-DN1210-009-LOT-001 - Stage 1 underpass"
"c095d0dd-1a57-4bad-a847-456191f7e015","","work-in-progress","09ac00d22c087c736a867c98f9e9a46ba8e88fd7e120bc80855a2f8d21251a3d","checklist","FALSE","FALSE","SP1","Zone 1 South - Stage 1","UTL-DN1210-012-LOT-002 - Underpass Streetlight Ducting"
"2dde5329-b3d6-4365-ac38-ae6c57a50a1c","","work-in-progress","DN1210-012 ITP Utilities Rev 1","checklist","FALSE","FALSE","SP1","Zone 1 South - Stage 1","UTL-DN1210-012-LOT-004 - CH2185 Utility Road Crossing Ducts (Part 1)"
"a2278d22-14aa-4b96-a28e-0cbf8226d4da","","pass","DN1210-012 ITP Utilities Rev 1","checklist","FALSE","FALSE","SP1","Zone 1 South - Stage 1","UTL-DN1210-012-LOT-005 - CH2218 Streetlight Road Crossing Ducts"
"4aa3b131-383e-452f-adb6-9e09d0866e22","","work-in-progress","DN1210-003 ITP Earthworks Rev IFC5","checklist","FALSE","FALSE","SP1","Zone 1 South - Stage 1","EAR-DN1210-003-LOT-009 - Earthworks Lot 2"
"63b399de-a404-44df-9659-bdfbad9fa742","","not-started","DN1210-003 ITP Earthworks Rev IFC5","checklist","FALSE","FALSE","SP1","Zone 1 South - Stage 1","EAR-DN1210-003-LOT-010 - Earthworks Lot 3- Redwood Leg (South)"
"33c9537a-9ee5-42cd-92d1-88287ca39487","","no-status-not-started","","folder","TRUE","FALSE","SP1","Zone 1 South - Stage 2"
"10069e63-bb08-43cf-b3ca-ce6f442ff259","","pass","","folder","TRUE","FALSE","SP1","Zone 2 North - Stage 1"
"9fe0f76b-8272-4ba4-8cc8-f841814c6001","","pass","Ω (DEPRECATED) DN1210-016 ITP Fencing Rev 1","checklist","FALSE","FALSE","SP1","Zone 2 North - Stage 1","LSC-DN1210-016-LOT-001 - Timber Boundary fence Zone 2"
"513b11b2-a128-47d5-a59f-676fbd832318","","no-status-not-started","","folder","TRUE","FALSE","SP1","Zone 2  North - Stage 2"
"c50fa0f6-826b-466a-861e-7db451d565a4","","no-status-not-started","","folder","TRUE","FALSE","SP1","Zone 2 South - Stage 1"
"6102a380-3384-44db-8fc0-eac8904872c8","","no-status-not-started","","folder","TRUE","FALSE","SP1","Zone 2  South - Stage 2"
"af1ab094-f603-4a07-acdd-c9ed7e85e21c","","work-in-progress","","folder","TRUE","FALSE","SP1","Zone 3 North - Stage 1"
"c445f336-9023-4ed1-8aee-142feb8de425","","work-in-progress","DN1210-003 ITP Earthworks Rev IFC5","checklist","FALSE","FALSE","SP1","Zone 3 North - Stage 1","EAR-DN1210-003 -LOT -004 - Earthworks Zone 3"
"e4d7137f-a216-4e33-a869-7b1fa74eb797","","not-started","DN1210-003 ITP Earthworks Rev IFC5","checklist","FALSE","FALSE","SP1","Zone 3 North - Stage 1","EAR-DN1210-003-LOT-008 - Zone 3 North Earthworks"
"69efefac-ea1f-4c6e-8286-d171830d5a30","","no-status-not-started","","folder","TRUE","FALSE","SP1","Zone 3 North - Stage 2"
"a76bc87e-3598-42fb-9005-406afce44672","","no-status-not-started","","folder","TRUE","FALSE","SP1","Zone 3 South - Stage 1"
"3349b32e-7b51-4d47-a9b2-91c3bd36e25e","","work-in-progress","","folder","TRUE","FALSE","SP2"
"c109507c-ce71-42e2-a888-ac5c780e9456","","work-in-progress","","folder","TRUE","FALSE","SP2","Stage 1"
"ece4cd9b-9325-4c9f-a131-a929c420c19e","","work-in-progress","DN1210-SP2-003 ITP Northern Access & Carpark Earthworks Rev 1","checklist","FALSE","FALSE","SP2","Stage 1","EAR-DN1210-SP2-003-LOT-001 - First half"
"2f70aabc-d43f-4287-9745-c1998fbc6055","","no-status-not-started","","folder","TRUE","FALSE","SP2","Stage 2"
"9185d27f-5390-4179-8988-2d795e17b979","","no-status-not-started","","folder","TRUE","FALSE","SP2","Stage 3"
"6bf41f99-cb39-4aae-8547-b82fce0c5b11","","no-status-not-started","","folder","TRUE","FALSE","SP2","Stage 4"
"f28b5ec9-d0d7-4fe6-bf76-c259a91de598","","no-status-not-started","","folder","FALSE","FALSE","Variations"
