"ID","Status","Subject","Customer Account","Updated","Requester","Requested","Priority","SLA"
"34043","New","Activate deep archived project National Tiles NSW > N1889 - LOT 454 BATEMAN STREET SCHOFIELDS","","2024-06-28 10:41","CONQA","2024-06-28 10:41","Normal","2024-07-03 10:41"
"34042","New","Activate deep archived project National Tiles NSW > N1887 - LOT 5132 (52) STOCKHORSE AVE, BOX HILL","","2024-06-28 10:41","CONQA","2024-06-28 10:41","Normal","2024-07-03 10:41"
"34041","New","Activate deep archived project National Tiles NSW > N1886 - Lot 260 No.15 Pony Street BOX HILL","","2024-06-28 10:41","CONQA","2024-06-28 10:41","Normal","2024-07-03 10:41"
"34040","New","Activate deep archived project National Tiles NSW > N1881 - LOT 4147 ELARA BOULEVARD, MARSDEN PARK // 7858490","","2024-06-28 10:41","CONQA","2024-06-28 10:41","Normal","2024-07-03 10:41"
"34039","New","Activate deep archived project National Tiles NSW > N1877 - LOT 15 (92) WESTMINSTER ST, SCHOFIELDS NSW 2762","","2024-06-28 10:41","CONQA","2024-06-28 10:41","Normal","2024-07-03 10:41"
"34038","New","Activate deep archived project National Tiles NSW > N1871 - LOT 11 MUSTANG AVE, BOX HILL","","2024-06-28 10:41","CONQA","2024-06-28 10:41","Normal","2024-07-03 10:41"
"34037","New","Activate deep archived project National Tiles NSW > N1870 // LOT 8015 (9) CAMARERO ST, BOX HILL // 7858953","","2024-06-28 10:41","CONQA","2024-06-28 10:41","Normal","2024-07-03 10:41"
"34036","New","Activate deep archived project National Tiles NSW > N1865 - LOT 442 TREBERTH STREET, COLEBEE // 7762170","","2024-06-28 10:41","CONQA","2024-06-28 10:41","Normal","2024-07-03 10:41"
"34035","New","Activate deep archived project National Tiles NSW > N1857 - LOT 67 SEYMOUR RD, THE OAKS // 7792307","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34034","New","Activate deep archived project National Tiles NSW > N1853 - LOT 171 (10) GLENCOE CCT, MARAYLYA","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34033","New","Activate deep archived project National Tiles NSW > N1852 - LOT 1101 (20) WESTERN RD, MEDOWIE NSW 2318","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34032","New","Activate deep archived project National Tiles NSW > N1850- LOT 406 (68) MILBURN CIRCUIT, BOOLAROO // 7814024","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34031","New","Activate deep archived project National Tiles NSW > N1847 - LOT 425 TREBERTH STREET, COLEBEE // 7772433","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34030","New","Activate deep archived project National Tiles NSW > N1837 - LOT 227 DARKES RD, KEMBLA GRANGE // 7915670","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34029","New","Activate deep archived project National Tiles NSW > N1836 - LOT 39 (38) PORTMARNOCK CLOSE, MEDOWIE","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34028","New","Activate deep archived project National Tiles NSW > N1836 - LOT 39 (38) PORTMARNOCK CLOSE MEDOWIE","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34027","New","Activate deep archived project National Tiles NSW > N1832 - LOT 209 (39) INDIA PARADE, ROUSE HILL","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34026","New","Activate deep archived project National Tiles NSW > N1831 - LOT 217 BLAZER ST, BOX HILL // 7976949","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34025","New","Activate deep archived project National Tiles NSW > N1827 - LOT 7 JEMIMA STREET, RIVERSTONE//7937608","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34024","New","Activate deep archived project National Tiles NSW > N1826 - LOT 218 (11) BIMBADEEN WAY GLENMORE PARK","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34023","New","Activate deep archived project National Tiles NSW > N1825- LOT 4242 APPLEBERRY ST, MARSDEN PARK","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34022","New","Activate deep archived project National Tiles NSW > N1823 - LOT 6180 (53) BRACKEN DRIVE, DENHAM COURT","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34021","New","Activate deep archived project National Tiles NSW > N1819 - LOT 5099 (63) WOLLAHAN AVE, DENHAM COURT, NSW 2565","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34020","New","Activate deep archived project National Tiles NSW > N1817 - LOT 3062 (24) GRATWICK STREET, BRADBURY","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34019","New","Activate deep archived project National Tiles NSW > N1809 - LOT 719 CORAL VALE DRIVE, WONGAWILLI","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34018","New","Activate deep archived project National Tiles NSW > N1808 - LOT 6051 BRACKEN DRIVE, DENHAM COURT // 7878612","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34017","New","Activate deep archived project National Tiles NSW > N1802 - LOT 184 (125) BARTON ST, OAK FLATS, NSW 2529 //7658070","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34016","New","Activate deep archived project National Tiles NSW > N1800 - LOT 230 (10) CORAKI ROAD, COLBEE","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34015","New","Activate deep archived project National Tiles NSW > N1799 - LOT 4966 (45) GEORGINA CRES MELONBA","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34014","New","Activate deep archived project National Tiles NSW > N1798 - LOT 5350 THOROUGHBRED WAY BOX HILL","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34013","New","Activate deep archived project National Tiles NSW > N1793 - LOT 4777 (6) RIVERINA ST, MARSDEN PARK","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34012","New","Activate deep archived project National Tiles NSW > N1786 - Lot 2 No.3 Burragorang Chase TULLIMBAR, New South Wales","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34011","New","Activate deep archived project National Tiles NSW > N1785 - LOT 3031 BRINDABELLA CRES, SCHOFIELDS // 7859765","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34010","New","Activate deep archived project National Tiles NSW > N1780 - LOT 7211 TALLWOOD AVE, GLENMORE PARK // 7808011","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34009","New","Activate deep archived project National Tiles NSW > N1774 - LOT 5225 (11) DARRABY DRIVE, MOSS VALE NSW 2577","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34008","New","Activate deep archived project National Tiles NSW > N1756 - LOT 346 AMARINA BOULEVARD, COLEBEE // 7865654","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34007","New","Activate deep archived project National Tiles NSW > N1725 LOT 516 LETHBRIDGE ROAD, AUSTRAL","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34006","New","Activate deep archived project National Tiles NSW > N1725 - LOT 516 LETHBRIDE ROAD, AUSTRAL","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34005","New","Activate deep archived project National Tiles NSW > N1725 - LETHBRIDGE ROAD, AUSTRAL","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34004","New","Activate deep archived project National Tiles NSW > N1680 - LOT 17 (4) BROADVIEW CIRCUIT CATTAI","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34003","New","Activate deep archived project National Tiles NSW > N1650 // LOT 1 (43B) WILLOWDALE DRIVE DENHAM COURT","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34002","New","Activate deep archived project National Tiles NSW > N1622 - LOT 2162 (10) BINH BAST BARDIA","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34001","New","Activate deep archived project National Tiles NSW > N1622 - LOT 2162 (10) BINH BA STREET, BARDIA","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"34000","New","Activate deep archived project National Tiles NSW > N1622 - LOT 2162 (10) BINH BA STREET, BARDIA","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33999","New","Activate deep archived project National Tiles NSW > N1600 -LOT 13 (43) CROUDACE ST EDGEWORTH - 10/02/21","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33998","New","Activate deep archived project National Tiles NSW > N1584 - LOT 5058 (54) DARLASTON AVENUE THORNTON (4.2.20)","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33997","New","Activate deep archived project National Tiles NSW > N1464- LOT 3108 (23) ARCHWAY STREET GREGORY HILLS (18.6.19)","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33996","New","Activate deep archived project National Tiles NSW > N1410 - LOT 1 (132) HIGH STREET, WILLOUGHBY","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33995","New","Activate deep archived project National Tiles NSW > N1402 - LOT 218 (10) TERRARA STREET ROUSE HILL (17.7.19)","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33994","New","Activate deep archived project National Tiles NSW > N1402 - LOT 218 (10) TERRARA STREET ROUSE HILL - 01.08.","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33993","New","Activate deep archived project National Tiles NSW > N1390 -LOT 3 (25) PARROTT STREET BOOLAROO (24.6.19)","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33992","New","Activate deep archived project National Tiles NSW > N1389- LOT 2 (25) PARROTT STREET BOOLAROO (24.6.19)","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33990","New","Activate deep archived project National Tiles NSW > N1388- LOT 1 (25) PARROTT STREET BOOLAROO (24.6.19)","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33989","New","Activate deep archived project National Tiles NSW > N1319 - LOT 12 (10) KETCH STREET, SCHOFIELDS, (28.04)","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33988","New","Activate deep archived project National Tiles NSW > N0538 - LOT 8 (13) STRINGYBARK DR, WILTON","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33987","New","Activate deep archived project National Tiles NSW > N - N1485 - LOT 1030 (32) EUROPA STREET BOX HILL (17.12.19)","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33986","New","Activate deep archived project National Tiles NSW > N - 703921 - LOT 9 (121) BOUNDARY ROAD SCHOFIELDS (20.1.20)","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33985","New","Activate deep archived project National Tiles NSW > METRICON - LOT 1727 (3) MORAN PARKWAY, NORTH ROTHBURY","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33984","New","Activate deep archived project National Tiles NSW > METRICON - LOT 311 THIRLMERE WAY, THIRLMERE","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33983","New","Activate deep archived project National Tiles NSW > METRICON - LOT 215 (31) BOLIN STREET, SCHOFIELDS","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33982","New","Activate deep archived project National Tiles NSW > METRICON - LOT 212 (52) PITT STREET","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33981","New","Activate deep archived project National Tiles NSW > METRICON - LOT 210 (21) BOLIN STREET, SCHOFIELDS","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33980","New","Activate deep archived project National Tiles NSW > Metricon - LOT 33 (5) NALLADA PLACE, BEECROFT","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33979","New","Activate deep archived project National Tiles NSW > METRICON - LOT 3 FULLERS ROAD, CHASTWOOD WEST","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33978","New","Activate deep archived project National Tiles NSW > METRICON - LOT 2 RESERVOIR ROAD OURIMBAH","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33977","New","Activate deep archived project National Tiles NSW > Metricon - LOT 2 (22) FLETCHER STREET, GLENBROOK","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33976","New","Activate deep archived project National Tiles NSW > MET - LOT 223 (8) BUBALO DRV, WARRIEWOOD","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33975","New","Activate deep archived project National Tiles NSW > M706673 - LOT 17 (23) PALMERSTON ROAD WAITARA","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33974","New","Activate deep archived project National Tiles NSW > M-688584 -LOT 234 (15) PATEL ST ROUSE HILL (28.6.19)","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33973","New","Activate deep archived project National Tiles NSW > M- N1442 - LOT 121 LOCKHEED DR, SCHOFLIELDS (17.03)","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33972","New","Activate deep archived project National Tiles NSW > M- LOT 9 (7) KETCH STREET SCHOFIELDS","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33971","New","Activate deep archived project National Tiles NSW > M- 706145 - LOT 5 WENTWORTH AVE, WAITARA NSW","","2024-06-28 10:40","CONQA","2024-06-28 10:40","Normal","2024-07-03 10:40"
"33970","New","Activate deep archived project National Tiles NSW > M- 702455 -LOT 10 (9) YARRABUNG RD, ST IVES ( 19.03.20)","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33969","New","Activate deep archived project National Tiles NSW > M- 699257 - LOT 5118 SETTLERS BOULEVARD, CHISHOLM (07.04)","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33968","New","Activate deep archived project National Tiles NSW > M -LOT 4588 (4) (UB) WARBURTON ST, CHIFLEY NSW 2036 - 25.08.20","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33967","New","Activate deep archived project National Tiles NSW > m -713903 - Lot 766 (34) EVERGREEN DRIVE ORAN PARK NSW 2570 01.06.21","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33966","New","Activate deep archived project National Tiles NSW > M -709703 - LOT 4036 CRABAPPLE ST, MARSDEN PARK // 7898629","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33965","New","Activate deep archived project National Tiles NSW > M -696948 - LOT 48 (33) PIDDINGTON STREET THE PONDS (27.6.19)","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33964","New","Activate deep archived project National Tiles NSW > M -695916 - LOT 3 DALMATIA AVENUE EDMONDSTON PARK ( 24.6.19)","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33963","New","Activate deep archived project National Tiles NSW > M -695572 LOT 72 (4) JANET STREET FIGTREE (25.6.19)","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33962","New","Activate deep archived project National Tiles NSW > M -695572 LOT 72 (4) JANET STREET FIGTREE ( 25.6.19)","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33961","New","Activate deep archived project National Tiles NSW > M -693128 LOT 620 (72) PARKER CRESCENT BERRY (25.6.19)","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33960","New","Activate deep archived project National Tiles NSW > M -692552 - LOT D(UNIT B) 9 PORTLAND PL NEW LAMBTON (24.6.19)","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33959","New","Activate deep archived project National Tiles NSW > M -692551 - LOT D (UA/9) PORTLAND PL, NEW LAMBTON (24.6.19)","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33958","New","Activate deep archived project National Tiles NSW > M -689957 - LOT 3079 (6) DYMOCK DRIVE CALDERWOOD (24.6.19)","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33957","New","Activate deep archived project National Tiles NSW > M - N1649 - LOT 19 BOOLAVIGU (18.03.20)","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33956","New","Activate deep archived project National Tiles NSW > M - N1326 - LOT 5630 (60) PATRIDGE ST MARSDEN PARK (5.12.19)","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33955","New","Activate deep archived project National Tiles NSW > M - LOT D (7) AUSTRALIA STREET, MERRYLANDS NSW 2160 - 17.08.2020","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33954","New","Activate deep archived project National Tiles NSW > M - LOT C (21) THOMPSON STREET, GLADESVILLE NSW 2111","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33953","New","Activate deep archived project National Tiles NSW > M - LOT B DEVON STREET, NORTH EPPING NSW 2121","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33952","New","Activate deep archived project National Tiles NSW > M - LOT 7216 (58) SHALE HILL DRV, GLENMORE PARK","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33951","New","Activate deep archived project National Tiles NSW > M - LOT 7074 (17) MANTIS CIRCUIT, LEPPINGTON NSW 2179 - 15.09.2020","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33950","New","Activate deep archived project National Tiles NSW > M - LOT 7067 (3) MANTIS CIRCUIT, LEPPINGTON NSW 2179 - 08.07.20","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33949","New","Activate deep archived project National Tiles NSW > M - LOT 7062 (25) MEADOW GRASS CIR, LEPPINTON NSW 2179 - 22.07.20","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33948","New","Activate deep archived project National Tiles NSW > M - LOT 7060 (50) MEADOW GRASS CIR, LEPPINGTON NSW 2179 - 06.08.2020","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33947","New","Activate deep archived project National Tiles NSW > M - LOT 6117 (14) SHALE HILL DRIVE, GLENMORE PARK","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33946","New","Activate deep archived project National Tiles NSW > M - LOT 5603 (27) LARKHAM ST ORAN PARK - 27.07.2020","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33945","New","Activate deep archived project National Tiles NSW > M - LOT 5602 (86) POWER RIDGE, ORAN PARK NSW 2570 - 31.07.2020","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33944","New","Activate deep archived project National Tiles NSW > M - LOT 5157 (21) HACKNEY AVENUE, BOX HILL NSW 2765 - 26.06.20","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33943","New","Activate deep archived project National Tiles NSW > M - LOT 5151 (9) HACKNEY AVENUE BOX HILL NSW 2765 - 14.09.2020","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33942","New","Activate deep archived project National Tiles NSW > M - LOT 5127 (17) BRETON ST, BOX HILL NSW 2765","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33941","New","Activate deep archived project National Tiles NSW > M - LOT 5124 (7) ARKINSTALL ST, GLEDSWOOD HILLS","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33940","New","Activate deep archived project National Tiles NSW > M - LOT 5110 (4) COOMBER ST, GLEDSWOOD HILLS - 16.02.21","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33939","New","Activate deep archived project National Tiles NSW > M - LOT 5093 FAIRVIEW DRIVE, DENHAM COURT NSW 2565 - 07.09.2020","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33938","New","Activate deep archived project National Tiles NSW > M - LOT 5067 (18) FLUSKEY STREET, DENHAM COURT NSW 2565 - 13.08.2020","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33937","New","Activate deep archived project National Tiles NSW > M - LOT 5026 (22) PRICE RIDGE, LEPPINGTON NSW 2179 - 30.06.20","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33936","New","Activate deep archived project National Tiles NSW > M - LOT 5003 (1) MCGLINCHEY CRES, THORNTON NSW 2322 - 05.08.20","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33935","New","Activate deep archived project National Tiles NSW > M - LOT 4706 (8) PENNEWARD ST, MARSDEN PARK NSW 2765 - 09.09.2020","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33934","New","Activate deep archived project National Tiles NSW > M - LOT 4588 (4) (UA) WARBURTON ST, CHIFLEY NSW 2036 - 21.08.20","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33933","New","Activate deep archived project National Tiles NSW > M - LOT 4360 (33-35) MOYENGULLY AVE, MOUNT ANNAN NSW 2567 - 16.09.2020","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33932","New","Activate deep archived project National Tiles NSW > M - LOT 4253 (37) PEPPERBERRY PDE, MARSDEN PARK","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33931","New","Activate deep archived project National Tiles NSW > M - LOT 4131 (8) ALLINSON STREET, GLEDSWOOD HILLS NSW 2557 - 25.06.20","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33930","New","Activate deep archived project National Tiles NSW > M - LOT 4040 (10) EMILA ROAD, KEMBLA GRANGE NSW 2526 - 01.12.2020","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33929","New","Activate deep archived project National Tiles NSW > M - LOT 3511 (143) ROSEDALE CIR, CARNES HILL NSW 2171 - 20.08.20","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33928","New","Activate deep archived project National Tiles NSW > M - LOT 3511 (143) ROSEDALE CIR, CARNES HILL NSW 2171 - 20.08.020","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33927","New","Activate deep archived project National Tiles NSW > M - Lot 3416 (11) BOTTLEBRUSH DRIVE CALDERWOOD NSW 2527 - 30.11.2020","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33926","New","Activate deep archived project National Tiles NSW > M - Lot 3301 (67) TALLEYRAND CIRCUIT GRETA NSW 2334 - 12.10.2020","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33925","New","Activate deep archived project National Tiles NSW > M - LOT 3200 (14) FONTANA ST, CHISOLM","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33924","New","Activate deep archived project National Tiles NSW > M - LOT 3171 (27) STILLWATER PARADE, CHISHOLM NSW 2322 - 25.06.20","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33923","New","Activate deep archived project National Tiles NSW > M - LOT 3139 (16) MEADOWHAWK ST, CHISHOLM NSW 2322 - 23.06.20","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33922","New","Activate deep archived project National Tiles NSW > M - LOT 3124 (1) STILLWATER PARADE, CHISHOLM NSW 2322","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33921","New","Activate deep archived project National Tiles NSW > M - Lot 3105 (291) SETTLERS BOULEVARD CHISHOLM NSW 2322","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33920","New","Activate deep archived project National Tiles NSW > M - LOT 3054 (11) ANNEAR STREET, BOX HILL NSW 2765 - 25.09.2020","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33919","New","Activate deep archived project National Tiles NSW > M - LOT 3023 (109) ARMOURY ROAD, LLANDILO NSW 2747 - 26.09.2020","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33918","New","Activate deep archived project National Tiles NSW > M - LOT 2206 (538) BRUCE FERGUSON AVE, BARDIA","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33917","New","Activate deep archived project National Tiles NSW > M - LOT 2164 (15) SILSTONE STREET, BOX HILL NSW 2765 - 02.12.2020","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33916","New","Activate deep archived project National Tiles NSW > M - LOT 2110 (3) RYDER AVENUE ORAN PARK NSW 2570 - 23.09.2020","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33915","New","Activate deep archived project National Tiles NSW > M - LOT 2107 TALLEYRAND CIRCUIT, GRETA NSW 2334 - 01.09.2020","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33914","New","Activate deep archived project National Tiles NSW > M - LOT 2074 (60) PAUL CULLEN DR BARDIA (8.10)","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33913","New","Activate deep archived project National Tiles NSW > M - LOT 2012 (49) DRAGONFLY DRIVE, CHISHOLM NSW 2322","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33912","New","Activate deep archived project National Tiles NSW > M - LOT 2009 (17) ANCHORAGE PARADE, SHELL COVE NSW 2529 - 30.11.2020","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33911","New","Activate deep archived project National Tiles NSW > M - LOT 1823 (32) SPARMAN CRESCENT, KINGS LANGLEY NSW 2147 - 18.08.20","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
"33910","New","Activate deep archived project National Tiles NSW > M - LOT 1802 (70) BANFIELD DRIVE, ORAN PARK NSW 2570 - 01.12.2020","","2024-06-28 10:39","CONQA","2024-06-28 10:39","Normal","2024-07-03 10:39"
