Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,
9fa069fb-6f4b-4ca8-8b00-8425942dada3,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Basement,Common areas,Store,Handover,H - R - Handover
70679eb5-4e7c-4854-ac92-ec67106b4d57,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Basement,Common areas,Lobby 1 Grids 02/04 - C/E,Handover,H - R - Handover
645d6d0b-7fa4-4f48-bfb0-62380911720f,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Basement,Common areas,Vertical Riser,Handover,H - R - Handover
819eefc3-e3b0-44a4-ba2f-ab4f7d03020b,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Basement,Common areas,Bin Storage,Handover,H - R - Handover
12734093-700b-458e-88a8-151b2c190a7c,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Basement,Common areas,Lobby 2 Grids 06/07 - C/E,Handover,H - R - Handover
a4cf7ee5-bed0-4be1-9436-a016c0bbe9eb,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Basement,Common areas,Stair,Handover,H - R - Handover
5a4c9675-bfae-4406-801a-8a671ace5aa3,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Ground Level,Apartments,G30,Handover,H - R - Handover
43709130-86f0-41e8-943d-b41f3ea75e98,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Ground Level,Apartments,G31,Handover,H - R - Handover
86a70a64-43cf-4269-89be-24d107f37b8b,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Ground Level,Apartments,G32,Handover,H - R - Handover
527e01d7-f3b6-4358-adc1-7346f82d8122,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Ground Level,Apartments,G33,Handover,H - R - Handover
4c47e962-9fdd-4f00-8efc-db5e1e3023dc,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Ground Level,Apartments,G34,Handover,H - R - Handover
04ec542b-cc07-4fec-966c-8d1bd803c1c5,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Ground Level,Apartments,G35,Handover,H - R - Handover
2619c2aa-af5e-4d05-b5af-32e4c29b77da,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Ground Level,Apartments,G36,Handover,H - R - Handover
fd4c0153-22da-45e3-b529-f92eceb43324,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Ground Level,Apartments,G37,Handover,H - R - Handover
15aa9901-c158-4ed1-b93e-59739dae039c,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Ground Level,Apartments,G38,Handover,H - R - Handover
982943d5-4a23-4361-9991-20e8727a4c57,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Ground Level,Apartments,G39,Handover,H - R - Handover
397ed594-23b8-473f-b9c2-767a7b7cf476,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Ground Level,Service Areas,Vertical Riser,Handover,H - R - Handover
0cc76246-39bc-4dc2-821f-03dfa6753b15,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Ground Level,Service Areas,MSB,Handover,H - R - Handover
26d0f8bf-68da-4ed3-bcb4-2c1241be38f6,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Ground Level,Service Areas,COMMS,Handover,H - R - Handover
314a4c93-765b-4730-84f0-36648668b125,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Ground Level,Common Areas,Entrance,Handover,H - R - Handover
1570bebd-401e-4627-845b-4993185c90a9,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Ground Level,Common Areas,Hallway Grids A-E,Handover,H - R - Handover
f722f17e-224a-4f54-baa1-ab0787a690e0,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Ground Level,Common Areas,Hallway Grids E-H,Handover,H - R - Handover
57eff3e7-5463-423c-ac8b-9348ea46ce1f,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Ground Level,Common Areas,Hallway Grids 01-05,Handover,H - R - Handover
463e73a1-5786-4c8e-83ab-3303b26eb7ce,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Ground Level,Common Areas,Hallway Grids 06-08,Handover,H - R - Handover
ba9e63cf-319a-4e6a-860c-3093de177d16,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,Ground Level,Common Areas,Stair,Handover,H - R - Handover
750b806a-c07b-40c7-a04e-ab7586953670,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,First Level,Apartments,130,Handover,H - R - Handover
def4d754-ca7f-4b73-8725-529444acbdd9,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,First Level,Apartments,131,Handover,H - R - Handover
4028293d-388a-4592-80f0-b76b9fb265db,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,First Level,Apartments,132,Handover,H - R - Handover
2fd65efb-55f1-47ef-a594-3cd1cb96f7e5,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,First Level,Apartments,133,Handover,H - R - Handover
11c93689-ba78-4dc6-aa3b-5dc8825d3a5c,,checklist-flat,not-started,H - R - Handover,checklist-flat,FALSE,FALSE,B05,Fitout,First Level,Apartments,134,Handover,H - R - Handover
