"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"42db4b50-7dba-4268-bf97-28f8db411b04","","folder-normal","","","step","TRUE","FALSE","Earthwork"
"c0c9c2cf-c297-4d69-a018-438f06c1e9f2","","folder-normal","","","step","TRUE","FALSE","Foundation"
"16f89403-578a-43d1-995a-2bc090984245","","folder-normal","","","step","TRUE","FALSE","ITS"
"5aff222f-63ec-4ca0-9d91-a1c1806f6283","","folder-normal","","","step","TRUE","FALSE","Lanscaping"
"4a30f47d-73cd-48c5-9682-7bc3bef58360","","folder-normal","","","step","TRUE","FALSE","Pavement"
"f5404cb1-8c50-4545-b705-556f8609c4d4","","folder-normal","","","step","TRUE","FALSE","Road Furniture"
"89b60c5a-857e-45b4-adf3-01375897cd8b","","folder-normal","","","step","TRUE","FALSE","Sign & Pavement Marking"
"0653a4d9-3011-41e1-bbb7-796d146b0946","","folder-normal","","","step","TRUE","FALSE","Stormwater"
"7ad457b9-fbaa-4fce-8b60-ead345b09fa9","","folder-normal","","","step","TRUE","FALSE","Utility"
"4aa083e7-de7b-4abc-848c-49d55789d041","","folder-normal","","","step","TRUE","FALSE","Non Conformances"
"a8e0ac92-7c7d-4679-a752-52ace0b5aa72","","checklist-flat","","NCR Checklist","checklist-flat","FALSE","FALSE","Non Conformances","NCR No:testing"
