"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ba209ed3-06a6-4ee5-a2da-6e291ddc605b","","no-status-started","Ω (DEPRECATED) SYS - PT - Job Details (v0)","checklist","FALSE","FALSE","Job Details"
"d249dd1d-71c4-45e9-8094-db653d0d82fe","","work-in-progress","","folder","FALSE","FALSE","Health & Safety"
"6b0f2889-6a2e-4b95-a603-d74ef116db27","","no-status-started","SYS - PT - Prestart H&S Documents","checklist","FALSE","FALSE","Health & Safety","Prestart H&S Documents"
"9da2af95-97f4-489a-9714-bed943571b22","","work-in-progress","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety"
"df9fa333-e23e-47e6-b2e8-abecb9f6283b","","work-in-progress","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks"
"9eaa6718-3184-40a3-bbae-d78ed213abb9","","work-in-progress","H&S - Toolbox Minutes","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks","Toolbox Minutes 29/05/25"
"4f6a464f-6d11-4fdc-aaf6-00222ec6a8a0","","work-in-progress","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections"
"45375428-8697-4b2b-9656-0f7682643e86","","work-in-progress","H&S - Site Safety Inspection","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","H&S - Site Safety Inspection 29.05.25"
"b94ec61f-572a-4d81-98ac-0f8df87b0830","","not-started","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Accident/Incident Reports"
"2bfa520e-004c-4a29-a629-23c92e7fa625","","not-started","H&S - Accident / Incident Full Report","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Accident/Incident Reports","H&S - Accident and Incident Full Report"
"3b1115c5-a728-477d-aa93-0f10005f2b9f","","work-in-progress","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis"
"a3ccb607-6368-4ee4-a5ff-b2763c176458","","work-in-progress","H&S - Task Analysis","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis","Task Analysis 14.05.25"
"ef530c85-ee86-4ba2-a91b-ebbb5f40c83f","","work-in-progress","H&S - Task Analysis","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Task Analysis","Task Analysis-26-06-25"
"10373328-80d4-4248-b239-a3dcc5a3d303","","work-in-progress","","folder","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Pre-starts"
"fec8f6cb-01d4-4959-8ad2-7fd05286bf8d","","work-in-progress","Daily Pre-Start Safety Briefing","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Pre-starts","Daily Pre-Start Safety Briefing 27.06.25"
"5b389a61-ea8b-4559-8819-9b4e74a79e83","","work-in-progress","","folder","TRUE","FALSE","QA"
"eed5e64e-428c-4575-82e0-865507db9ef7","","work-in-progress","QA - Coloursteel Roofing Checklist","checklist","FALSE","FALSE","QA","Coloursteel Roofing"
"732ffcbc-8fc0-4a87-b684-8e8c9a4827db","","work-in-progress","QA - Installation of netting","checklist","FALSE","FALSE","QA","QA - Installation of netting 27/05/25"
"b6211276-d16a-48e7-adac-9b344f181ae5","","no-status-not-started","","folder","TRUE","FALSE","Variations"
"6fef17e9-6a9c-411b-a10e-a735eb61d31b","","no-status-not-started","","folder","TRUE","FALSE","Variations","Thu Jun 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"a9db5ef6-7b22-4420-a7a4-2adfbf1bea6e","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sat Jul 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"38f67795-83f3-4523-b15b-cdf6f4159c01","","no-status-not-started","","folder","TRUE","FALSE","Variations","Tue Aug 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"1345bf58-2afa-4d49-8943-a47cb9010b99","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Sep 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"cda21392-3791-4c78-a1ec-3f252b0a23c2","","no-status-not-started","","folder","TRUE","FALSE","Variations","Sun Oct 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"ab7e6eb6-db26-400b-a759-256833e563bb","","no-status-not-started","","folder","TRUE","FALSE","Variations","Wed Nov 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"3cf7de95-57e1-4c03-a5e1-253800a89a5c","","no-status-not-started","","folder","TRUE","FALSE","Variations","Fri Dec 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time)"
"c85543bf-536c-4af4-9af3-f5b6b22a518f","","no-status-not-started","","folder","TRUE","FALSE","Delays / Damages"
