"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Stage 1"
,"Scope",,
,"Rows"
,,"Stage 1","dynamic","stage 1"
,"Columns"
,,"Opening Wrapped & Prepared Correctly",,"opening wrapped & prepared correctly"
,,"Weather Seals As Per Shop Drawing (provide photo reference)",,"weather seals as per shop drawing (provide photo reference)"
,,"Installed / Fixed As Per Shop Drawings",,"installed / fixed as per shop drawings"
,,"Airseals Completed",,"airseals completed"
,,"Site Glazing Completed - Viridian Glass",,"site glazing completed - viridian glass"
,,"Trade Clean",,"trade clean"
,,"Wights - Sign Off",,"wights - sign off"

"Stage 2"
,"Scope",,
,"Rows"
,,"Stage 2","dynamic","stage 2"
,"Columns"
,,"Opening Wrapped & Prepared Correctly",,"opening wrapped & prepared correctly"
,,"Weather Seals As Per Shop Drawing (provide photo reference)",,"weather seals as per shop drawing (provide photo reference)"
,,"Installed / Fixed As Per Shop Drawings",,"installed / fixed as per shop drawings"
,,"Airseals Completed",,"airseals completed"
,,"Site Glazing Completed - Viridian Glass",,"site glazing completed - viridian glass"
,,"Trade Clean",,"trade clean"
,,"Wights - Sign Off",,"wights - sign off"

"Stage 3"
,"Scope",,
,"Rows"
,,"Stage 3","dynamic","stage 3"
,"Columns"
,,"Opening Wrapped & Prepared Correctly",,"opening wrapped & prepared correctly"
,,"Weather Seals As Per Shop Drawing (provide photo reference)",,"weather seals as per shop drawing (provide photo reference)"
,,"Installed / Fixed As Per Shop Drawings",,"installed / fixed as per shop drawings"
,,"Airseals Completed",,"airseals completed"
,,"Site Glazing Completed - Viridian Glass",,"site glazing completed - viridian glass"
,,"Trade Clean",,"trade clean"
,,"Wights - Sign Off",,"wights - sign off"

