"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b688d8ff-a766-4825-b360-6c2eb623d51b","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"91a34d98-2806-4a67-9084-6605313a2498","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)"
"2710b7ac-77ee-4f01-af4c-9b5cc6077912","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 51"
"9bc5e587-3728-4e76-8a0c-f75e3adc0d57","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 51","Ground Floor"
"8ca17e1b-d284-4b81-9361-f773d3727bf5","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 51","Ground Floor","Lobby"
"06d96ef5-6074-4264-a9b6-525c374e892e","","not-started","Internal Tiling checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Zone 51","Ground Floor","Lobby","Internal Tiling"
"a096e808-ebbd-40d9-80a5-e3f2467cfce0","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 52"
"f4e880ad-7607-4ee8-b38e-abf267436061","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 52","Lower Ground"
"87ea118a-f9ca-412f-afb7-01cb5b6eaf8c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 52","Lower Ground","Entrance"
"bfe36345-5aa9-4719-8f5e-89901722621a","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 53"
"52e3f184-f40f-45fe-bd2e-cdf7897ccc38","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 53","Lower Ground"
"4b33e349-4d89-4c90-93b7-2a5c36507e5b","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 53","Lower Ground","Lobby"
"fc176e20-e2c0-438b-b775-6b3ac8a1236e","","not-started","Internal Tiling checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Zone 53","Lower Ground","Lobby","Internal Tiling"
"a891d655-f609-4a6c-b01f-a514597982c8","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 53","Ground Floor"
"e0e3ab27-9934-45de-a263-dcfeac4f35dd","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 53","Ground Floor","Lobby"
"0b0f1842-bff3-4a47-b514-077f34f80148","","not-started","Internal Tiling checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Zone 53","Ground Floor","Lobby","Internal Tiling"
"da7be759-0fd7-4ecc-8277-930a8eee525f","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 53","Level 02"
"e601c0fd-daab-47d9-aca1-70c08444cbd5","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 53","Level 02","Lobby"
"f8ad0297-4c61-4ae8-bba6-23be80275e7b","","not-started","Internal Tiling checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Zone 53","Level 02","Lobby","Internal Tiling"
"fd92939c-08e8-4cc4-a4c2-4502f690f720","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 54"
"e63e5269-3c17-499b-9526-1d9c9136e0d2","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 54","Ground Floor"
"87398749-5923-4b14-ae08-1367ccd13a92","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 54","Ground Floor","Lobby"
"5973f1f7-0c19-46f5-80e1-677e074198bc","","not-started","Internal Tiling checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Zone 54","Ground Floor","Lobby","Internal Tiling"
"ee386a93-b090-43e0-9e21-b354ca01cd36","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 55"
"42c1fad8-cdb6-4033-8293-1e4bddeeadf9","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 55","Basement 01"
"3143e59c-0563-4b4d-84d2-b0eb1e2f9a81","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 55","Basement 01","Kitchen"
"749ea327-3086-4697-af15-382cca8a8d3d","","not-started","Internal Tiling checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Zone 55","Basement 01","Kitchen","Internal Tiling"
"89b624d8-90c9-4bdb-bd5d-d8fe3209f73f","","not-started","Internal Waterproofing checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Zone 55","Basement 01","Kitchen","Internal Waterproofing"
"9933dd57-b472-4fa6-b0f3-76e55224aa6a","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 56"
"c5d68f85-b2a1-481e-b15c-2a51c1f2e89b","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 56","Lower Ground"
"75fb4634-6085-443b-b0a3-d2586810cfce","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 56","Lower Ground","Lobby"
"1aefb502-3744-4faa-8454-e5823e14df22","","not-started","Internal Tiling checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Zone 56","Lower Ground","Lobby","Internal Tiling"
"03943589-8657-4e4e-bc15-864fd1f323f9","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 56","Lower Ground","Change Place"
"1956e780-9b1c-441c-bee6-c567dbfc1f7a","","not-started","Internal Tiling checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Zone 56","Lower Ground","Change Place","Internal Tiling"
"d41b3726-e06d-4028-a51e-6fb034790b08","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 56","Ground Floor"
"b55d944d-ab3a-4c22-a208-fff2e3f53440","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 56","Ground Floor","Lobby"
"01990b89-03f1-410e-adab-ca761f709d14","","not-started","Internal Tiling checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Zone 56","Ground Floor","Lobby","Internal Tiling"
"b8c06531-78fd-4c2a-8006-8b200a2384aa","","not-started","","folder","TRUE","FALSE","Site QA","Zone A (Building B)","Zone 56","Ground Floor","Change Place"
"67f5f39b-2e46-4bbb-b914-cf6f849f7b8b","","not-started","Internal Tiling checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Zone 56","Ground Floor","Change Place","Internal Tiling"
