"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"85a1a4c0-f8be-481b-b436-bc10343fa65a","","folder-normal","fail","","step","TRUE","FALSE","QA"
"27acf4f8-15aa-4d5b-9f35-68b7be09a911","","folder-normal","fail","","step","TRUE","FALSE","QA","Podium"
"385c4f9f-2a3e-447b-8266-9be5105b178d","","folder-normal","fail","","step","TRUE","FALSE","QA","Podium","Zone 1"
"0ce7cc5e-0115-43de-8f53-d7721dce68c9","","folder-normal","pass","","step","TRUE","FALSE","QA","Podium","Zone 1","B4"
"4e172504-531d-58f6-9d8c-91b5101dbf0e","","checklist-sectioned","pass","b07eb6e202b474aa878f4a093687c2a921f77ab85edfbda76673a27894d3c304","checklist","TRUE","FALSE","QA","Podium","Zone 1","B4","Pits"
"b2d52b02-4439-447e-af5d-d44c204f1b86","","checklist-sectioned","pass","03516f711c10093e755b0c7b413e887df41792d869eeb943d8fa16cfad8724ae","checklist","TRUE","FALSE","QA","Podium","Zone 1","B4","Stormwater BG"
"487d3125-fb8d-5287-9037-8539a4105e25","","checklist-flat","pass","Add Hydraulic Pressure Test Record","checklist-flat","FALSE","FALSE","QA","Podium","Zone 1","B4","Ground water pump Test Record -"
"a4ea78b3-fd58-4560-a480-87c996dfa9f1","","folder-normal","fail","","step","TRUE","FALSE","QA","Podium","Zone 1","B3"
"b56fd473-6071-42e9-96a0-29cc2148bcb7","","checklist-sectioned","pass","2ebbcc31decd76ea0e40c232fcfe16fa3bbf4233ca3f743622185beda473c003","checklist","TRUE","FALSE","QA","Podium","Zone 1","B3","Pits"
"635696e6-788b-4b7a-a552-6bec6bd1c15d","","checklist-sectioned","pass","5c7877ddf3be7eb5df6d62287cf14a8442ea3927c8978e0eccba5c572c8d3f04","checklist","TRUE","FALSE","QA","Podium","Zone 1","B3","Sewer BG"
"9c0fb802-c49c-49f4-b18b-f7966aef8267","","checklist-sectioned","pass","6cd79fb6162fa22504c45fdeb9308b4eea19ef473d2eeb177e94c5f9804f6304","checklist","TRUE","FALSE","QA","Podium","Zone 1","B3","Stormwater BG"
"b0a4ce1e-2ee9-4fb6-8457-a79da557bd7d","","checklist-sectioned","fail","4baf5f48fbcb1818fa0df28e2b58648a71240f3bde9da0db786c8d197eafcb75","checklist","TRUE","FALSE","QA","Podium","Zone 1","B3","Overall Floorplan"
"714d7c24-b790-40d5-b51f-454045e1b69d","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Podium","Zone 1","B2"
"a31e6fc2-8fe2-4578-af8e-dac0edda9a20","","checklist-sectioned","pass","ad38f7bc2972cb1e6673f682e7691eec190b4650875f33c6de35922f557cb018","checklist","TRUE","FALSE","QA","Podium","Zone 1","B2","Slab Penetrations"
"3feef040-a076-4a17-8501-a4e4ba33213f","","checklist-sectioned","not-started","3e7a97d6c35573466e7cd8887509c724672ead79281d6fa57122df527a1d934f","checklist","TRUE","FALSE","QA","Podium","Zone 1","B2","Overall Floorplan"
"ada071d9-674a-43d0-99f2-3ba6ec6dd381","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Podium","Zone 1","B1"
"27460343-c478-479d-b29d-092ba2e0c41d","","checklist-sectioned","pass","1eb0434e22aadd8958f31cea78c5a3634d26b96ea31a97140385bbeb7a9592c3","checklist","TRUE","FALSE","QA","Podium","Zone 1","B1","Slab Penetrations"
"b9c70bf4-87ed-4e2a-bfdc-ace3615e42bd","","checklist-sectioned","work-in-progress","3e7a97d6c35573466e7cd8887509c724672ead79281d6fa57122df527a1d934f","checklist","TRUE","FALSE","QA","Podium","Zone 1","B1","Overall Floorplan"
"8f36660e-817a-4047-bacc-f8d13a5aaa5b","","checklist-sectioned","pass","78d578da727c5106d5ec68411656e7c97ba48a685df269407ba8e4dac51699cb","checklist","TRUE","FALSE","QA","Podium","Zone 1","B1","DDA Toilet"
"ec2a5ece-1f40-4878-b266-cfbbb70f1a31","","folder-normal","pass","","step","TRUE","FALSE","QA","Podium","Zone 1","B1"," Gas meter room"
"baad2c59-30ba-5c94-8596-d6e3cdff4293","","checklist-flat","pass","Add Hydraulic Pressure Test Record","checklist-flat","FALSE","FALSE","QA","Podium","Zone 1","B1"," Gas meter room","Gas Pressure Test Record -T2 Mech boilers"
"827c3da8-0fd2-555f-a39b-7407fca1df7f","","checklist-flat","pass","Add Hydraulic Pressure Test Record","checklist-flat","FALSE","FALSE","QA","Podium","Zone 1","B1"," Gas meter room","Gas  Pressure Test Record -T1 cooktops"
"ad443781-2fae-545e-b04b-5ae1930ef466","","checklist-flat","pass","Add Hydraulic Pressure Test Record","checklist-flat","FALSE","FALSE","QA","Podium","Zone 1","B1"," Gas meter room","Gas Pressure Test Record - T1 DHWP"
"44fc0580-68ee-58fd-a3d4-12eee4afd8af","","checklist-flat","pass","Add Hydraulic Pressure Test Record","checklist-flat","FALSE","FALSE","QA","Podium","Zone 1","B1"," Gas meter room","Gas Pressure Test Record T2 pool boilers"
"045237c8-6b15-5db6-acef-7394d409dc36","","checklist-flat","pass","Add Hydraulic Pressure Test Record","checklist-flat","FALSE","FALSE","QA","Podium","Zone 1","B1"," Gas meter room","Gas Pressure Test Record T2 cooktops"
"deed93d9-d7f1-5be9-b626-667148d99843","","checklist-flat","pass","Add Hydraulic Pressure Test Record","checklist-flat","FALSE","FALSE","QA","Podium","Zone 1","B1"," Gas meter room","Gas Pressure Test Record T1 hotel kitchen, hotel dhwp, hotel mech boilers, hotel show kitchen "
"6286effb-b8b2-475c-afb4-ee20c80985c8","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Podium","Zone 1","B1"," Pump tank room"
"a3bf276c-0986-51fb-b46c-c7c135bd9193","","checklist-flat","pass","Add Hydraulic Pressure Test Record","checklist-flat","FALSE","FALSE","QA","Podium","Zone 1","B1"," Pump tank room","Initial tank fill"
"ed629253-f430-5e9f-adb9-6e86c972ae6d","","checklist-flat","pass","Add Hydraulic Pressure Test Record","checklist-flat","FALSE","FALSE","QA","Podium","Zone 1","B1"," Pump tank room","Hydraulic Pressure Test Record -constant pressure pumps"
"eb07ae5b-d544-5e5e-9e55-631b5efabe43","","checklist-flat","work-in-progress","Cold Water Checklist  (13/08/2020)","checklist-flat","FALSE","FALSE","QA","Podium","Zone 1","B1"," Pump tank room","Cold Water Pressure Pumps"
