"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"47b71af7-6ed7-4ae1-97a2-38bea6c20177","","checklist-flat","not-started","Backing Rubber Replacement","checklist-flat","FALSE","FALSE","Level 05","East Tower","W.05.17.17 (Backing Rubber Replacement)"
"8b768111-a83c-4bdd-a4b1-9f07d09b5714","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 05","East Tower","W.05.18.15"
"c5183c90-afef-4b91-b04d-495cb5ea58d9","","folder-normal","not-started","","step","TRUE","FALSE","Level 05","CW West Tower"
"53043090-2e68-41b4-bfdf-e19534f99b09","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 05","CW West Tower","W.05.25.33A"
"fc84097b-a8a5-449c-a73c-32f27a94b5f6","","folder-normal","not-started","","step","TRUE","FALSE","Level 05","CW East Tower"
"f906ae77-f6b2-4680-b103-05945d24ba8a","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 05","CW East Tower","W.05.13.31A"
"f2007ae5-6903-46d8-b8f3-3f79f365c7f2","","folder-normal","not-started","","step","TRUE","FALSE","Level 06"
"96725f7b-0360-4a85-af38-d8b19b96c5d3","","folder-normal","not-started","","step","TRUE","FALSE","Level 06","West Tower"
"3de0d5a3-3dd6-44df-a571-8787fc87dcb8","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","West Tower","W.06.01.16"
"41697dc6-32aa-456e-b6e7-85a083fe68e6","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","West Tower","W.06.02.18"
"d5eac5c2-f9fc-43fa-9fba-2870ac7d6af4","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","West Tower","W.06.03.2"
"7998a03f-d4c4-4d0d-a891-ed8d603fe3d9","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","West Tower","W.06.04.20"
"01fc2c5d-1b78-4001-95ae-ea68458b20a7","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","West Tower","W.06.05.17"
"06325462-11e0-4474-ab5e-8964d9ddd030","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","West Tower","W.06.20.25"
"25b7e9ed-9e5f-4a4e-b7fe-c25d2069ac43","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","West Tower","W.06.21.16"
"bc18a383-61c9-4197-9222-43195ce0de12","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","West Tower","W.06.22.17"
"493237bb-0485-4497-874f-4fb78934b0dd","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","West Tower","W.06.23.23"
"f2396bdc-b999-4f68-a068-83e583a1490b","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","West Tower","W.06.24.17"
"45881aca-a2ae-43c3-88a1-7217b90ad4c2","","folder-normal","not-started","","step","TRUE","FALSE","Level 06","East Tower"
"d010fd5e-d3e1-4860-8e40-06ff432f2df3","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","East Tower","W.06.08.16"
"b3ea6274-6bfd-4f7f-a151-d73baebb1806","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","East Tower","W.06.09.21"
"134ccbdf-5459-4ece-a88b-215a7c28efd8","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","East Tower","W.06.10.2"
"d3ec5518-609c-41a7-b3b7-ace5bdd91d5d","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","East Tower","W.06.11.19"
"b65c2a50-8802-42b0-9e53-9ad660610734","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","East Tower","W.06.12.17"
"4bd33570-584c-4981-892d-c9f0d6dd5d7b","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","East Tower","W.06.14.16"
"5815b892-fe1b-49c6-8d29-586e60bdba52","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","East Tower","W.06.15.22"
"b7d33b4a-3c23-43e7-b958-6e1d42d09ee5","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","East Tower","W.06.16.16"
"42d8f8ba-d4ad-4d1c-8135-44a773c348f1","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","East Tower","W.06.17.17"
"bfb7bd13-b272-468e-88b7-7e4db3ebfb4e","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","East Tower","W.06.18.24"
"f6d9f9c9-bcda-4f23-83fe-b647839536ca","","folder-normal","not-started","","step","TRUE","FALSE","Level 06","CW West Tower"
"5ddb38a3-dacb-4eef-9b7c-fb5f8fefa83c","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","CW West Tower","W.06.06.34"
"36697140-0606-4802-a18c-e5cd22d45c48","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","CW West Tower","W.06.25.33A"
"d530f2d8-e8c0-47f8-8141-3fa3a9353057","","folder-normal","not-started","","step","TRUE","FALSE","Level 06","CW East Tower"
"bfb14f47-52dc-4eb4-9c8e-ba6456a39010","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","CW East Tower","W.06.07.32"
"190dc6ef-3c5d-4599-9862-010d7fe99809","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 06","CW East Tower","W.06.13.31A"
"11d83506-8726-4d0b-9bb1-455146d7a82d","","folder-normal","not-started","","step","TRUE","FALSE","Level 07"
"fbbcc17f-158a-4e7e-81ae-0a593ad7301f","","folder-normal","not-started","","step","TRUE","FALSE","Level 07","West Tower"
"6ef26951-3b53-4513-842d-b77a69e2c9d8","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 07","West Tower","W.07.01.16"
"1a230701-c249-4ade-8213-c6a1b364f389","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 07","West Tower","W.07.02.18"
"264658cd-fe75-4dc5-8f89-3c3c1b5cf4ce","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 07","West Tower","W.07.03.2"
"03f8a10d-cb2a-4b3c-8c91-5c5bdb3baea3","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 07","West Tower","W.07.04.20"
"7725cd2c-a378-4dfc-ba41-8c2b60ccfec2","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 07","West Tower","W.07.05.17"
"3d787100-5cee-402a-a6c8-a89f68c461ea","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 07","West Tower","W.07.21.27"
"a05485b7-1721-41cf-bda1-8066bbafac8d","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 07","West Tower","W.07.22.17"
"8e5bfb68-ecb8-4f0a-b753-a17d4326e223","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 07","West Tower","W.07.23.23"
"2d394ca7-d415-4dbf-8213-0fee3a18b190","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 07","West Tower","W.07.24.17"
"0bc13a72-461e-435c-a07b-e512e7328349","","folder-normal","not-started","","step","TRUE","FALSE","Level 07","East Tower"
"6c6777c8-4a15-4672-8a47-644a6ce0c2aa","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 07","East Tower","W.07.08.16"
"7cabb5bc-3558-4693-9d10-302b9453ebef","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 07","East Tower","W.07.09.21"
"096f7b03-7903-45c8-854b-080180c41947","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 07","East Tower","W.07.10.2"
"7b2868ed-4a5b-42d3-951d-5d0b606a57b2","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 07","East Tower","W.07.11.19"
"b589c835-45cd-4251-a419-c9920d98c1e9","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 07","East Tower","W.07.12.17"
"51ce68b0-5caf-4017-9822-b714faf430a1","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 07","East Tower","W.07.14.16"
"59825396-910f-400f-9c01-89e2d55d01bc","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 07","East Tower","W.07.15.22"
"848b760f-7e62-4eed-b8cb-8495ab9a0ab2","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 07","East Tower","W.07.16.16"
"57640031-ec20-4813-bacc-d8c0804d2db7","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 07","East Tower","W.07.17.26"
"afcc2ffa-10c1-4122-8538-77fc4a0e5b56","","folder-normal","not-started","","step","TRUE","FALSE","Level 07","CW West Tower"
"c7055390-5b4d-440b-9519-4a9e355660cc","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 07","CW West Tower","W.07.06.34A"
"74f1fb1d-d71d-4991-9ee8-76cffdabbb61","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 07","CW West Tower","W.07.25.33A"
"5b1405a3-712f-4f65-9c25-558bd9740ea2","","folder-normal","not-started","","step","TRUE","FALSE","Level 07","CW East Tower"
"7a7e95aa-1249-4348-8e36-719edcb9889e","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 07","CW East Tower","W.07.07.32A"
"269fff30-257d-4221-826f-78418ca6997d","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 07","CW East Tower","W.07.13.31A"
"63501d3a-d05f-445d-84db-a02b1181f567","","folder-normal","not-started","","step","TRUE","FALSE","Level 08"
"32b4674f-583c-4a10-b381-8d8ea4638e34","","folder-normal","not-started","","step","TRUE","FALSE","Level 08","West Tower"
"b9ad6955-593a-4077-9ce2-e4b4d2283950","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 08","West Tower","W.08.01.16"
"d51fd8e0-89de-4cb2-99d0-49861009899e","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 08","West Tower","W.08.02.18"
"62b6e3e3-b4b0-47d8-9ad8-9f28f45b30d3","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 08","West Tower","W.08.03.2"
"b921ebdf-fb8b-434a-a27b-d187875ac731","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 08","West Tower","W.08.04.20"
"55703069-f876-436f-8f65-d5d1328620e0","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 08","West Tower","W.08.05.17"
"86be77fc-d14a-4ba2-8470-d96b500fb98b","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 08","West Tower","W.08.21.27"
"4c17c72d-47cc-4a14-aa64-319a7399d482","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 08","West Tower","W.08.22.17"
"1b470c9e-1eac-4d7b-9596-8be21c3e61f9","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 08","West Tower","W.08.23.23"
"8e9c9a50-ba9a-44f2-9d50-0c962a3b4eff","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 08","West Tower","W.08.24.17"
"43dafe40-387b-405b-9801-20eb625d26cc","","folder-normal","not-started","","step","TRUE","FALSE","Level 08","East Tower"
"1ce92aed-fc84-4e05-a0dc-bc3847bfafe1","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 08","East Tower","W.08.08.16"
"8a578bd6-52f0-4375-8b20-8c1c8cb2dd3f","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 08","East Tower","W.08.09.21"
"5ba00ee9-583f-4c35-8657-696d319c5158","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 08","East Tower","W.08.10.2"
"303d983c-2504-4f13-a7f7-39936d776d9b","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 08","East Tower","W.08.11.19"
"269d61e6-dc58-40bb-bce9-501f64b3fee5","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 08","East Tower","W.08.12.17"
"0677eccd-4c90-48f9-9c38-7f6795028176","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 08","East Tower","W.08.14.16"
"eb114438-ef5c-4634-a142-3dbbe6ee556e","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 08","East Tower","W.08.15.22"
"9ce80d56-320a-4d5c-8703-353bb7ff530e","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 08","East Tower","W.08.16.16"
"e213be33-9579-47f5-a39d-0a8d6f80a783","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 08","East Tower","W.08.17.26"
"cd0c787f-daa4-4d75-bedf-f3ccd419fd7c","","folder-normal","not-started","","step","TRUE","FALSE","Level 08","CW West Tower"
"f98f7130-7179-4527-bf94-21f8e6831eed","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 08","CW West Tower","W.08.06.34A"
"58cbf23d-a2fe-45b2-8ccb-11539eb449f9","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 08","CW West Tower","W.08.25.33A"
"71d22ae1-a283-4bb4-b1ec-68a105e5c51c","","folder-normal","not-started","","step","TRUE","FALSE","Level 08","CW East Tower"
"d22a494c-cf17-47ee-9efe-441d61b65fe9","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 08","CW East Tower","W.08.07.32A"
"ae66e7b5-8c31-49f1-8fec-51d193315c67","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 08","CW East Tower","W.08.13.31A"
"737f897e-0249-4503-a7a5-6546df1f6933","","folder-normal","not-started","","step","TRUE","FALSE","Level 09"
"7a4c55fe-7ae2-48a9-ba62-157e885af9b1","","folder-normal","not-started","","step","TRUE","FALSE","Level 09","West Tower"
"157aa931-8e4e-415c-a092-f8a3f7db8858","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 09","West Tower","W.09.01.16"
"59019b8c-1ed9-49f5-8606-705d445bf24c","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 09","West Tower","W.09.02.18"
"0c044e92-3e73-4830-b54c-3ab28b63ebf5","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 09","West Tower","W.09.03.2"
"e04513c6-059e-4d91-adcf-26b2fcce152c","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 09","West Tower","W.09.04.20"
"ad57e797-e06c-4501-8a1f-14b3c85e61eb","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 09","West Tower","W.09.05.17"
"5b5383f9-4941-429f-b713-69ca397fa4fc","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 09","West Tower","W.09.21.27"
"556fb2bd-0a63-4ffa-af4b-db4e3ae0e900","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 09","West Tower","W.09.22.17"
"996df8dd-3a22-4133-b094-02d76055f86c","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 09","West Tower","W.09.23.23"
"d94ecab3-5ca3-44c7-bfbc-cd0b37305453","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 09","West Tower","W.09.24.17"
"85a1e3c6-4ce5-47af-98c8-9772b3db7322","","folder-normal","not-started","","step","TRUE","FALSE","Level 09","East Tower"
"71d9f1f8-d423-419a-a1bc-f99af1175213","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 09","East Tower","W.09.08.16"
"da6d2221-3de9-48dd-95ed-dbde0992d75c","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 09","East Tower","W.09.09.21"
"1cc9b436-a570-48ce-b0fd-51ea3980d7bc","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 09","East Tower","W.09.10.2"
"01233c44-ed7d-41fc-ae44-462fbfab044d","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 09","East Tower","W.09.11.19"
"26501851-40da-4e9a-9fe1-1f2d98de0903","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 09","East Tower","W.09.12.17"
"998d368c-9b77-4cd5-b8f7-c57a4371c220","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 09","East Tower","W.09.14.28"
"0bb046cb-e02b-4b4c-88b9-4bce029099de","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 09","East Tower","W.09.15.29"
"bb04297f-a055-481d-8176-adfd0c93f63c","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 09","East Tower","W.09.R.01.Q"
"8538fae7-53ea-41d6-a4d5-45270ed86fe9","","folder-normal","not-started","","step","TRUE","FALSE","Level 09","CW West Tower"
"95ec1b06-09a4-43b8-ad28-f14e0a52b83b","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 09","CW West Tower","W.09.06.34A"
"4800fcc0-2684-426c-a643-739b422b46e2","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 09","CW West Tower","W.09.25.33A"
"a7aced89-958f-4396-840e-a4a44b19856a","","folder-normal","not-started","","step","TRUE","FALSE","Level 09","CW East Tower"
"cd74b2f3-bb9b-4e2d-bb02-b602c0fdba73","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 09","CW East Tower","W.09.07.32B"
"72a65c2b-fc9b-4c34-bf6a-583411072719","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 09","CW East Tower","W.09.13.31B"
"eee3768b-5e7a-42c1-8e16-d4b0e1b2ee3b","","folder-normal","not-started","","step","TRUE","FALSE","Level 10"
"05b3560d-c6ed-4483-9fcd-deedb68bbff4","","folder-normal","not-started","","step","TRUE","FALSE","Level 10","West Tower"
"e8c24fec-7525-4502-8196-39a9a039fc96","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 10","West Tower","W.10.01.16"
"c720c5e8-69e5-468f-a180-220bfd36ad3e","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 10","West Tower","W.10.02.18"
"2bcf2a6e-2da9-41f0-9deb-a3f20a9b947c","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 10","West Tower","W.10.03.2"
"ecf26a96-fd43-4383-b2c5-d47418ec1b90","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 10","West Tower","W.10.04.20"
"9c40387f-82e8-4af3-97ce-f20528e94588","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 10","West Tower","W.10.05.17"
"0b320dda-7714-44e1-9b2b-5f1a5029e1c2","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 10","West Tower","W.10.21.27"
"1de6f6d1-1af0-44a4-969e-9cea844726bf","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 10","West Tower","W.10.22.17"
"d94ce4bd-4096-46d3-8c7d-e8840f51194e","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 10","West Tower","W.10.23.23"
"8a24a855-042e-4434-bc77-03c07a8ace00","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 10","West Tower","W.10.24.17"
"5552e6b5-2237-49ee-96b8-e8d071b3aa94","","folder-normal","not-started","","step","TRUE","FALSE","Level 10","CW West Tower"
"7d90db11-0fb5-4250-bc76-7f309b0f6fef","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 10","CW West Tower","W.10.06.34A"
"0dc00e01-d40a-425f-a2b2-c0b70838843f","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 10","CW West Tower","W.10.25.33A"
"18d0da5f-f40b-4b4f-ae23-0ea48eb341f3","","folder-normal","not-started","","step","TRUE","FALSE","Level 11"
"ef842b61-a76c-4df0-9c0a-e624c08dbd69","","folder-normal","not-started","","step","TRUE","FALSE","Level 11","West Tower"
"8b57fcdd-1eaf-4bba-a41d-fa1568f26ef5","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 11","West Tower","W.11.01.16"
"9025d15c-a38c-4a92-97f6-ffc9385167d2","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 11","West Tower","W.11.02.18"
"e8deb464-5671-49df-ad43-ca527651cfef","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 11","West Tower","W.11.03.2"
"ce16c4cf-f332-4067-a0d6-9711dd3690e7","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 11","West Tower","W.11.04.20"
"338406ec-d723-45e7-b5e1-a2afbbe66ac5","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 11","West Tower","W.11.05.17"
"a12d2c99-ebe2-4525-a949-1e2dd02a416f","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 11","West Tower","W.11.21.27"
"a0dfb400-d2ec-418c-bf8d-11ed8d6cabb1","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 11","West Tower","W.11.22.17"
"89fba68c-041a-4c91-a704-5dade20a9cd1","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 11","West Tower","W.11.23.23"
"6b48a27d-910e-41b1-8ca3-2b2808852a93","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 11","West Tower","W.11.24.17"
"1860a17f-5a5f-4926-9e96-7f2c414488cc","","folder-normal","not-started","","step","TRUE","FALSE","Level 11","CW West Tower"
"cc958354-8521-4a4c-a975-7c3eb3127a46","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 11","CW West Tower","W.11.06.34A"
"a2fded6f-895c-4878-a55e-854255777e3e","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 11","CW West Tower","W.11.25.33A"
"f07681b3-9b9b-4f1f-9296-d1ae1c76b0d4","","folder-normal","not-started","","step","TRUE","FALSE","Level 12"
"198c5b2b-60ce-48c9-a8bd-2135a170fc89","","folder-normal","not-started","","step","TRUE","FALSE","Level 12","West Tower"
"56ed3f44-1291-4454-9ebf-ecb5dc681a4a","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 12","West Tower","W.12.01.16"
"b73a8e8c-2af5-4da4-8b46-83a46fb6bbf5","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 12","West Tower","W.12.02.18"
"7b804e51-1150-431d-a265-91fabb4dfba3","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 12","West Tower","W.12.03.2"
"4c7a4337-0442-4853-a6b4-767421547039","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 12","West Tower","W.12.04.20"
"8ceb4a4e-1edc-42fb-bdce-41cb7ee4c11f","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 12","West Tower","W.12.05.17"
"706d3164-edf8-4355-a8cc-7b82eb484824","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 12","West Tower","W.12.21.27"
"9b63373b-2dc2-4310-8cac-07247fc9cbab","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 12","West Tower","W.12.22.17"
"47440521-f72f-47a3-bd3f-f5e421809377","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 12","West Tower","W.12.23.23"
"418a7562-95b3-4c93-b6f1-d924e742c2a8","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 12","West Tower","W.12.24.17"
"887d8c9b-0688-4659-b499-3572463fc722","","folder-normal","not-started","","step","TRUE","FALSE","Level 12","CW West Tower"
"44bec9c4-da3b-485f-82c3-012279f3bf50","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 12","CW West Tower","W.12.06.34B"
"49ec7fc3-a820-4784-85ab-3c356a214570","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 12","CW West Tower","W.12.25.33B"
"7363e2fb-977b-4169-8473-e05cbef0d65b","","folder-normal","not-started","","step","TRUE","FALSE","Level 13"
"ba0d5240-9855-4431-82c8-057b6a13b580","","folder-normal","not-started","","step","TRUE","FALSE","Level 13","West Tower"
"4ce7b9d5-89c1-4ee7-8ba4-dcd0848c9ccf","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 13","West Tower","W.13.01.16"
"b390e102-8009-45cd-8d64-ba92e329f099","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 13","West Tower","W.13.02.18"
"f680e65f-fec4-4870-9e14-9371c98cbfed","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 13","West Tower","W.13.02.2"
"a1d2e1a0-82c8-48e2-a82f-36f021c45901","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 13","West Tower","W.13.04.20"
"efd9f4d4-e414-4678-be00-4ac7b6ff875e","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 13","West Tower","W.13.05.17"
"73009999-96a6-44db-872c-eb537bef0e50","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 13","West Tower","W.13.21.27"
"6aada793-65cc-4ee0-ad76-7f5faf04183a","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 13","West Tower","W.13.22.30"
"3164e4ce-00d7-4348-b485-d165c3e1e90e","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 13","West Tower","W.13.24.17"
"9ba0f75a-b8bc-4d59-b740-120d7bb1b083","","folder-normal","not-started","","step","TRUE","FALSE","Level 13","CW West Tower"
"25c9d589-d68a-4288-b0d1-28037021755c","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 13","CW West Tower","W.13.06.34B"
"ae3edc98-82d4-4360-a279-ef89137f7e85","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 13","CW West Tower","W.13.25.33B"
"955424ac-1f52-44af-9dcb-56c6423c1f8f","","folder-normal","not-started","","step","TRUE","FALSE","Level 13","Roof"
"fce6b50a-140e-4e1b-b090-53bb373999c8","","checklist-sectioned","not-started","Install QA","checklist","FALSE","FALSE","Level 13","Roof","W.13.R.01.Q1"
