type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Fence Bond ,,,,,,
checkpoint,Continuity test from Fence to Bond cable,,,,,,
textbox,Results:,,,Pass if <0.5Ω,,,
note,Upload photo of bond connection,,,,,,
