Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Internal Waterproofing Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,Level 00 - A001 - Bathroom,,a001,level 00,internal waterproofing,bathroom
,,Level 00 - A001 - Ensuite,,ensuite,a001,level 00,internal waterproofing
,,Level 00 - A001 - Laundry,,a001,level 00,internal waterproofing,laundry
,,Level 00 - A002 - Bathroom,,level 00,a002,internal waterproofing,bathroom
,,Level 00 - A002 - Ensuite,,ensuite,level 00,a002,internal waterproofing
,,Level 00 - A002 - Laundry,,level 00,a002,internal waterproofing,laundry
,,Level 00 - E001 - Bathroom,,e001,level 00,internal waterproofing,bathroom
,,Level 00 - E001 - Ensuite,,e001,ensuite,level 00,internal waterproofing
,,Level 00 - E001 - Laundry,,e001,level 00,internal waterproofing,laundry
,,Level 00 - E002 - Bathroom,,e002,level 00,internal waterproofing,bathroom
,,Level 00 - E002 - Ensuite,,ensuite,e002,level 00,internal waterproofing
,,Level 00 - E002 - Laundry,,e002,level 00,internal waterproofing,laundry
,,Level 00 - E003 - Bathroom,,e003,level 00,internal waterproofing,bathroom
,,Level 00 - E003 - Ensuite,,e003,ensuite,level 00,internal waterproofing
,,Level 00 - E003 - Laundry,,e003,level 00,internal waterproofing,laundry
,,Level 00 - F001 - Bathroom,,f001,level 00,internal waterproofing,bathroom
,,Level 00 - F001 - Ensuite,,ensuite,f001,level 00,internal waterproofing
,,Level 00 - F001 - Laundry,,f001,level 00,internal waterproofing,laundry
,,Level 00 - F002 - Bathroom,,f002,level 00,internal waterproofing,bathroom
,,Level 00 - F002 - Ensuite,,ensuite,f002,level 00,internal waterproofing
,,Level 00 - F002 - Laundry,,f002,level 00,internal waterproofing,laundry
,,Level 00 - F003 - Bathroom,,f003,level 00,internal waterproofing,bathroom
,,Level 00 - F003 - Ensuite,,f003,ensuite,level 00,internal waterproofing
,,Level 00 - F003 - Laundry,,f003,level 00,internal waterproofing,laundry
,,Level 00 - TH-01 - Bathroom,,th-01,level 00,internal waterproofing,bathroom
,,Level 00 - TH-01 - Ensuite,,th-01,ensuite,level 00,internal waterproofing
,,Level 00 - TH-01 - Laundry,,th-01,level 00,internal waterproofing,laundry
,,Level 00 - TH-02 - Bathroom,,th-02,level 00,internal waterproofing,bathroom
,,Level 00 - TH-02 - Ensuite,,th-02,ensuite,level 00,internal waterproofing
,,Level 00 - TH-02 - Laundry,,th-02,level 00,internal waterproofing,laundry
,,Level 00 - TH-03 - Bathroom,,level 00,internal waterproofing,th-03,bathroom
,,Level 00 - TH-03 - Ensuite,,ensuite,level 00,internal waterproofing,th-03
,,Level 00 - TH-03 - Laundry,,level 00,internal waterproofing,th-03,laundry
,,Level 00 - TH-04 - Bathroom,,level 00,internal waterproofing,bathroom,th-04
,,Level 00 - TH-04 - Ensuite,,ensuite,level 00,internal waterproofing,th-04
,,Level 00 - TH-04 - Laundry,,level 00,internal waterproofing,laundry,th-04
,,Level 00 - TH-05 - Bathroom,,th-05,level 00,internal waterproofing,bathroom
,,Level 00 - TH-05 - Ensuite,,ensuite,th-05,level 00,internal waterproofing
,,Level 00 - TH-05 - Laundry,,th-05,level 00,internal waterproofing,laundry
,,Level 00 - TH-06 - Bathroom,,level 00,th-06,internal waterproofing,bathroom
,,Level 00 - TH-06 - Ensuite,,ensuite,level 00,th-06,internal waterproofing
,,Level 00 - TH-06 - Laundry,,level 00,th-06,internal waterproofing,laundry
,,Level 00 - TH-07 - Bathroom,,th-07,level 00,internal waterproofing,bathroom
,,Level 00 - TH-07 - Ensuite,,th-07,ensuite,level 00,internal waterproofing
,,Level 00 - TH-07 - Laundry,,th-07,level 00,internal waterproofing,laundry
,,Level 00 - TH-08 - Bathroom,,th-08,level 00,internal waterproofing,bathroom
,,Level 00 - TH-08 - Ensuite,,ensuite,th-08,level 00,internal waterproofing
,,Level 00 - TH-08 - Laundry,,th-08,level 00,internal waterproofing,laundry
,,Level 01 - A101 - Bathroom,,level 01,a101,internal waterproofing,bathroom
,,Level 01 - A101 - Ensuite,,ensuite,level 01,a101,internal waterproofing
,,Level 01 - A101 - Laundry,,level 01,a101,internal waterproofing,laundry
,,Level 01 - A102 - Bathroom,,level 01,internal waterproofing,a102,bathroom
,,Level 01 - A102 - Ensuite,,ensuite,level 01,internal waterproofing,a102
,,Level 01 - A102 - Laundry,,level 01,internal waterproofing,a102,laundry
,,Level 01 - A103 - Bathroom,,level 01,internal waterproofing,bathroom,a103
,,Level 01 - A103 - Ensuite,,ensuite,level 01,internal waterproofing,a103
,,Level 01 - A103 - Laundry,,level 01,internal waterproofing,laundry,a103
,,Level 01 - A104 - Bathroom,,a104,level 01,internal waterproofing,bathroom
,,Level 01 - A104 - Ensuite,,a104,ensuite,level 01,internal waterproofing
,,Level 01 - A104 - Laundry,,a104,level 01,internal waterproofing,laundry
,,Level 01 - B101 - Bathroom,,level 01,b101,internal waterproofing,bathroom
,,Level 01 - B101 - Ensuite,,ensuite,level 01,b101,internal waterproofing
,,Level 01 - B101 - Laundry,,level 01,b101,internal waterproofing,laundry
,,Level 01 - B102 - Bathroom,,level 01,b102,internal waterproofing,bathroom
,,Level 01 - B102 - Ensuite,,ensuite,level 01,b102,internal waterproofing
,,Level 01 - B102 - Laundry,,level 01,b102,internal waterproofing,laundry
,,Level 01 - B103 - Bathroom,,level 01,internal waterproofing,bathroom,b103
,,Level 01 - B103 - Ensuite,,ensuite,level 01,internal waterproofing,b103
,,Level 01 - B103 - Laundry,,level 01,internal waterproofing,laundry,b103
,,Level 01 - C101 - Bathroom,,c101,level 01,internal waterproofing,bathroom
,,Level 01 - C101 - Ensuite,,c101,ensuite,level 01,internal waterproofing
,,Level 01 - C101 - Laundry,,c101,level 01,internal waterproofing,laundry
,,Level 01 - D101 - Bathroom,,d101,level 01,internal waterproofing,bathroom
,,Level 01 - D101 - Ensuite,,d101,ensuite,level 01,internal waterproofing
,,Level 01 - D101 - Laundry,,d101,level 01,internal waterproofing,laundry
,,Level 01 - D102 - Bathroom,,d102,level 01,internal waterproofing,bathroom
,,Level 01 - D102 - Ensuite,,d102,ensuite,level 01,internal waterproofing
,,Level 01 - D102 - Laundry,,d102,level 01,internal waterproofing,laundry
,,Level 01 - D103 - Bathroom,,level 01,internal waterproofing,d103,bathroom
,,Level 01 - D103 - Ensuite,,ensuite,level 01,internal waterproofing,d103
,,Level 01 - D103 - Laundry,,level 01,internal waterproofing,d103,laundry
,,Level 01 - D104 - Bathroom,,level 01,internal waterproofing,bathroom,d104
,,Level 01 - D104 - Ensuite,,ensuite,level 01,internal waterproofing,d104
,,Level 01 - D104 - Laundry,,level 01,internal waterproofing,laundry,d104
,,Level 01 - D105 - Bathroom,,level 01,d105,internal waterproofing,bathroom
,,Level 01 - D105 - Ensuite,,ensuite,level 01,d105,internal waterproofing
,,Level 01 - D105 - Laundry,,level 01,d105,internal waterproofing,laundry
,,Level 01 - E101 - Bathroom,,e101,level 01,internal waterproofing,bathroom
,,Level 01 - E101 - Ensuite,,ensuite,e101,level 01,internal waterproofing
,,Level 01 - E101 - Laundry,,e101,level 01,internal waterproofing,laundry
,,Level 01 - E102 - Bathroom,,e102,level 01,internal waterproofing,bathroom
,,Level 01 - E102 - Ensuite,,e102,ensuite,level 01,internal waterproofing
,,Level 01 - E102 - Laundry,,e102,level 01,internal waterproofing,laundry
,,Level 01 - E103 - Bathroom,,e103,level 01,internal waterproofing,bathroom
,,Level 01 - E103 - Ensuite,,e103,ensuite,level 01,internal waterproofing
,,Level 01 - E103 - Laundry,,e103,level 01,internal waterproofing,laundry
,,Level 01 - E104 - Bathroom,,level 01,internal waterproofing,e104,bathroom
,,Level 01 - E104 - Ensuite,,ensuite,level 01,internal waterproofing,e104
,,Level 01 - E104 - Laundry,,level 01,internal waterproofing,e104,laundry
,,Level 01 - F101 - Bathroom,,f101,level 01,internal waterproofing,bathroom
,,Level 01 - F101 - Ensuite,,ensuite,f101,level 01,internal waterproofing
,,Level 01 - F101 - Laundry,,f101,level 01,internal waterproofing,laundry
,,Level 01 - F102 - Bathroom,,f102,level 01,internal waterproofing,bathroom
,,Level 01 - F102 - Ensuite,,f102,ensuite,level 01,internal waterproofing
,,Level 01 - F102 - Laundry,,f102,level 01,internal waterproofing,laundry
,,Level 01 - F103 - Bathroom,,f103,level 01,internal waterproofing,bathroom
,,Level 01 - F103 - Ensuite,,f103,ensuite,level 01,internal waterproofing
,,Level 01 - F103 - Laundry,,f103,level 01,internal waterproofing,laundry
,,Level 01 - TH-01 - Bathroom,,th-01,level 01,internal waterproofing,bathroom
,,Level 01 - TH-01 - Ensuite,,th-01,ensuite,level 01,internal waterproofing
,,Level 01 - TH-01 - Laundry,,th-01,level 01,internal waterproofing,laundry
