Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,,,,,,
e12f24cc-5445-4d03-81a3-baf10ea65402,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,Public Areas,HYDR,,,,,,,,,
91eac3fb-3967-4a8b-b096-4fb791b8fa17,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,Public Areas,Fire Stairs,,,,,,,,,
3dcb99b8-48ab-4ec6-a27c-005b9512df52,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,Public Areas,Corridor Relief,,,,,,,,,
41627587-0d69-4369-a6d5-ce5a59af4910,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,Public Areas,Stair Press,,,,,,,,,
c67044ff-be89-48ee-9971-409c56d892ac,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,201,,,,,,,,,,
1ebc6154-149a-4d0c-8781-439d2b231048,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,202,,,,,,,,,,
451fc4e4-559e-468c-9650-0da6d7d9ebdd,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,203,,,,,,,,,,
ccd52c18-455a-4b6e-b8b7-162c28979e30,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,204,,,,,,,,,,
ec7d07b4-cc48-4f43-8f93-00b534d650b7,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,205,,,,,,,,,,
57e4b425-9e2e-4073-9427-85eca6c860a8,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,206,,,,,,,,,,
97e43801-a3a8-4f07-a570-b290810673c7,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,207,,,,,,,,,,
0b4e92a1-4673-4a03-9ed3-1a733045d8f8,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,208,,,,,,,,,,
aa7ae541-3161-4667-8fad-61e2a7232793,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,209,,,,,,,,,,
f9ed8ca9-05b8-4d59-a141-6e7dfca3f5d6,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,210,,,,,,,,,,
5437b902-2683-48d8-9012-40daf828b52a,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,211,,,,,,,,,,
9deaa875-e9a9-43b8-9179-40c8c316001c,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 3,Corridors,,,,,,,,,,
0c455a75-0e86-41aa-a32d-02ac696fb93c,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 3,Public Areas,Bin Chute Room,,,,,,,,,
946d9abf-7ff6-455b-8a06-cc407b4cd05e,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 3,Public Areas,Lift Lobby & Lift,,,,,,,,,
84b3245d-a16e-4621-b862-655ef5b8f3d5,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 3,Public Areas,Comms/Elec,,,,,,,,,
72d41d78-1dcd-46f3-8d16-1642ffd4e42f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 3,Public Areas,HYDR,,,,,,,,,
ab675b0e-2c1a-4d46-aed1-b6a380402779,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 3,Public Areas,Fire Stairs,,,,,,,,,
8f67b7a9-5266-4cf1-9645-21665167dbf4,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 3,Public Areas,Corridor Relief,,,,,,,,,
066665b5-7531-422d-a15a-ba60d4b3693b,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 3,Public Areas,Stair Press,,,,,,,,,
58ac9b61-b751-4137-b8f6-57cb3df61b31,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 3,301,,,,,,,,,,
34cc4f8c-0bb8-47c2-a8fb-127bacc83941,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 3,302,,,,,,,,,,
76a71151-8615-427f-b8e1-85a003619614,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 3,303,,,,,,,,,,
6e60b35f-42b8-4dda-a934-9555c43f1e6e,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 3,304,,,,,,,,,,
f1bd0e3a-35b4-437e-a626-abef17bf5254,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 3,305,,,,,,,,,,
604803c8-8989-45fd-803c-7588c85982b9,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 3,306,,,,,,,,,,
ed8a1f5f-72db-456c-ba64-7ea024268754,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 3,307,,,,,,,,,,
59c9e01d-e0cb-4d5a-bbec-1fcf8416946e,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 3,308,,,,,,,,,,
d0eb620a-97c0-4cee-946f-b29b4fd32a9e,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 3,309,,,,,,,,,,
2a03d89f-fd3c-4be0-8cf3-f72d52f4962f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 3,310,,,,,,,,,,
f4297302-b677-4dbd-9d42-c04af9fd2e72,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 3,311,,,,,,,,,,
041e22e5-6a3f-4a57-8c3f-b44740fe1c2f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 4,Corridors,,,,,,,,,,
e3cbea30-d8e8-4583-8d9f-1ce6c8b2970e,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 4,Public Areas,Bin Chute Room,,,,,,,,,
18c8b6ac-ffdb-4b4e-a128-e388b13baf2d,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 4,Public Areas,Lift Lobby & Lift,,,,,,,,,
18e2e782-9ecf-4e80-adb1-8d917832925f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 4,Public Areas,Comms/Elec,,,,,,,,,
ec46d998-bc97-49ad-920b-6f984ffbfd42,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 4,Public Areas,HYDR,,,,,,,,,
72d5aaf2-64de-4c1f-b01b-bf00a82d8178,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 4,Public Areas,Fire Stairs,,,,,,,,,
28ab336f-7625-427b-a98d-8b182cae0e13,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 4,Public Areas,Corridor Relief,,,,,,,,,
7c279877-ebb8-4829-b149-067bcb4be8d2,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 4,Public Areas,Stair Press,,,,,,,,,
c3897140-3737-409f-b27c-dcab925eeec9,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 4,401,,,,,,,,,,
f51458d8-8de5-4da2-883c-362747a4a977,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 4,402,,,,,,,,,,
c6b780b5-2cef-4411-8850-11ddec6fe4ea,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 4,403,,,,,,,,,,
98d42142-83e6-4db7-a0b8-2d2a8556a01b,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 4,404,,,,,,,,,,
41f1cdff-6a29-4680-9b61-febfcc40176c,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 4,405,,,,,,,,,,
899f59ac-5475-4198-95a6-73dbc6b08d70,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 4,406,,,,,,,,,,
bc0641b8-151e-4e2a-809a-283d9ad9841c,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 4,407,,,,,,,,,,
4b718757-ccb2-4286-a106-f7fe3922d379,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 4,408,,,,,,,,,,
4b7cf718-3318-44a3-8485-2e3d9b7ab8af,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 5,Corridors,,,,,,,,,,
a4d9406b-6676-4fef-825c-8b8b6bd98ee4,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 5,Public Areas,Bin Chute Room,,,,,,,,,
56bf5459-e2a5-448a-8e93-2e48327dda0c,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 5,Public Areas,Lift Lobby & Lift,,,,,,,,,
f5d89cbb-b2fa-4c46-84a3-dcda79ac4b61,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 5,Public Areas,Comms/Elec,,,,,,,,,
f6a05d15-7e1d-4a05-855a-20de341df2ce,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 5,Public Areas,HYDR,,,,,,,,,
d58f6643-607e-4b51-a50f-df30b839f218,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 5,Public Areas,Fire Stairs,,,,,,,,,
6815d33a-2107-44f2-a32a-834e174f195b,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 5,Public Areas,Corridor Relief,,,,,,,,,
96249e30-8a70-4734-bc52-b44b4d4bfbcb,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 5,Public Areas,Stair Press,,,,,,,,,
6e18f5cb-778d-4dd6-be0b-c26d215d519a,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 5,501,,,,,,,,,,
46416f4c-593a-4f2a-a803-5cead155b736,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 5,502,,,,,,,,,,
d3eaa5bf-569f-49c6-99e4-673a142d7d88,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 5,503,,,,,,,,,,
fed343bc-3889-4885-a2c3-dc0eae3cc12e,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 5,504,,,,,,,,,,
b7cd3d4d-5213-4b04-b245-2595f4917ef5,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 5,505,,,,,,,,,,
9438667e-eef7-4433-b27d-a235eb9e8035,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 5,506,,,,,,,,,,
af8d15f9-7653-4b10-9a7d-7f2d671ad7a8,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 5,507,,,,,,,,,,
9be1c615-39ad-44fb-bec2-298e0c1764d1,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 5,508,,,,,,,,,,
83a5928d-0355-416b-b956-f684026a07a8,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 6,Corridors,,,,,,,,,,
1c960897-a1d2-4ec5-8d03-3b9afd1ac9b6,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 6,Public Areas,Bin Chute Room,,,,,,,,,
9428b900-415a-4f01-8d91-d4b763ed251d,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 6,Public Areas,Lift Lobby & Lift,,,,,,,,,
f6291409-0c89-4e7d-9e95-909c4654daca,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 6,Public Areas,Comms/Elec,,,,,,,,,
6779ecc3-f0fd-44fa-ae8c-5a11610bb9f2,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 6,Public Areas,HYDR,,,,,,,,,
db2c0bce-0f75-4f8d-b766-56377fa54ee7,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 6,Public Areas,Fire Stairs,,,,,,,,,
757aac7d-f7d2-4acb-91b0-e53aa022466a,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 6,Public Areas,Corridor Relief,,,,,,,,,
e6e89182-e51e-435b-9536-e518ceb45c35,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 6,Public Areas,Stair Press,,,,,,,,,
4dc33fe5-2640-471f-933c-4a880a9f6737,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 6,601,,,,,,,,,,
528d8f05-18c9-4389-8555-7807de38011e,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 6,602,,,,,,,,,,
2e46bef0-e8ce-43af-ae89-2ca8b2635fac,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 6,603,,,,,,,,,,
caffac2d-c5a5-40aa-985b-9a5397e2a243,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 6,604,,,,,,,,,,
54c33d46-f9ef-4761-9d84-00268e4b64e9,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 6,605,,,,,,,,,,
d6ace272-e5af-41d5-8e46-15433da47f26,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 6,606,,,,,,,,,,
9901f31c-7532-48c2-b979-3eeb6fc845fd,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 6,607,,,,,,,,,,
5d5284c1-79af-4d67-88ec-f41ede7ce861,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 6,608,,,,,,,,,,
310eab42-cec0-478d-9cac-e286b88f9f32,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 7,Corridors,,,,,,,,,,
d9658e73-dead-42db-866d-d0aefa8feb4f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 7,Public Areas,Bin Chute Room,,,,,,,,,
cd69d9dc-82b2-4c5a-a0b6-5290782067d0,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 7,Public Areas,Lift Lobby & Lift,,,,,,,,,
72da8a19-1018-45c6-b1b2-dbae0cff5475,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 7,Public Areas,Comms/Elec,,,,,,,,,
3b819275-2856-4bd4-8567-e802df892f24,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 7,Public Areas,HYDR,,,,,,,,,
aed2fe90-6b64-468c-a2cd-66061321a94f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 7,Public Areas,Fire Stairs,,,,,,,,,
b177dcf9-430b-45e8-b71f-14d98e776e43,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 7,Public Areas,Corridor Relief,,,,,,,,,
e89850b3-325c-4194-9005-26de9e6055d7,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 7,Public Areas,Stair Press,,,,,,,,,
18f8b01a-7c46-46e1-b729-32daf7ac6a64,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 7,701,,,,,,,,,,
32a8060b-c57c-4228-8621-cb9c4fa95a53,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 7,702,,,,,,,,,,
bf135f88-496d-4244-ac63-5fe663065f2f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 7,703,,,,,,,,,,
9357c440-4cd2-4bcb-b44c-153ab62497e3,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 7,704,,,,,,,,,,
3e9a4eb0-acfc-4c68-aff3-76e6e8ff4211,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 7,705,,,,,,,,,,
c4a04cb6-3914-426c-9875-674ac44f2520,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 7,706,,,,,,,,,,
5b3a1720-45e9-4574-8261-40548ee44be5,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 7,707,,,,,,,,,,
2e41ba5f-1fb1-41b2-b43c-6ce2a77c0ca0,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 7,708,,,,,,,,,,
860f5b68-90ce-4061-b4da-61854944b70f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 8,Corridors,,,,,,,,,,
0bbb618f-3a60-4757-8a7e-6cbcb0ef60da,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 8,Public Areas,Bin Chute Room,,,,,,,,,
8e77b89e-5c38-4dbb-92a4-afdd8f06598a,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 8,Public Areas,Lift Lobby & Lift,,,,,,,,,
2127004c-8443-413f-8a69-c374f81700d7,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 8,Public Areas,Comms/Elec,,,,,,,,,
c72a4e79-4b10-4332-b20b-996fc4ebd886,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 8,Public Areas,HYDR,,,,,,,,,
39b2d434-ea49-4ff8-8e74-2df3eab39f48,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 8,Public Areas,Fire Stairs,,,,,,,,,
0d8b34bd-4d2f-47c9-8cca-22a3883e032a,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 8,Public Areas,Corridor Relief,,,,,,,,,
1875f8f2-834b-4e59-b2f6-6baef28c0578,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 8,Public Areas,Stair Press,,,,,,,,,
b5c2cd83-daea-4ccf-b15b-4e4f3fc0ba56,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 8,801,,,,,,,,,,
4ea63695-ec89-4e6b-ac2e-9d75ec7600c8,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 8,802,,,,,,,,,,
3ef49556-88bd-4126-bdf8-998a559ebe13,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 8,803,,,,,,,,,,
766c7496-182d-4adc-a560-be9ea6283f03,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 8,804,,,,,,,,,,
a501d364-2e38-404d-a1c2-334354c79220,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 8,805,,,,,,,,,,
c3b533ce-de0c-4b5a-8a31-a6afdb6a253f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 8,806,,,,,,,,,,
2aa77dfb-5c0e-441e-a843-53c4767a5efb,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 8,807,,,,,,,,,,
89e30f8d-698d-4366-8a7f-dc41a1073806,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 8,808,,,,,,,,,,
b5d6dc74-eeac-47d6-bff8-20c158223027,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 9,Corridors,,,,,,,,,,
271b3b57-468c-4d2c-bcf5-f417a36b0fdd,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 9,Public Areas,Bin Chute Room,,,,,,,,,
9c012b6d-1c0b-4baf-ab65-bbf2b9ef007a,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 9,Public Areas,Lift Lobby & Lift,,,,,,,,,
c2a4d44e-dd54-4c2a-9668-db97ce54bc94,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 9,Public Areas,Comms/Elec,,,,,,,,,
a15e3d8b-28ea-4fe3-9c89-1a20c2c09c5e,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 9,Public Areas,HYDR,,,,,,,,,
a138b070-55c0-4405-b5f7-3a471d5a789e,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 9,Public Areas,Fire Stairs,,,,,,,,,
1e658199-ee32-462e-b22e-1beaa243be17,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 9,Public Areas,Corridor Relief,,,,,,,,,
7ddefbfc-ba7a-4d10-91d7-57a77d462d5b,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 9,Public Areas,Stair Press,,,,,,,,,
77408dd4-c3bd-48d3-95bb-889da9d28f0d,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 9,901,,,,,,,,,,
94526901-b160-41de-8cc1-4db987a3a742,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 9,902,,,,,,,,,,
a9154772-0342-4d3b-9858-267602e4af55,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 9,903,,,,,,,,,,
b415ec27-b891-48e8-bfe3-8c9519740938,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 9,904,,,,,,,,,,
62b93444-cfad-454b-ab25-51a78e67309e,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 9,905,,,,,,,,,,
6fb71ccd-9f58-4868-87de-1358443197c9,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 9,906,,,,,,,,,,
e582321f-917d-4453-9c2c-166cf01e3069,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 9,907,,,,,,,,,,
c96879d2-1867-40a9-8499-a4e8ca283a7f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 9,908,,,,,,,,,,
653a81da-f6fa-4fa8-bcd6-0f3fba413b29,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 10,Corridors,,,,,,,,,,
75ba6cc4-7fda-4254-8d79-65a6528af065,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 10,Public Areas,Bin Chute Room,,,,,,,,,
