Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,,,,,,
921a10d4-8eee-45a2-9788-fb43726824b4,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Basement 2,Public Areas,Lift lobby & Lift,,,,,,,,,
ee881409-f230-4560-ac2b-b7d8cda3782f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Basement 1,Public Areas,Lift Lobby & Lift,,,,,,,,,
d01db92f-ac1b-475d-8772-b395d83d2517,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Ground,Public Areas,Airlock,,,,,,,,,
030e6477-0035-460a-92fe-330108a3b880,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Ground,Public Areas,Lift Lobby & Lift,,,,,,,,,
fca3ea1e-308b-4fcc-a6de-417931da2865,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Ground,Public Areas,Commercial Waste,,,,,,,,,
aa805dab-2661-41cf-a856-c96f80c104f8,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Ground,Public Areas,Comms Room,,,,,,,,,
ea887dbb-b9b6-4ea2-a04e-db45058700b0,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Ground,Public Areas,Bicycle Store,,,,,,,,,
e25d9fe5-56ac-487e-ae43-c28e085b4ad8,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Ground,Public Areas,Store,,,,,,,,,
d59273ab-75f7-4e09-9fff-5d660297a74f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Ground,Public Areas,Gas Meter Room,,,,,,,,,
eaef2fed-dc2c-4a41-9d9f-b752c0504753,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Ground,Public Areas,SCV,,,,,,,,,
df51d965-ecce-4762-9668-1b9533d87d75,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Ground,Public Areas,Mech Shaft,,,,,,,,,
25b28854-1398-4aca-978d-b75a0da8a092,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Ground,Public Areas,Bin Store,,,,,,,,,
c40adef6-7a66-4800-b534-32f335eeeb2d,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Ground,Public Areas,Loading Bay,,,,,,,,,
dd55f0ad-0be9-4be9-9584-4b0b31cbcd4f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Ground,Public Areas,Substation,,,,,,,,,
18f6d5f9-ddcd-4282-a12c-f4fdf4ff4eab,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Ground,Public Areas,Main Switch Room,,,,,,,,,
a6dc4a35-694c-4dcb-b0ad-1dcd0fab36b9,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Ground,Public Areas,Mail Room,,,,,,,,,
8972810d-2e8d-4240-a2b7-ad803dcf3649,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Ground,Public Areas,Fire Control Room,,,,,,,,,
6e871116-8611-49e1-8f89-bd5afc640cfb,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Ground,Public Areas,Booster,,,,,,,,,
b1512093-6a47-478d-8fd1-db38d876e36f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Ground,Corridors,Corridor 2,,,,,,,,,
61f13d46-6d30-4392-94a1-278f0ea07e6f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Ground,Corridors,Corridor 3,,,,,,,,,
b3ac5054-d1f9-438e-b5b5-aeb7b26f94d6,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Ground,Corridors,Corridor 4,,,,,,,,,
a61ed1df-6888-458b-968f-4e00d48770b8,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Ground,Tenancy 2,,,,,,,,,,
59055241-de66-4948-92c2-15ba168aecb5,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,Corridors,,,,,,,,,,
0154539c-b418-4fef-9805-b0948681f761,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,Public Areas,Bin Chute Room,,,,,,,,,
e8ba3003-f2e0-48a9-8f48-0e6e564b6c32,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,Public Areas,Lift Lobby & Lift,,,,,,,,,
0982f8b9-8278-4d7c-ae89-936f1bfc0dbe,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,Public Areas,Comms/Elec,,,,,,,,,
2eddfb6f-509f-437f-8324-d84ce09dc5b3,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,Public Areas,HYDR,,,,,,,,,
f9f5cbb2-4c2f-47c2-99da-5242bb7f5578,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,Public Areas,Fire Stairs,,,,,,,,,
348d3aa3-6ebd-4eca-bee5-c7dd605a0021,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,Public Areas,Corridor Relief,,,,,,,,,
42b0bfc2-cce7-4456-afac-306456df86e4,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,Public Areas,Stair Press,,,,,,,,,
f5d9b3bb-95ce-4ec4-b258-d16abff5b113,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,101,,,,,,,,,,
d9b85945-3d66-4750-8bdf-1270a7165785,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,102,,,,,,,,,,
447b22ec-3b32-4c08-92d1-ba004e5ef2f9,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,103,,,,,,,,,,
2e27f8af-d14a-4d88-98bc-5ddb08c60d04,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,104,,,,,,,,,,
1b912e8e-a81f-40c0-adc6-c7a9695acb79,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,105,,,,,,,,,,
0280454e-a5c1-466d-bf3c-e0688a5694ef,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,106,,,,,,,,,,
467a29d3-e3be-4d04-b45a-f7f9b54d8ba5,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,107,,,,,,,,,,
df296f00-a08c-4553-b190-9dea040ec673,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,108,,,,,,,,,,
95b91b6c-1cb3-414e-b98e-9068a854ded8,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,109,,,,,,,,,,
ee365ca9-f50f-4795-a805-450641afafa9,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,110,,,,,,,,,,
3d877253-98b5-4e83-8a87-575db3b7a3a8,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 1,111,,,,,,,,,,
13f7b481-64b7-49ef-a4a5-6c519ab6ca14,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,Corridors,,,,,,,,,,
8a175660-247c-4884-8d9b-307c5032287d,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,Public Areas,Bin Chute Room,,,,,,,,,
d881569a-ec08-425d-b661-be0031c7203d,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,Public Areas,Lift Lobby & Lift,,,,,,,,,
362f559e-55f4-4553-8792-5db4dcc2f160,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,Level 2,Public Areas,Comms/Elec,,,,,,,,,
