"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c5de2373-0b28-4f5a-aeee-abb768c32941","","work-in-progress","","folder","TRUE","FALSE","September 23, 2024 - September 27, 2024"
"4bc3ea4a-97e5-4f1f-9cee-0c029f216668","","work-in-progress","","folder","TRUE","FALSE","September 23, 2024 - September 27, 2024","Monday"
"76e3a543-2972-4342-ad43-7783264a2ac8","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","May 26, 2025 - May 30, 2025","Tuesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"a25b414b-df19-463c-bef3-45afaecfa656","","not-started","","folder","TRUE","FALSE","May 26, 2025 - May 30, 2025","Wednesday"
"6ada6f94-70eb-4234-ba12-49540ba584c8","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","May 26, 2025 - May 30, 2025","Wednesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"8b2e193e-a2c5-4b47-82bf-c07d191029d5","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","May 26, 2025 - May 30, 2025","Wednesday","3/30 Albert Street, Cambridge, 3434"
"34c97833-b574-483f-bb5b-58e94a6d700e","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","May 26, 2025 - May 30, 2025","Wednesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"c5dfc5ed-fe39-4898-9394-c8679e4af062","","not-started","","folder","TRUE","FALSE","May 26, 2025 - May 30, 2025","Thursday"
"6b11eb1a-08cf-483d-9743-e16eb9f43545","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","May 26, 2025 - May 30, 2025","Thursday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"9a6fc92a-2044-4e3a-83f3-de63c5df6abc","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","May 26, 2025 - May 30, 2025","Thursday","3/30 Albert Street, Cambridge, 3434"
"b123dba7-db76-4507-a290-6f8cf09428cf","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","May 26, 2025 - May 30, 2025","Thursday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"e56bf0b8-6b50-49e6-8b25-1f9052aa5234","","not-started","","folder","TRUE","FALSE","May 26, 2025 - May 30, 2025","Friday"
"8a9303ba-a01c-4795-9644-cc7d8378595d","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","May 26, 2025 - May 30, 2025","Friday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"3bd45270-ea35-4209-94c1-c2d5e8627095","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","May 26, 2025 - May 30, 2025","Friday","3/30 Albert Street, Cambridge, 3434"
"e768fede-69bf-4cb1-908a-014688f40577","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","May 26, 2025 - May 30, 2025","Friday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"e249aa76-5e23-4f3d-b5ab-bfca55e7245d","","not-started","","folder","TRUE","FALSE","June 2, 2025 - June 6, 2025"
"dd4f4df9-1d4a-4382-b70f-c7e84eae4da7","","not-started","","folder","TRUE","FALSE","June 2, 2025 - June 6, 2025","Monday"
"4e8730c4-534a-431e-86ae-5f8391c3d1b7","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 2, 2025 - June 6, 2025","Monday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"b0a87239-3d5a-4f6a-813d-dcea600ef0e4","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 2, 2025 - June 6, 2025","Monday","3/30 Albert Street, Cambridge, 3434"
"e960451f-91af-426e-905e-73ad144bf6a9","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 2, 2025 - June 6, 2025","Monday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"3242100b-e650-48e5-a11a-b1411c65507c","","not-started","","folder","TRUE","FALSE","June 2, 2025 - June 6, 2025","Tuesday"
"14f80bb8-8b50-4d05-8127-9fc17119a4cc","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 2, 2025 - June 6, 2025","Tuesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"2dd3ecf1-882a-48e4-b593-cd79b75059da","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 2, 2025 - June 6, 2025","Tuesday","3/30 Albert Street, Cambridge, 3434"
"1d77142c-0719-4964-9646-1fbd3ad00894","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 2, 2025 - June 6, 2025","Tuesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"8020b964-a001-4cf3-a229-e7c221d25691","","not-started","","folder","TRUE","FALSE","June 2, 2025 - June 6, 2025","Wednesday"
"c40f308d-3bb6-4ef2-80c8-4311e7774d03","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 2, 2025 - June 6, 2025","Wednesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"7849a144-7bf4-4ff0-8103-9dfb864a94a0","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 2, 2025 - June 6, 2025","Wednesday","3/30 Albert Street, Cambridge, 3434"
"47b1b5d8-7329-48ad-bd20-51b7aef9ce81","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 2, 2025 - June 6, 2025","Wednesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"5a24d7ae-aa12-474b-902a-5ecb2779dace","","not-started","","folder","TRUE","FALSE","June 2, 2025 - June 6, 2025","Thursday"
"12729ee5-126e-4fab-8149-24b1145b642b","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 2, 2025 - June 6, 2025","Thursday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"111f350b-9be3-4c87-8598-37f7a39d67c3","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 2, 2025 - June 6, 2025","Thursday","3/30 Albert Street, Cambridge, 3434"
"63846246-6093-4bb7-9585-aaf0090892b0","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 2, 2025 - June 6, 2025","Thursday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"6def8041-872d-4c7a-89f4-866cc509da38","","not-started","","folder","TRUE","FALSE","June 2, 2025 - June 6, 2025","Friday"
"8e5ab825-736b-411c-8202-a0cd5ab9713f","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 2, 2025 - June 6, 2025","Friday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"45efd6db-171d-40af-a6da-27675bdccd06","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 2, 2025 - June 6, 2025","Friday","3/30 Albert Street, Cambridge, 3434"
"3505eafc-b6fd-4a10-bb65-af819c4481e9","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 2, 2025 - June 6, 2025","Friday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"0c0852ef-6604-427a-a31b-2c93a69cede9","","not-started","","folder","TRUE","FALSE","June 9, 2025 - June 13, 2025"
"1a3b3886-5491-4557-bda2-ab9f77557d8d","","not-started","","folder","TRUE","FALSE","June 9, 2025 - June 13, 2025","Monday"
"9498bc08-54ca-408a-b1ae-da9e45e14b75","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 9, 2025 - June 13, 2025","Monday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"27261a45-4422-4e30-84f2-8eba1ccfd779","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 9, 2025 - June 13, 2025","Monday","3/30 Albert Street, Cambridge, 3434"
"aab1df7c-d535-4c09-9259-f4117339cfab","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 9, 2025 - June 13, 2025","Monday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"16b2e6a6-9d68-4ed0-9252-7d5175c305cd","","not-started","","folder","TRUE","FALSE","June 9, 2025 - June 13, 2025","Tuesday"
"b6eab82d-8971-4e8c-ab9b-1e3b9972483a","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 9, 2025 - June 13, 2025","Tuesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"6ad2c3e7-87c8-4e27-96e0-0d363de82039","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 9, 2025 - June 13, 2025","Tuesday","3/30 Albert Street, Cambridge, 3434"
"ea327d43-0d81-4fc7-bbd3-b3b4d146699a","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 9, 2025 - June 13, 2025","Tuesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"04322d70-4753-48a9-af3b-2a60ae50eed0","","not-started","","folder","TRUE","FALSE","June 9, 2025 - June 13, 2025","Wednesday"
"b593f693-cefa-4757-938d-70d0ba68bfae","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 9, 2025 - June 13, 2025","Wednesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"406bed2b-a0a8-47fa-8e10-8cd8e094505c","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 9, 2025 - June 13, 2025","Wednesday","3/30 Albert Street, Cambridge, 3434"
"adfcbf9e-a3c3-42cf-b394-fad4c1a5df3f","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 9, 2025 - June 13, 2025","Wednesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"37961343-b4b6-4b59-8084-708a3dfe3723","","not-started","","folder","TRUE","FALSE","June 9, 2025 - June 13, 2025","Thursday"
"f67f5709-2e7d-46f7-8b47-df428fa80922","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 9, 2025 - June 13, 2025","Thursday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"1ea91bdf-9001-4c04-8473-3472dbb75b47","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 9, 2025 - June 13, 2025","Thursday","3/30 Albert Street, Cambridge, 3434"
"5d7d80e0-7e59-4f5a-b30d-1e24fbde7329","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 9, 2025 - June 13, 2025","Thursday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"ae1fb666-efee-44aa-b9fd-cfafc36ba082","","not-started","","folder","TRUE","FALSE","June 9, 2025 - June 13, 2025","Friday"
"5a0d191b-9917-46eb-b4c0-3e986727c052","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 9, 2025 - June 13, 2025","Friday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"7cdc3de1-52e3-41d4-98ee-2ec81bc3b33c","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 9, 2025 - June 13, 2025","Friday","3/30 Albert Street, Cambridge, 3434"
"2a892943-136f-4bb3-9e6e-fbc1d2f1b7bf","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 9, 2025 - June 13, 2025","Friday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"1d3729f9-3e0f-4b00-9b6e-e3564cc25bd0","","not-started","","folder","TRUE","FALSE","June 16, 2025 - June 20, 2025"
"11a7d652-5005-45e6-aca5-bbe9e634ada1","","not-started","","folder","TRUE","FALSE","June 16, 2025 - June 20, 2025","Monday"
"cb13d4bb-e454-43a9-92c8-186607fe709b","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 16, 2025 - June 20, 2025","Monday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"00178792-5e53-4480-9099-6850a8326c88","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 16, 2025 - June 20, 2025","Monday","3/30 Albert Street, Cambridge, 3434"
"89929311-e024-49b0-8a42-511358c00cc9","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 16, 2025 - June 20, 2025","Monday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"85f5d4fb-e55f-4236-a51f-59e9b52345e6","","not-started","","folder","TRUE","FALSE","June 16, 2025 - June 20, 2025","Tuesday"
"9e26daa0-202e-46e8-b17d-f58b3864db76","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 16, 2025 - June 20, 2025","Tuesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"30d94529-6b59-47ea-a43d-cda754e50c64","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 16, 2025 - June 20, 2025","Tuesday","3/30 Albert Street, Cambridge, 3434"
"6dc8aa4f-c600-4665-b1cc-065f7c8329b6","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 16, 2025 - June 20, 2025","Tuesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"32568852-b27e-4866-a08c-583f9d112cfc","","not-started","","folder","TRUE","FALSE","June 16, 2025 - June 20, 2025","Wednesday"
"86d2746a-a4fa-4d73-a8a5-c37e69186d01","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 16, 2025 - June 20, 2025","Wednesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"45d7e935-4fd7-48f8-ab7c-039e131026fd","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 16, 2025 - June 20, 2025","Wednesday","3/30 Albert Street, Cambridge, 3434"
"742f2649-03fe-47bc-9c64-bf8317d449b1","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 16, 2025 - June 20, 2025","Wednesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"b5410e70-dd53-41c0-8543-86eeeda3288b","","not-started","","folder","TRUE","FALSE","June 16, 2025 - June 20, 2025","Thursday"
"04c5e159-ca40-4e02-82eb-675592ae72ac","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 16, 2025 - June 20, 2025","Thursday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"6257cf44-0d7c-4561-bb30-454c94f4d39b","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 16, 2025 - June 20, 2025","Thursday","3/30 Albert Street, Cambridge, 3434"
"16f9c7e1-34f5-42f1-a22f-4785ba88c725","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 16, 2025 - June 20, 2025","Thursday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"a3122137-7330-44cc-b9a2-836208fc7bc2","","not-started","","folder","TRUE","FALSE","June 16, 2025 - June 20, 2025","Friday"
"53f27e53-f54b-42cb-bd52-c2e47c81787a","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 16, 2025 - June 20, 2025","Friday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"ba9bd3e6-13ca-4079-aa3f-f94adebef8de","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 16, 2025 - June 20, 2025","Friday","3/30 Albert Street, Cambridge, 3434"
"c606142b-5f9a-4149-ac2a-9a5e272d4701","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 16, 2025 - June 20, 2025","Friday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"a50e736e-78ea-4565-af40-c5ecd75044ce","","not-started","","folder","TRUE","FALSE","June 23, 2025 - June 27, 2025"
"8f3f1d5b-6b99-4960-bd97-378d03909223","","not-started","","folder","TRUE","FALSE","June 23, 2025 - June 27, 2025","Monday"
"bad45247-37b7-4add-af01-d0306c615b96","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 23, 2025 - June 27, 2025","Monday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"6d7fe211-30d3-40a5-beae-434a03a977dd","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 23, 2025 - June 27, 2025","Monday","3/30 Albert Street, Cambridge, 3434"
"9b02552b-2b2c-433f-aade-921fd40fcf5f","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 23, 2025 - June 27, 2025","Monday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"73cae949-0ae1-4714-8058-3b22190791f0","","not-started","","folder","TRUE","FALSE","June 23, 2025 - June 27, 2025","Tuesday"
"d4de7c6a-3ace-4bd5-be1d-0182602c9542","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 23, 2025 - June 27, 2025","Tuesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"8ae200db-1760-40d7-81c4-eb1cbc16da0c","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 23, 2025 - June 27, 2025","Tuesday","3/30 Albert Street, Cambridge, 3434"
"54030745-c660-4b6c-935d-d4eb4f2586bd","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 23, 2025 - June 27, 2025","Tuesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"1e0a22fc-2a11-4b6a-a0b5-e41d1741158e","","not-started","","folder","TRUE","FALSE","June 23, 2025 - June 27, 2025","Wednesday"
"8b6b855e-e91b-4762-bb80-b3e7171a33ae","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 23, 2025 - June 27, 2025","Wednesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"aec494ce-269d-451b-ba4f-db9f5d040932","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 23, 2025 - June 27, 2025","Wednesday","3/30 Albert Street, Cambridge, 3434"
"94389673-f200-447e-8fc0-54467a4ed90e","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 23, 2025 - June 27, 2025","Wednesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"914064d1-3c06-4e59-a7e5-62704a7fd13d","","not-started","","folder","TRUE","FALSE","June 23, 2025 - June 27, 2025","Thursday"
"ef923b98-9e9b-406b-980a-1d9144a09428","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 23, 2025 - June 27, 2025","Thursday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"812844ae-19d4-4b7f-ac5c-3348ab8889b4","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 23, 2025 - June 27, 2025","Thursday","3/30 Albert Street, Cambridge, 3434"
"304f64f8-4be4-4d00-8fcc-963dbd70eff4","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 23, 2025 - June 27, 2025","Thursday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"1fdeca28-859b-495a-baf0-23f15785b851","","not-started","","folder","TRUE","FALSE","June 23, 2025 - June 27, 2025","Friday"
"d519864a-2597-4dac-a9bc-9f84ac60366a","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 23, 2025 - June 27, 2025","Friday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"a1ffacda-1f82-4a4d-8f35-53f6b5b8037f","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 23, 2025 - June 27, 2025","Friday","3/30 Albert Street, Cambridge, 3434"
"8656b01e-b12b-482e-bfb1-3059c404fb0d","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 23, 2025 - June 27, 2025","Friday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"645bf442-00e2-48dc-b469-99bf655407d6","","not-started","","folder","TRUE","FALSE","June 30, 2025 - July 4, 2025"
"fb0c30d0-1ec4-4811-9dd6-0f213f88d080","","not-started","","folder","TRUE","FALSE","June 30, 2025 - July 4, 2025","Monday"
"678bb673-e06a-4491-aa94-ab114f22d317","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 30, 2025 - July 4, 2025","Monday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"de0a6f8e-4d1b-48d3-bee9-e3bc67cb14fc","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 30, 2025 - July 4, 2025","Monday","3/30 Albert Street, Cambridge, 3434"
"9bb1a41b-04cb-4f9b-aaf9-48865d5dd89a","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 30, 2025 - July 4, 2025","Monday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"d2f906f1-5ab2-4fcf-8fde-81d07a460ccb","","not-started","","folder","TRUE","FALSE","June 30, 2025 - July 4, 2025","Tuesday"
"13b194c1-3ae2-4da2-be38-18f0b9b4fe45","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 30, 2025 - July 4, 2025","Tuesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"a71a7df6-c780-4bae-a7eb-1c19a2fcc368","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 30, 2025 - July 4, 2025","Tuesday","3/30 Albert Street, Cambridge, 3434"
"fdac6340-349e-4ead-86ec-ca6fa63b7796","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 30, 2025 - July 4, 2025","Tuesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"b148a75e-6cad-4c12-9261-3116697fd8ed","","not-started","","folder","TRUE","FALSE","June 30, 2025 - July 4, 2025","Wednesday"
"4dce2032-1f60-40e0-a820-60abd6b7f0ea","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 30, 2025 - July 4, 2025","Wednesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"ac17d92d-db6b-433d-a28a-2ad92bd1e8eb","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 30, 2025 - July 4, 2025","Wednesday","3/30 Albert Street, Cambridge, 3434"
"89397073-19fa-48cb-9b49-9059a8b34331","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 30, 2025 - July 4, 2025","Wednesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"7d9a34d1-c95a-40e1-8a4f-c427501bb08d","","not-started","","folder","TRUE","FALSE","June 30, 2025 - July 4, 2025","Thursday"
"1b7f289b-5897-41ea-8c83-dba639a75061","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 30, 2025 - July 4, 2025","Thursday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"a400b24b-fa5f-4fd0-b829-3f109717741a","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 30, 2025 - July 4, 2025","Thursday","3/30 Albert Street, Cambridge, 3434"
"6edaa456-b11f-466f-9179-39e47e451d9c","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 30, 2025 - July 4, 2025","Thursday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"c613618f-d6e7-4d2d-9432-4334a1fb097f","","not-started","","folder","TRUE","FALSE","June 30, 2025 - July 4, 2025","Friday"
"642af5d7-260b-490e-903c-1d18029241fd","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","June 30, 2025 - July 4, 2025","Friday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"965f08c1-4b07-4f1a-ae89-88b98fcedbd9","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","June 30, 2025 - July 4, 2025","Friday","3/30 Albert Street, Cambridge, 3434"
"66902f5a-977c-4d75-8547-709aeccf98da","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","June 30, 2025 - July 4, 2025","Friday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"a38e70dc-38c6-4304-abd4-2b8147302729","","not-started","","folder","TRUE","FALSE","July 7, 2025 - July 11, 2025"
"8be87ab9-f9c2-442e-ab1d-820b62b509fd","","not-started","","folder","TRUE","FALSE","July 7, 2025 - July 11, 2025","Monday"
"7775bc21-bdd6-42d9-bb7b-b516fc4f555d","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","July 7, 2025 - July 11, 2025","Monday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"0e68cfea-71b4-4bf3-9ff0-5d31bf65baef","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","July 7, 2025 - July 11, 2025","Monday","3/30 Albert Street, Cambridge, 3434"
"718f4531-1451-4cf8-acd9-6af1faf15afc","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","July 7, 2025 - July 11, 2025","Monday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"b7c6d7ba-6330-4153-967c-a352e5ab57c7","","not-started","","folder","TRUE","FALSE","July 7, 2025 - July 11, 2025","Tuesday"
"1a6784e9-3af3-4a5c-96c0-ba3a1ff4bf86","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","July 7, 2025 - July 11, 2025","Tuesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"8eaef0d7-ed06-4cb3-b8f5-deb6cbd2e362","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","July 7, 2025 - July 11, 2025","Tuesday","3/30 Albert Street, Cambridge, 3434"
"ec05dfec-1d0f-48f9-b35e-a7c0af64475b","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","July 7, 2025 - July 11, 2025","Tuesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"eb114cfa-b646-40ea-b67e-0da754ee36b1","","not-started","","folder","TRUE","FALSE","July 7, 2025 - July 11, 2025","Wednesday"
"6efa7976-1ae2-4eb9-a1cc-e2f6eb121964","","not-started","91 Matakokiri Drive, Tauriko, Tauranga 3110","checklist","FALSE","FALSE","July 7, 2025 - July 11, 2025","Wednesday","91 Matakokiri Drive, Tauriko, Tauranga 3110"
"45049160-7366-4479-bf8e-4a9eb672b9bb","","not-started","3/30 Albert Street, Cambridge, 3434","checklist","FALSE","FALSE","July 7, 2025 - July 11, 2025","Wednesday","3/30 Albert Street, Cambridge, 3434"
"35c707f1-607b-4fe6-a80d-15a469f66a23","","not-started","1/8 Puriri Street, Hilltop, Taupo, 3330","checklist","FALSE","FALSE","July 7, 2025 - July 11, 2025","Wednesday","1/8 Puriri Street, Hilltop, Taupo, 3330"
"7918212e-631a-4bc8-a898-5312131a1b4b","","not-started","","folder","TRUE","FALSE","July 7, 2025 - July 11, 2025","Thursday"
