"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3b906e21-6fc0-46a3-8dbb-c875ba96e5d5","","fail","","folder","TRUE","FALSE","Tasks 2024"
"03b38ee6-c0df-4b9e-af1e-49657109d40e","","fail","","folder","TRUE","FALSE","Tasks 2024","March 11, 2024 - March 15, 2024"
"b72fab7c-89ab-4a27-9a21-bc2ad043802d","","not-started","","folder","TRUE","FALSE","Tasks 2025","December 8, 2025 - December 12, 2025"
"25f2585c-63b7-48da-ad5e-80fa1da4740c","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","December 8, 2025 - December 12, 2025","Monday"
"f8dc14de-bdb6-4be7-a122-c30b1b7cb22e","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","December 8, 2025 - December 12, 2025","Tuesday"
"9c393c2f-184a-4124-a7b2-3a5207a2f982","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","December 8, 2025 - December 12, 2025","Wednesday"
"ed2ad1f4-9330-4ec6-b09e-8c4e15a566cd","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","December 8, 2025 - December 12, 2025","Thursday"
"59de3125-4246-4635-a107-029dcba87f81","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","December 8, 2025 - December 12, 2025","Friday"
"5309a8fe-b017-4cf5-a62e-1711a6e83b59","","not-started","","folder","TRUE","FALSE","Tasks 2025","December 15, 2025 - December 19, 2025"
"9c2fb9ac-969d-491e-b33e-6a0e2e43b96f","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","December 15, 2025 - December 19, 2025","Monday"
"70491a98-b4aa-424e-ac5d-4746c73907d0","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","December 15, 2025 - December 19, 2025","Tuesday"
"38a76da5-e2cf-4aa0-b3cd-c536a7a728af","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","December 15, 2025 - December 19, 2025","Wednesday"
"0e42fcbc-6b75-417e-b7f1-c2cf98cab5c8","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","December 15, 2025 - December 19, 2025","Thursday"
"2e010e39-eb17-47a9-88e6-503500162028","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","December 15, 2025 - December 19, 2025","Friday"
"5e5b0948-aa1c-4b1a-87a8-a1b1ebe58fe4","","not-started","","folder","TRUE","FALSE","Tasks 2025","December 22, 2025 - December 26, 2025"
"369df188-0faf-4703-96a2-5acd6505c736","","not-started","PM/Staff Checks - Residential Electrical WA - Monday","checklist","FALSE","FALSE","Tasks 2025","December 22, 2025 - December 26, 2025","Monday"
"d46ac239-d9d2-43a0-9a45-aa8344821956","","not-started","PM/Staff Checks - Residential Electrical WA - Tuesday","checklist","FALSE","FALSE","Tasks 2025","December 22, 2025 - December 26, 2025","Tuesday"
"f0a783aa-8c04-4dd8-88e9-295563d49cbd","","not-started","PM/Staff Checks - Residential Electrical WA - Wednesday","checklist","FALSE","FALSE","Tasks 2025","December 22, 2025 - December 26, 2025","Wednesday"
"41c200cb-544c-4bc8-8d09-48db8b28823d","","not-started","PM/Staff Checks - Residential Electrical WA - Thursday","checklist","FALSE","FALSE","Tasks 2025","December 22, 2025 - December 26, 2025","Thursday"
"e3dc6f64-f904-4a6a-8037-07a792735b0c","","not-started","PM/Staff Checks - Residential Electrical WA - Friday","checklist","FALSE","FALSE","Tasks 2025","December 22, 2025 - December 26, 2025","Friday"
