"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress - Drainage"
,"Scope",,
,"Rows"
,,"Drainage - Block 3C","dynamic","block 3c","drainage","site qa"
,,"Drainage - Block 3G","dynamic","block 3g","drainage","site qa"
,,"Drainage - Block 4A","dynamic","drainage","block 4a","site qa"
,,"Drainage - Block 4B","dynamic","drainage","site qa","block 4b"
,,"Drainage - Block 4C","dynamic","block 4c","drainage","site qa"
,"Columns"
,,"SD Install Sewer/Stormwater Drainage",,"sd install sewer/stormwater drainage"
,,"TST Test Sewer/Stormwater Drainage",,"tst test sewer/stormwater drainage"

"Overall Progress - Plumbing"
,"Scope",,
,"Rows"
,,"Plumbing - Block 3C","dynamic","plumbing","block 3c","site qa"
,,"Plumbing - Block 3G","dynamic","plumbing","block 3g","site qa"
,,"Plumbing - Block 4A","dynamic","plumbing","block 4a","site qa"
,,"Plumbing - Block 4B","dynamic","plumbing","site qa","block 4b"
,,"Plumbing - Block 4C","dynamic","block 4c","plumbing","site qa"
,"Columns"
,,"WG Install Water/Gas Lead-ins",,"wg install water/gas lead-ins"
,,"SD Install Sewer Stacks, Wastes & Vents",,"sd install sewer stacks, wastes & vents"
,,"DP Install Roof/Balcony Downpipes & Overflows",,"dp install roof/balcony downpipes & overflows"
,,"WG Install Water/Gas Rough-ins",,"wg install water/gas rough-ins"
,,"FO Fit-off Kitchen Sink & Tapware",,"fo fit-off kitchen sink & tapware"
,,"FO Fit-off Dishwasher",,"fo fit-off dishwasher"
,,"FO Fit-off Gas Appliance",,"fo fit-off gas appliance"
,,"FO Fit-off Laundry Trough & Tapware",,"fo fit-off laundry trough & tapware"
,,"FO Fit-off Washing Machine Stops",,"fo fit-off washing machine stops"
,,"FO Fit-off Toilet & Cistern",,"fo fit-off toilet & cistern"
,,"FO Fit-off Wash Basin & Tapware",,"fo fit-off wash basin & tapware"
,,"FO Fit-off Shower & Tapware",,"fo fit-off shower & tapware"
,,"FO Fit-off Bath & Tapware",,"fo fit-off bath & tapware"
,,"FO Fit-off Hot Water Unit",,"fo fit-off hot water unit"
,,"TST Test Water Service Pipework",,"tst test water service pipework"
,,"TST Test Gas Services Pipework",,"tst test gas services pipework"
,,"COM Commission Rain Water Storage Tank & Pump",,"com commission rain water storage tank & pump"
,,"COM Commission Hot Water Unit",,"com commission hot water unit"
,,"COM Commission Gas Appliance",,"com commission gas appliance"
,,"COM Commission Water Meter",,"com commission water meter"
,,"COM Commission Gas Meter",,"com commission gas meter"
,,"COM Commission Backflow Prevention Device",,"com commission backflow prevention device"
,,"COM Commissioning Final Handover",,"com commissioning final handover"

