resource,resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,,step,,,Level Ground,,,,,,,,
,,,,,step,,,,Zone 1,,,,,,,
ITP - No.1 Speedpanel & Pre-hang Fire Rated Plasterboard - Rev A,ITP - No.2 Frame All walls - Rev A,ITP - No.3 Sheet All Walls & Frame Ceiling - Rev A,"ITP - No.4 Hang Ceilings and Stop, Sand Walls & Ceilings - Rev A",ITP - No.5 Rigid Board - Rev A,folder-with-checklists,,,,,Zone 1 - A,,,,,,
ITP - No.1 Speedpanel & Pre-hang Fire Rated Plasterboard - Rev A,ITP - No.2 Frame All walls - Rev A,ITP - No.3 Sheet All Walls & Frame Ceiling - Rev A,"ITP - No.4 Hang Ceilings and Stop, Sand Walls & Ceilings - Rev A",ITP - No.5 Rigid Board - Rev A,folder-with-checklists,,,,,Zone 1 - B,,,,,,
ITP - No.1 Speedpanel & Pre-hang Fire Rated Plasterboard - Rev A,ITP - No.2 Frame All walls - Rev A,ITP - No.3 Sheet All Walls & Frame Ceiling - Rev A,"ITP - No.4 Hang Ceilings and Stop, Sand Walls & Ceilings - Rev A",ITP - No.5 Rigid Board - Rev A,folder-with-checklists,,,,,Zone 1 - C,,,,,,
,,,,,step,,,,Zone 2,,,,,,,
ITP - No.1 Speedpanel & Pre-hang Fire Rated Plasterboard - Rev A,ITP - No.2 Frame All walls - Rev A,ITP - No.3 Sheet All Walls & Frame Ceiling - Rev A,"ITP - No.4 Hang Ceilings and Stop, Sand Walls & Ceilings - Rev A",ITP - No.5 Rigid Board - Rev A,folder-with-checklists,,,,,Zone 2 - A,,,,,,
ITP - No.1 Speedpanel & Pre-hang Fire Rated Plasterboard - Rev A,ITP - No.2 Frame All walls - Rev A,ITP - No.3 Sheet All Walls & Frame Ceiling - Rev A,"ITP - No.4 Hang Ceilings and Stop, Sand Walls & Ceilings - Rev A",ITP - No.5 Rigid Board - Rev A,folder-with-checklists,,,,,Zone 2 - B,,,,,,
,,,,,step,,,,Zone 3,,,,,,,
ITP - No.1 Speedpanel & Pre-hang Fire Rated Plasterboard - Rev A,ITP - No.2 Frame All walls - Rev A,ITP - No.3 Sheet All Walls & Frame Ceiling - Rev A,"ITP - No.4 Hang Ceilings and Stop, Sand Walls & Ceilings - Rev A",ITP - No.5 Rigid Board - Rev A,folder-with-checklists,,,,,Zone 3 - A,,,,,,
ITP - No.1 Speedpanel & Pre-hang Fire Rated Plasterboard - Rev A,ITP - No.2 Frame All walls - Rev A,ITP - No.3 Sheet All Walls & Frame Ceiling - Rev A,"ITP - No.4 Hang Ceilings and Stop, Sand Walls & Ceilings - Rev A",ITP - No.5 Rigid Board - Rev A,folder-with-checklists,,,,,Zone 3 - B,,,,,,
,,,,,step,,,,Zone 4,,,,,,,
ITP - No.1 Speedpanel & Pre-hang Fire Rated Plasterboard - Rev A,ITP - No.2 Frame All walls - Rev A,ITP - No.3 Sheet All Walls & Frame Ceiling - Rev A,"ITP - No.4 Hang Ceilings and Stop, Sand Walls & Ceilings - Rev A",ITP - No.5 Rigid Board - Rev A,folder-with-checklists,,,,,Zone 4,,,,,,
,,,,,step,,,Level 1,,,,,,,,
,,,,,step,,,,Zone 1,,,,,,,
ITP - No.1 Speedpanel & Pre-hang Fire Rated Plasterboard - Rev A,ITP - No.2 Frame All walls - Rev A,ITP - No.3 Sheet All Walls & Frame Ceiling - Rev A,"ITP - No.4 Hang Ceilings and Stop, Sand Walls & Ceilings - Rev A",ITP - No.5 Rigid Board - Rev A,folder-with-checklists,,,,,Zone 1 - A,,,,,,
ITP - No.1 Speedpanel & Pre-hang Fire Rated Plasterboard - Rev A,ITP - No.2 Frame All walls - Rev A,ITP - No.3 Sheet All Walls & Frame Ceiling - Rev A,"ITP - No.4 Hang Ceilings and Stop, Sand Walls & Ceilings - Rev A",ITP - No.5 Rigid Board - Rev A,folder-with-checklists,,,,,Zone 1 - B,,,,,,
,,,,,step,,,,Zone 2,,,,,,,
ITP - No.1 Speedpanel & Pre-hang Fire Rated Plasterboard - Rev A,ITP - No.2 Frame All walls - Rev A,ITP - No.3 Sheet All Walls & Frame Ceiling - Rev A,"ITP - No.4 Hang Ceilings and Stop, Sand Walls & Ceilings - Rev A",ITP - No.5 Rigid Board - Rev A,folder-with-checklists,,,,,Zone 2 - A,,,,,,
ITP - No.1 Speedpanel & Pre-hang Fire Rated Plasterboard - Rev A,ITP - No.2 Frame All walls - Rev A,ITP - No.3 Sheet All Walls & Frame Ceiling - Rev A,"ITP - No.4 Hang Ceilings and Stop, Sand Walls & Ceilings - Rev A",ITP - No.5 Rigid Board - Rev A,folder-with-checklists,,,,,Zone 2 - B,,,,,,
