"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b6d39672-ea77-4e8a-8f6c-eed65df7074a","","folder-normal","fail","","step","TRUE","FALSE","Ground floor"
"8e6097ed-c70e-41d7-830d-f3af98d80e96","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 14","P1416"
"b216342b-ca0c-4601-9e98-c3b97b50a119","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 14","P1418"
"4e6618c2-6651-410e-b416-8a1e7ae04676","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 14","P1419"
"eb8a5918-725f-42ac-adac-449c52f2807b","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 14","P1425"
"7de8ce33-5a2a-4fcf-a8ff-a27df6dd894b","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 14","P1426"
"c32b9915-5cf6-4b7e-921d-eb67f4386213","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 14","P1429"
"b97494d8-d9e1-4759-8b7d-a910801e8a3e","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 14","PC1422"
"6bc1cef0-2d19-42c3-82d6-c0d09d23311e","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 14","PC1423"
"43ec44f3-238e-4257-a202-479abf06b110","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 14","PC1424"
"41406337-c37c-46a8-9407-8eee6a95a0df","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 14","PC1427"
"97c530e9-4531-40c2-ab0e-a254ee3b4688","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 14","PC1434"
"70006e4d-54c6-4e89-b847-798310cb7a9f","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 14","PC1436"
"924a5da3-8477-46aa-9f43-557296ddeace","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Level 14","PC1437"
"57898e3d-0196-4929-9eef-6d535ae5a8eb","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 14","P1420"
"a7e2b235-40c4-491e-9f2f-40ce84875ea8","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 14","P1433"
"1f40e4b7-f77c-4fd8-8aa1-c8398380a085","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 14","P1435"
"46e6df5d-7a49-48f4-aa65-816b7c3ddf8f","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 14","PC1428"
"e39a7b47-4c46-4c37-968a-2965aec48d3f","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 14","PC1430"
"b5c0d97f-53c3-473b-bb8b-af6284ab3c47","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 14","PC1431"
"316df6d2-23be-43af-876c-2a48da8a0e43","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 14","PC1432"
"2f3e2714-9dcb-449d-8609-db03eec6495d","","folder-normal","fail","","step","TRUE","FALSE","Level 15"
"9e7e5449-d50c-47f8-a0e8-17906f2f431a","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 15","CP1503"
"9417e873-353a-49c2-84f1-25d33ad4e7d1","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 15","CP1503(2)"
"d1b0d1c7-ddfe-474a-b876-c422a0e1e619","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 15","CP1504"
"e26feca7-4c4e-4421-a5df-edfbe93001bb","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 15","CP1504(2)"
"b45dbc65-a35c-4100-8aa5-01597398a5a1","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 15","CP1506"
"9652a024-2e89-468a-9fe9-3c31a59c9959","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 15","CP1506(2)"
"18676018-52d6-4ccc-9cc4-e62b5383f32d","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 15","CP1508"
"c4c0d0d6-6da1-44da-9fca-347bd8f58733","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 15","CP1508(2)"
"62b05926-ef8e-45a4-85f6-4147d5480533","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 15","CP1510"
"ddb03998-f779-420c-b372-7dc9e106474b","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 15","CP1510(2)"
"f4e6732b-48d2-4841-84cd-957c36ec875d","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 15","P1520"
"0341faa1-85f0-4317-87ba-bf90310c8f2a","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 15","P1520(2)"
"81b23cae-fc9e-41c6-9a61-f801359fdd22","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 15","P1529"
"1e984c08-f3b7-44b2-82b6-c46667a22fe3","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 15","P1529(2)"
"476a4b92-338c-452e-8bfa-854b6a338bc2","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 15","P1533"
"6f6a992d-ad75-4453-ab83-8605fd908338","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 15","P1533(2)"
"9b5ae66c-14a7-40b1-9806-fcbb90d17fee","","folder-normal","pass","","step","TRUE","FALSE","Level 16"
"5185e6cc-56bf-4382-8eef-1649085c3956","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","CP1603"
"86b3391d-8dd7-47eb-b01e-ea7c3123f6bc","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","CP1603A"
"a515fd74-bbfe-4edf-824d-b05d3239e64d","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","CP1604"
"2326b186-1508-41bd-850c-c3e4c8031120","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","CP1604A"
"4f2fc593-8328-4d8e-b6c3-01ec30db7501","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","CP1605"
"acfd822e-ebc4-4d60-935f-b3a734365225","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","CP1606"
"741ad365-edfb-4f95-a621-6722dcadf139","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","CP1606A"
"e5cdab18-79b4-4c0e-be01-65c023344007","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","CP1607"
"5fa769a7-9fa4-48eb-b40d-4e5bf51c118c","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","CP1608"
"1f83412b-8710-4dbb-80f3-ff10b724c6e7","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","CP1609"
"cb593321-21f8-4a3f-93c3-aed1ff6531bc","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","CP1610"
"85d7e0d7-67e9-451d-b598-7b0f961eef51","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","P1614"
"4d5b8eea-dc90-4dec-a669-639997f4ca9e","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","P1615"
"9dac56c0-1639-4a4b-a7ff-826cb4ffadeb","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","P1616"
"e21062fe-7f35-4a99-af4c-97fa85eadf72","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","P1618"
"b3d8e3d3-a903-48fb-a9d5-505b5c2823e4","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","P1620"
"6d880d6a-2447-4f84-b797-7533ca92b7aa","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","P1625"
"b6a183f3-4474-4651-bc80-36d35ec0d291","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","P1626"
"57abe51d-7a75-4fa8-adbf-f6c9c32d43d0","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","P1629"
"9a52a7f2-9601-4994-8585-b2e58cd13e37","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","P1633"
"c5db392d-6294-40cd-bc0b-afc188c3351d","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","P1635"
"b410f759-796e-47ab-99a0-0ea4882e4659","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","PC1622"
"c657e1de-e4ff-4b1b-b97d-e1cd5c6e8603","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","PC1623"
"61a1c45d-f75a-4f8a-b6e9-661458b09cab","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","PC1624"
"fd22a08e-a4f4-46a2-a80d-74d77158872a","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","PC1627"
"6ed955d8-9bf0-4037-98a8-c28d04b04cd7","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","PC1628"
"810b9aac-cc19-469d-89d7-26a305a09984","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","PC1630"
"54c9b0d3-162c-4ede-b3e5-8984b86e3e3e","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","PC1631"
"f4930100-0a8e-4615-9664-5d1aa01e2a14","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","PC1632"
"3a2f73bf-c5f0-411c-8b9a-c41b60fc4467","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","PC1634"
"92c0b009-95aa-4822-bd9f-820401f77cec","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","PC1636"
"97a1be76-cc88-4c1d-8e43-72bb481c43fe","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 16","PC1637"
"c5c4bfde-d0e6-4dcf-9158-4a3052193130","","folder-normal","pass","","step","TRUE","FALSE","Level 17"
"8e8d4176-f8e8-45dc-a2d2-482fbd320ca1","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 17","CP1703"
"2bb928f4-86dc-43bd-a353-ac9fe15572c2","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 17","CP1704"
"5676e7c0-ad8d-40f3-99ab-3998a94a3169","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 17","CP1706"
"dbbcc863-f62d-45b1-a714-11a5d519dafd","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 17","CP1708"
"14a30606-5dab-4cde-8c14-f631b2e1a131","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 17","CP1709"
"f898f7f7-a9c6-42d0-bf5c-91223b349c68","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 17","CP1710"
"9a4a8034-2de6-48dd-8598-a0fa29b995f4","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 17","P1714"
"6ee89018-30b2-4b08-b8d6-a5495c8a432b","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 17","P1720"
"9a6a44fa-ddc4-439c-abfd-185abf479c34","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 17","P1729"
"d6430132-7530-430c-b369-ccd0467880d8","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 17","P1733"
"8b655a1d-360f-4862-b8bc-e584c154facd","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Level 17","LR01"
