Id,Type,Name,Values,Prompting Name,Postfix,Resource Id
f5b959a8-9496-4502-9f36-3c5ce66f64bc,checklist,Testing & Commissioning - Low Voltage Cables - Mains/Submains (Pre-Energisation),,Low Voltage Cables - Mains/Submains (Pre-Energisation),,
018edeaf-369d-4f29-b1bf-c91bde4328eb,section,Pre-requisite Works,,,,
23f86157-f72b-4ffa-a768-98665b79837f,checkpoint,Insulation Damage,,,,
57bacc0d-557a-45ca-93e7-ece22f64ffd4,checkpoint,Correct Type of Termination,,,,
9684c7b9-19a0-48c9-b01a-cccbab0659ff,checkpoint,Correct Cable Size and Labelling,,,,
,checkpoint ,Earth Nesting,,,,
57d6eede-c12c-4a00-be4c-750031f4f70e,section,Insulation Resistance,,,,
0cf19de5-79a4-4ab0-8d41-dc57fd701299,checkpoint,R-W,,,,
9a8a942c-c760-54ab-8156-7f923929fb81,button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,
ce678e18-59f2-501b-974a-b76616a2e263,textbox,Actual Reading if <500MΩ/<1000MΩ,,,,
d4ef7fc9-293d-4bb1-a821-0d89ceace40b,checkpoint,R-B,,,,
1c60b3a6-1e7b-5679-9483-48e4dd4f3da1,button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,
dd511f61-20d5-518f-81f4-fc71cc02430e,textbox,Actual Reading if <500MΩ/<1000MΩ,,,,
88eebd9e-2491-41ab-8bc2-7495c59d63f0,checkpoint,W-B,,,,
00092a90-1d66-57c2-9ac1-af0166a8fdba,button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,
ccd93f11-247b-50bb-8940-faffeea99973,textbox,Actual Reading if <500MΩ/<1000MΩ,,,,
0dbda30a-d146-4689-8032-1a754f027c24,checkpoint,R-N,,,,
c2567637-4493-5346-b1b1-6608d53e6dbe,button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,
f42ca530-cdd3-5eec-9abc-41f8a9593ad3,textbox,Actual Reading if <500MΩ/<1000MΩ,,,,
30776b3e-d58f-4dc9-bb62-41c38d10f98d,checkpoint,W-N,,,,
9e43d7f4-0af4-5ba6-96d7-5ca6707f7408,button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,
d3ac676d-4354-5beb-9005-912a85b0d966,textbox,Actual Reading if <500MΩ/<1000MΩ,,,,
2970f94b-cb79-43a9-9ea1-b18274f0ac88,checkpoint,B-N,,,,
591d006c-3ed7-56f8-8464-c575b772c723,button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,
4cc71dfc-b209-54b8-bc83-e89b7f48d10d,textbox,Actual Reading if <500MΩ/<1000MΩ,,,,
3d6923be-a1f5-449f-a6e0-8f4ed98390f2,checkpoint,R-E,,,,
c2fab04d-bf8f-581c-b555-5ed80cce206e,button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,
55cce7c7-7810-582e-8a6b-369795d3b0c6,textbox,Actual Reading if <500MΩ/<1000MΩ,,,,
c9c38127-6fdd-48a2-9520-4253554c02e0,checkpoint,W-E,,,,
06e4a05b-ae5f-5741-8393-5b16751588c6,button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,
2282f52b-da13-536e-ac5b-4cba786a817b,textbox,Actual Reading if <500MΩ/<1000MΩ,,,,
256e178d-ee3e-4d6a-b835-ea77f714c7d4,checkpoint,B-E,,,,
4e9f2bd5-abdc-5f0e-87ca-b8c4ecf750c6,button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,
75306665-e77b-5cf6-8ce6-a29309f9b014,textbox,Actual Reading if <500MΩ/<1000MΩ,,,,
90b33d64-3d90-45ba-8441-9a370fc4ba0d,checkpoint,N-E,,,,
7d47d5a8-e5e5-54b1-bf15-f8deabff2b62,button,Insulation Resistance shall not be less than 1MΩ (Tested at 500VDC/1000VDC),">500MΩ,>1000MΩ,N/A",,,
71eef9c5-5789-5d90-89ea-0b68c00ea9b5,textbox,Actual Reading if <500MΩ/<1000MΩ,,,,
52006caf-6350-4285-8d32-6a0561fdbfed,section,Continuity Testing,,,,
904dd9ec-4232-4529-a23d-9924bf54ff18,checkpoint,Red Phase,,,,
cf4db43d-bd8a-5d5d-8efe-a99fe73bd4d0,textbox,Resistance (Ω),,,,
