Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Site QA - Overall Progress,,,,,,,,
,Scope,,,,,,,
,Rows,,,,,,,
,,Civils / Ingrounds - Zone #1 (E-EXT1-10-NRL-01),grouping,civils / ingrounds - zone #1 (e-ext1-10-nrl-01),,,,
,,ITC-220.1 -TRENCH NO. #1,,Site QA,Civils / Ingrounds,Zone #1 (E-EXT1-10-NRL-01),Trenching,ITC-220.1 -TRENCH NO. #1
,,ITC-220.1 - TRENCH NO.#2,,Site QA,Civils / Ingrounds,Zone #1 (E-EXT1-10-NRL-01),Trenching,ITC-220.1 - TRENCH NO.#2
,,ITC-220.1 -TRENCH NO. #3,,Site QA,Civils / Ingrounds,Zone #1 (E-EXT1-10-NRL-01),Trenching,ITC-220.1 -TRENCH NO. #3
,,ITC-220.1 -TRENCH NO. #4,,Site QA,Civils / Ingrounds,Zone #1 (E-EXT1-10-NRL-01),Trenching,ITC-220.1 -TRENCH NO. #4
,,ITC-220.1 -TRENCH NO. #5,,Site QA,Civils / Ingrounds,Zone #1 (E-EXT1-10-NRL-01),Trenching,ITC-220.1 -TRENCH NO. #5
,,ITC-220.1 -TRENCH NO. #6,,Site QA,Civils / Ingrounds,Zone #1 (E-EXT1-10-NRL-01),Trenching,ITC-220.1 -TRENCH NO. #6
,,ITC-220.1 -TRENCH NO. #7,,Site QA,Civils / Ingrounds,Zone #1 (E-EXT1-10-NRL-01),Trenching,ITC-220.1 -TRENCH NO. #7
,,ITC-220.1 -TRENCH NO. #8,,Site QA,Civils / Ingrounds,Zone #1 (E-EXT1-10-NRL-01),Trenching,ITC-220.1 -TRENCH NO. #8
,,ITC-220.1 -TRENCH NO. #9,,Site QA,Civils / Ingrounds,Zone #1 (E-EXT1-10-NRL-01),Trenching,ITC-220.1 -TRENCH NO. #9
,,ITC-220.1 -TRENCH NO. #10,,Site QA,Civils / Ingrounds,Zone #1 (E-EXT1-10-NRL-01),Trenching,ITC-220.1 -TRENCH NO. #10
