Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,
7f6e0048-2ee8-5f9f-b356-c9d164c015ce,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Ground,Test Rain Water,,,
31b0998b-8ca9-5151-8e8f-e7fb16cbfd28,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 1,Test Rain Water,,,
b8dbac6e-32c2-50e3-98b9-2f554fddbbcd,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 2,Test Rain Water,,,
6baf81ff-7da0-577f-9d32-bd2ac189cd9d,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 3,301,Test Rain Water,,
150b93cf-ee72-51bc-8c2b-f23bdf193f18,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 3,302,Test Rain Water,,
45efbb21-25a0-5f1e-a701-a23d844f318f,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 3,303,Test Rain Water,,
e6b42fad-9b40-58fb-9b47-5c010b5b01d7,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 3,304,Test Rain Water,,
323cedaa-5108-5a1f-b1ba-244f49503109,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 3,305,Test Rain Water,,
57646098-9150-50a8-8f57-57c6c3a4df13,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 3,306,Test Rain Water,,
bd09b139-5aee-5f31-b970-3006b87992a0,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 3,Gym Amenities,Test Rain Water,,
b238c745-7f9b-5e37-982e-3290d5726e0a,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 4,401,Test Rain Water,,
520241f2-6672-50ff-98a3-719e75c36279,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 4,402,Test Rain Water,,
36a80b43-ce9d-545f-8390-55e7d81e1811,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 4,403,Test Rain Water,,
080b9851-3f2c-5f56-bbda-c95918a89e0f,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 4,404,Test Rain Water,,
62d5514c-24f7-514e-896e-7a00be1c2191,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 4,405,Test Rain Water,,
1f6c11e5-8b64-5c94-83c1-ee98276b7bab,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 4,406,Test Rain Water,,
b855c25a-b897-5b8f-9603-2ac03c752ae0,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 4,407,Test Rain Water,,
ab8f2558-d5c7-5afc-a3c2-072f7fd681e4,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 4,408,Test Rain Water,,
c15bfd53-77ae-53c0-adc5-c976529ca6ba,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 5,501,Test Rain Water,,
7cd74e35-18a3-55a6-a023-1577354ba678,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 5,502,Test Rain Water,,
63996e23-eb13-5381-ad27-e4ce614e91f7,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 5,503,Test Rain Water,,
32d3ecde-a10c-530a-ad2d-1226609a38aa,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 5,504,Test Rain Water,,
ed6eb940-9572-517a-8252-d13fcba1d828,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 5,505,Test Rain Water,,
db9fd9c5-c45d-594b-bfa4-bc52161b5200,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 5,506,Test Rain Water,,
