Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,
8c7f3941-5f60-5888-8842-f92132af118b,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 5,507,Test Rain Water,
ea4e258c-a9b6-5293-aaa1-e40985f12be4,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 5,508,Test Rain Water,
b46b4a9d-5124-518e-93ee-795c53dc721d,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 6,601,Test Rain Water,
020c32f9-fcfe-5885-aa33-6cd5612646e7,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 6,602,Test Rain Water,
eb83299c-03bf-50f3-802b-a6c6f2044b13,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 6,603,Test Rain Water,
d5830379-9407-5415-addc-2c680b18d89b,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 6,604,Test Rain Water,
7be3fbdd-e379-56db-89c5-2ecdd96c2601,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 6,605,Test Rain Water,
e7cd042e-662b-597e-adec-68fe873bcb14,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 6,606,Test Rain Water,
dff75284-e452-5b7c-8938-e9555b5ebe9b,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 6,607,Test Rain Water,
a0710a0e-7727-5a14-9bdf-8c1854bdd373,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 6,608,Test Rain Water,
0ca0d7b2-5c0b-5b1a-bbf3-07ea37cff8ec,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 7,701,Test Rain Water,
5be3afe5-f4c8-5e46-846a-37f6a66e3c23,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 7,702,Test Rain Water,
b227095c-74ca-5f84-a1c0-e77c6742d4a0,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 7,703,Test Rain Water,
6c0fb9a9-8b73-543f-97ef-ec77f5725e85,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 7,704,Test Rain Water,
f1ee6932-12e0-54b6-b5c6-02545c12f85d,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 7,705,Test Rain Water,
b55db759-9a96-510c-814d-56b0b2e31e0c,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 7,706,Test Rain Water,
b6bbdc85-858f-51b0-be1c-7fda8ee938e3,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 7,707,Test Rain Water,
74c48cad-a06f-577e-a736-17e9fb83dd41,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 7,708,Test Rain Water,
5d9098d4-ff9b-5b75-9b95-e853585dafb3,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 8,801,Test Rain Water,
69cf76b2-6d1e-50b8-8c7c-fcf95a6de58a,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 8,802,Test Rain Water,
6586ba94-7e44-5b48-904e-ac8936301614,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Corridor,Level 8,803,Test Rain Water,
