type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Mechanical Electrical Checklist,,,,,,Mechanical Electrical Checklist
section,Work By Others,,,,,,
checkpoint,413 Plug Socket-BSU/FCU,,,,,,
checkpoint,413 Plug Socket-Damper Controller,,,,,,
section,C&E-Cable Installation,,,,,,
checkpoint,Comms LAN-BSU to CU,,,,,,
checkpoint,Comms LAN BSU-1 to BSU-2,,,,,,
checkpoint,Comms LAN BSU to FCU,,,,,,
checkpoint,Proprietary Wall Controller,,,,,,
section,Field Equipment,,,,,,
checkpoint,Condenser,,,,,,
text,Isol-M,,,,,,
text,Isol-T,,,,,,
text,Unit-T,,,,,,
checkpoint,BSU,,,,,,
text,BSU-1,,,,,,
text,BSU-2,,,,,,
checkpoint,FCU,,,,,,
text,T,,,,,,
checkpoint,Wall Controller,,,,,,
text,M,,,,,,
text,T,,,,,,
section,Dampers,,,,,,
checkpoint,Controller Installed,,,,,,
checkpoint,TX Installed,,,,,,
checkpoint,Damper - 1,,,,,,
checkpoint,Damper - 2,,,,,,
checkpoint,Damper - 3,,,,,,
checkpoint,Terminated,,,,,,
checkpoint,Mech Dampers Installed,,,,,,
