"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,,"facade qa"
,"Rows"
,,"Area A","dynamic","area a","facade qa"
,,"Area B2","dynamic","facade qa","area b2"
,,"Area B1","dynamic","facade qa","area b1"
,,"Area C (Conical)","dynamic","facade qa","area c (conical)"
,,"Area B3","dynamic","area b3","facade qa"
,"Columns"
,,"Panels",,"panels"
,,"Frames",,"frames"
,,"Bay Completion Inspection",,"bay completion inspection"

"Bay Completion Inspection - Detailed Progress"
,"Scope",,,"facade qa"
,"Rows"
,,"Area A","grouping","area a"
,,"Bay A1",,"facade qa","area a","bay completion inspection","bay a1"
,,"Bay A2",,"facade qa","area a","bay completion inspection","bay a2"
,,"Bay A3",,"bay a3","facade qa","area a","bay completion inspection"
,,"Bay A4",,"bay a4","facade qa","area a","bay completion inspection"
,,"Bay A5",,"facade qa","bay a5","area a","bay completion inspection"
,,"Bay A6",,"facade qa","bay a6","area a","bay completion inspection"
,,"Bay A7",,"facade qa","area a","bay a7","bay completion inspection"
,,"Bay A8",,"facade qa","bay a8","area a","bay completion inspection"
,,"Bay A9",,"facade qa","area a","bay completion inspection","bay a9"
,,"Bay A10",,"facade qa","bay a10","area a","bay completion inspection"
,,"Bay A11",,"facade qa","bay a11","area a","bay completion inspection"
,,"Bay A12",,"facade qa","area a","bay a12","bay completion inspection"
,,"Bay A13",,"facade qa","bay a13","area a","bay completion inspection"
,,"Bay A14",,"facade qa","area a","bay completion inspection","bay a14"
,,"Bay A15",,"facade qa","area a","bay completion inspection","bay a15"
,,"Bay A16",,"bay a16","facade qa","area a","bay completion inspection"
,,"Bay A17",,"bay a17","facade qa","area a","bay completion inspection"
,,"Bay A18",,"facade qa","bay a18","area a","bay completion inspection"
,,"Bay A19",,"facade qa","bay a19","area a","bay completion inspection"
,,"Bay A20",,"bay a20","facade qa","area a","bay completion inspection"
,,"Bay A21",,"facade qa","bay a21","area a","bay completion inspection"
