resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Site QA,,,,,,,,
Installation Authority Main to Meter,checklist-flat,,,Site QA,Authority Water Connection,,,,,,,
,step,,,Site QA,In-Ground Services,,,,,,,
,step,,,Site QA,In-Ground Services,Basement Level,,,,,,
Installation Drainage (In-ground),checklist-flat,,,Site QA,In-Ground Services,Basement Level,Sewer Drainage Installation (In-ground Pour 1),,,,,
Installation Drainage (In-ground),checklist-flat,,,Site QA,In-Ground Services,Basement Level,Sewer Drainage Installation (In-ground Pour 2),,,,,
Installation Water Service (In-ground),checklist-flat,,,Site QA,In-Ground Services,Basement Level,Water Service Installation (In-ground),,,,,
Installation Water Service (In-ground),checklist-flat,,,Site QA,In-Ground Services,Basement Level,Gas Service Installation (In-ground),,,,,
,step,,,Site QA,In-Ground Services,Ground Level,,,,,,
Installation Drainage (In-ground),checklist-flat,,,Site QA,In-Ground Services,Ground Level,Drainage Installation (In-ground),,,,,
Installation Water Service (In-ground),checklist-flat,,,Site QA,In-Ground Services,Ground Level,Water Service Installation (In-ground),,,,,
,step,,,Site QA,Penetrations,,,,,,,
,step,,,Site QA,Penetrations,Ground Level,,,,,,
Installation Penetration,checklist-flat,,,Site QA,Penetrations,Ground Level,Penetration Installation,,,,,
,step,,,Site QA,Penetrations,Level 1,,,,,,
Installation Penetration,checklist-flat,,,Site QA,Penetrations,Level 1,Penetration Installation,,,,,
,step,,,Site QA,Penetrations,Level 2,,,,,,
Installation Penetration,checklist-flat,,,Site QA,Penetrations,Level 2,Penetration Installation,,,,,
,step,,,Site QA,Penetrations,Level 3,,,,,,
Installation Penetration,checklist-flat,,,Site QA,Penetrations,Level 3,Penetration Installation,,,,,
,step,,,Site QA,Penetrations,Level 4,,,,,,
Installation Penetration,checklist-flat,,,Site QA,Penetrations,Level 4,Penetration Installation,,,,,
,step,,,Site QA,Penetrations,Level 5,,,,,,
Installation Penetration,checklist-flat,,,Site QA,Penetrations,Level 5,Penetration Installation,,,,,
,step,,,Site QA,Penetrations,Level 6,,,,,,
Installation Penetration,checklist-flat,,,Site QA,Penetrations,Level 6,Penetration Installation,,,,,
,step,,,Site QA,Penetrations,Roof,,,,,,
Installation Penetration,checklist-flat,,,Site QA,Penetrations,Roof,Penetration Installation,,,,,
,step,,,Site QA,Stacks & Vents,,,,,,,
,step,,,Site QA,Stacks & Vents,Basement Level,,,,,,
Installation Stack & Vent,checklist-flat,,,Site QA,Stacks & Vents,Basement Level,Stack & Vent Installation,,,,,
,step,,,Site QA,Stacks & Vents,Ground Level,,,,,,
Installation Stack & Vent,checklist-flat,,,Site QA,Stacks & Vents,Ground Level,Stack & Vent Installation,,,,,
,step,,,Site QA,Stacks & Vents,Level 1,,,,,,
Installation Stack & Vent,checklist-flat,,,Site QA,Stacks & Vents,Level 1,Stack & Vent Installation,,,,,
,step,,,Site QA,Stacks & Vents,Level 2,,,,,,
Installation Stack & Vent,checklist-flat,,,Site QA,Stacks & Vents,Level 2,Stack & Vent Installation,,,,,
,step,,,Site QA,Stacks & Vents,Level 3,,,,,,
Installation Stack & Vent,checklist-flat,,,Site QA,Stacks & Vents,Level 3,Stack & Vent Installation,,,,,
,step,,,Site QA,Stacks & Vents,Level 4,,,,,,
Installation Stack & Vent,checklist-flat,,,Site QA,Stacks & Vents,Level 4,Stack & Vent Installation,,,,,
,step,,,Site QA,Stacks & Vents,Level 5,,,,,,
Installation Stack & Vent,checklist-flat,,,Site QA,Stacks & Vents,Level 5,Stack & Vent Installation,,,,,
,step,,,Site QA,Stacks & Vents,Level 6,,,,,,
Installation Stack & Vent,checklist-flat,,,Site QA,Stacks & Vents,Level 6,Stack & Vent Installation,,,,,
,step,,,Site QA,Stacks & Vents,Roof,,,,,,
Installation Stack & Vent,checklist-flat,,,Site QA,Stacks & Vents,Roof,Stack & Vent Installation,,,,,
,step,,,Site QA,Downpipes & Overflows,,,,,,,
