"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f4489126-c007-449f-b2d1-624f8607c670","","work-in-progress","","folder","TRUE","FALSE","Project QA"
"ff472b26-ef26-44a3-af4f-60e018da5a1f","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 1"
"d0d0c5ff-ac78-42ed-940e-2828c189ec4b","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 1","Earthworks"
"9121d723-6474-4bc2-892e-d009af751b20","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 1","Drainage"
"edc2cc72-dbda-407c-bc67-4f0207770462","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 1","Pavements"
"542779c3-f311-4ddd-9c4b-f83a42828c0c","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 2"
"f9c84f9e-b386-4add-a532-8158795fca2f","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 2","Earthworks"
"f8843fa4-3ee8-470e-aa60-56b6beddaacb","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 2","Drainage"
"cd1c5d7c-84ee-4b19-94f6-aa1bf95daa74","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 2","Pavements"
"d4ccb6a1-bfa1-4dc6-a506-b5b89cb15361","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 3"
"294ea4fd-85c5-4f9e-b5cb-ea5cb211eb0c","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 3","Earthworks"
"154b0e3a-9afc-44b6-b480-4b01baea46d1","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 3","Earthworks","Fill 12 Temporary Stream Diversions"
"271c2b53-4261-4b98-b368-2d247da8173c","","work-in-progress","SYS - ITP-003 – Subsoil Drainage Install For Season 2023/2024","checklist","FALSE","FALSE","Project QA","Zone 3","Earthworks","Fill 12 Temporary Stream Diversions","ITP-003 – Subsoil Drainage Install For Season 2023/2024"
"47c8841b-11fb-45fb-81e2-ab2ac0c1108d","","work-in-progress","SYS - ITP-006 – Temporary PKS Culverts Installation For Season 2023/2024","checklist","FALSE","FALSE","Project QA","Zone 3","Earthworks","Fill 12 Temporary Stream Diversions","ITP-006 – Temporary PKS Culverts Installation For Season 2023/2024"
"b8a49d15-2765-4ab5-97df-0039279a0a34","","work-in-progress","SYS - ITP - Fill 12 For Season 2023/2024.","checklist","FALSE","FALSE","Project QA","Zone 3","Earthworks","Fill 12 Temporary Stream Diversions","ITP - Fill 12 For Season 2023/2024."
"3231eb66-390a-4b2f-af55-95599efb904a","","not-started","ITP - Fill 12 Rev 2","checklist","FALSE","FALSE","Project QA","Zone 3","Earthworks","Fill 12 Temporary Stream Diversions","ITP - Fill 12 For Season 2024/2025"
"e16fb35c-9220-4eb6-a3d9-9dc908cf792f","","not-started","ITP-003 - Subsoil Drainage Install","checklist","FALSE","FALSE","Project QA","Zone 3","Earthworks","Fill 12 Temporary Stream Diversions","ITP-003 - Subsoil Drainage Install For Season 2024/2025"
"3fc24269-1517-40cb-a094-8740d8170fb3","","not-started","ITP-006 - Temporary Culverts Installation","checklist","FALSE","FALSE","Project QA","Zone 3","Earthworks","Fill 12 Temporary Stream Diversions","ITP-006 - Temporary PKS Culverts Installation For Season 2024/2025"
"e5610242-f4bc-49f1-9ed1-368e0174edf0","","work-in-progress","ITP - Earthworks Cut 10 Rev 1","checklist","FALSE","FALSE","Project QA","Zone 3","Earthworks","ITP - Earthworks Cut 10 Rev 1"
"8fec195a-9938-4c55-aa0f-28e5e3bf9a0c","","work-in-progress","ITP - Earthworks Cut 11 Rev 1","checklist","FALSE","FALSE","Project QA","Zone 3","Earthworks","ITP - Earthworks Cut 11 Rev 1"
"3a996ea6-2b08-40df-b0da-138dde6a9575","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 3","Drainage"
"6af14c55-1532-46ca-84b7-e2c6d6d0bf19","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 3","Pavements"
"9a384a60-c03f-4e6d-bae6-ac0a4732965a","","not-started","","folder","TRUE","FALSE","Project QA","Zone 4"
"92d9a0af-d371-43c9-aa1d-821c025cd815","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 4","Earthworks"
"b4c1e600-5107-4e4a-bcda-fc0c30652126","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 4","Drainage"
"bca81774-64f9-4e22-a0cd-8e88bb088693","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 4","Pavements"
"7121d2fa-8b4b-4d92-81f6-a29898af6434","","not-started","","folder","TRUE","FALSE","Project QA","Zone 4","Tunnel"
"2a5faf79-76ca-4bdd-8701-0c25ab52e27d","","not-started","","folder","TRUE","FALSE","Project QA","Zone 4","Tunnel","Top Heading"
"c060dc33-099b-4fc2-ac14-197a4488ac90","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","ITP"
"a68e8a27-f9e8-4481-b3e0-ab546951e6b2","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Checklist"
"18395b78-4387-4a2f-869a-17b014b13b5b","","not-started","ITP-013 - Fill 13 Rev 2","checklist","FALSE","FALSE","Project QA","Zone 4","Tunnel","Top Heading","Z04-TUN-ITP-013-LOT-001 - TH_Cut_1"
"b616a0ea-82ee-492a-961e-f6388dcef892","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 4","Tunnel","Bottom Bench"
"35d46a9d-e820-46c8-906b-0a0a2ebb1f5e","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 4","Tunnel","South Portal"
"045eaa2a-60b7-413d-a545-36fe8c7ac59c","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 4","Tunnel","North Portal"
"bd484ac5-90e7-4cc6-9c63-47e62eb4f29a","","not-started","","folder","TRUE","FALSE","Project QA","Zone 4","Instrumentation and Monitoring"
"f607c442-f316-44dc-a5c3-e56f3e27630b","","not-started","033a2ad779b9c2fe49440c46359ef8a234d636808b1512c4869e2560e841408c","checklist","FALSE","FALSE","Project QA","Zone 4","Instrumentation and Monitoring","ITP-009 - Geotechnical Equipment Installation Rev 2"
"e1ac383b-e76a-4ce7-b23f-4342c7428e02","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 5"
"c1915283-c90f-49a7-96fd-78b41c338254","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 5","Earthworks"
"5966f04d-280d-47f0-a70b-3301f6fb8628","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 5","Earthworks","Fill 13"
"dbe19a72-f63f-4d1f-91e4-82058e41d156","","work-in-progress","SYS - ITP-013– Earthworks Fill","checklist","FALSE","FALSE","Project QA","Zone 5","Earthworks","Fill 13","ITP-013– Earthworks Fill"
"b6ab8aef-6339-44eb-9bb2-a14792cecd6a","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 5","Earthworks","Cut 13"
"ab434af9-7eca-4e51-a248-c39a29006e72","","work-in-progress","SYS - ITP 004 Earthworks Cut","checklist","FALSE","FALSE","Project QA","Zone 5","Earthworks","Cut 13","ITP 004 Earthworks Cut"
"179a6700-476a-4016-9b39-f0356439f040","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 5","Earthworks","Access Track and Stream Diversion"
"7e470c72-886b-42d7-bdd0-425524be69c8","","work-in-progress","SYS - ITP 006 - Drainage - Access Track and Stream Diversion PKS Installation","checklist","FALSE","FALSE","Project QA","Zone 5","Earthworks","Access Track and Stream Diversion","ITP 006 - Drainage - Access Track and Stream Diversion PKS Installation"
"58b4679f-b90a-4023-8b84-8addf993c304","","work-in-progress","SYS - Access Track and Stream Diversion Subsoil ITP","checklist","FALSE","FALSE","Project QA","Zone 5","Earthworks","Access Track and Stream Diversion","Access Track and Stream Diversion Subsoil ITP"
"b865c080-2d91-4bdd-a588-a0e8bc76cf7b","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 5","Earthworks","Cut 12"
"6ac4079c-5d51-4d2c-bdb9-ccd189b06062","","work-in-progress","ITP - Earthworks Cut 12 Rev 1","checklist","FALSE","FALSE","Project QA","Zone 5","Earthworks","Cut 12","ITP - Earthworks Cut 12 Rev 1"
"59e3defc-cfdc-414a-872f-c056ce886107","","not-started","","folder","TRUE","FALSE","Project QA","Zone 5","Drainage"
"abd411bf-1360-41dd-897a-ad91d85234f6","","not-started","SYS - ITP 006 - Drainage - Access Track and Stream Diversion PKS Installation","checklist","FALSE","FALSE","Project QA","Zone 5","Drainage","ITP 006 Temporary Culverts Installation"
"a59bd18b-43cf-4fb3-9e49-108b4d076127","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 5","Pavements"
"0988dbc9-e571-41aa-9c89-3333bca64338","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6"
"58118ed7-67c2-497e-a07d-6321c75c1c8f","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Earthworks"
"2069f6de-c5af-4034-beed-9c46f116783e","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Drainage"
"7951e75c-7a01-453c-a11d-fc253a12c952","","no-status-not-started","","folder","TRUE","FALSE","Project QA","Zone 6","Pavements"
"aee516da-5970-4e43-b0d2-5c10ed2b24f8","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 7"
"810fcbc2-39af-4746-a715-467f0321ca71","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 7","Earthworks"
"a474b669-ad82-4a70-8ebe-8309426e3eb1","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 7","Earthworks","Fill 15 & 16"
"d4a3800d-f0cd-4261-acbe-564ebd1ae66b","","work-in-progress","SYS - ITP - 011 - Fill 15 & 16","checklist","FALSE","FALSE","Project QA","Zone 7","Earthworks","Fill 15 & 16","ITP - 011 - Fill 15 & 16"
"d8560fb6-718d-47cc-b0a0-842d924937d8","","work-in-progress","","folder","TRUE","FALSE","Project QA","Zone 7","Earthworks","Cut 15"
