resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,7546-04,,,,,,,,
,step,,,,Apartment 2.01,,,,,,,
Windows Manufacturing,checklist,,,,,W-201-04 - W23,,,,,,
Slider Manufacturing,checklist,,,,,W-201-03 - W49H,,,,,,
Windows Manufacturing,checklist,,,,,W-201-02 - W20,,,,,,
Slider Manufacturing,checklist,,,,,W-201-01 - W45H,,,,,,
Windows Manufacturing (with Stiffeners fitted),checklist,,,,,W-201-05 - W28 ,,,,,,
Windows Manufacturing (Galvenised fitted inside Mullion),checklist,,,,,W-201-05 - W81,,,,,,
,step,,,,Apartment 2.02,,,,,,,
Windows Manufacturing (Galvenised fitted inside Mullion),checklist,,,,,W-202-05 - W82,,,,,,
Slider Manufacturing,checklist,,,,,W-202-02 - W49H,,,,,,
Slider Manufacturing,checklist,,,,,W-202-01 - W46,,,,,,
Windows Manufacturing,checklist,,,,,W-202-04 - W20,,,,,,
Windows Manufacturing,checklist,,,,,W-202-03 - W21,,,,,,
,step,,,,Apartment 2.00,,,,,,,
Hinge door Manufacturing,checklist,,,,,W-200-01 - W38,,,,,,
,step,,,,Apartment 2.05,,,,,,,
Windows Manufacturing,checklist,,,,,W-205-05 - W21A,,,,,,
Hinge door Manufacturing,checklist,,,,,W-205-04 - W39,,,,,,
Slider Manufacturing,checklist,,,,,W-205-03 - W50,,,,,,
Windows Manufacturing,checklist,,,,,W-205-02 - W10,,,,,,
Windows Manufacturing (with Stiffeners fitted),checklist,,,,,W205-01 - W34H,,,,,,
,step,,,,Apartment 2.06,,,,,,,
Hinge door Manufacturing,checklist,,,,,W-206-05 - W39,,,,,,
Windows Manufacturing,checklist,,,,,W-206-04 - W23B,,,,,,
Windows Manufacturing (with Stiffeners fitted),checklist,,,,,W-206-03 - W34,,,,,,
Windows Manufacturing,checklist,,,,,W-206-02 - W10,,,,,,
Slider Manufacturing,checklist,,,,,W-206-01 - W50H,,,,,,
,step,,,,Apartment 2.04,,,,,,,
Windows Manufacturing (with Stiffeners fitted),checklist,,,,,W-204-03 - W34,,,,,,
Windows Manufacturing,checklist,,,,,W-204-02 - W10,,,,,,
Slider Manufacturing,checklist,,,,,W-204-01 - W50H,,,,,,
,step,,,,Apartment 2.03,,,,,,,
Slider Manufacturing,checklist,,,,,W-203-03 - W50,,,,,,
Windows Manufacturing,checklist,,,,,W-203-02 - W10,,,,,,
Windows Manufacturing,checklist,,,,,W-203-01 - W28,,,,,,
,step,,,7546-05,,,,,,,,
,step,,,,Apartment 3.01,,,,,,,
Windows Manufacturing,checklist,,,,,W-301-04 - W23,,,,,,
Slider Manufacturing,checklist,,,,,W-301-03 - W49H,,,,,,
Windows Manufacturing,checklist,,,,,W-301-02 - W20,,,,,,
Slider Manufacturing,checklist,,,,,W-301-01 - W45H,,,,,,
Windows Manufacturing (with Stiffeners fitted),checklist,,,,,W-301-05 - W28 ,,,,,,
Windows Manufacturing (Galvenised fitted inside Mullion),checklist,,,,,W-301-05 - W81,,,,,,
,step,,,,Apartment 3.02,,,,,,,
Windows Manufacturing (Galvenised fitted inside Mullion),checklist,,,,,W-302-05 - W82,,,,,,
Slider Manufacturing,checklist,,,,,W-302-02 - W49H,,,,,,
Slider Manufacturing,checklist,,,,,W-302-01 - W46,,,,,,
Windows Manufacturing,checklist,,,,,W-302-04 - W20,,,,,,
Windows Manufacturing,checklist,,,,,W-302-03 - W21,,,,,,
,step,,,,Apartment 3.00,,,,,,,
Windows Manufacturing,checklist,,,,,W-300-01 - W15B,,,,,,
,step,,,,Apartment 3.05,,,,,,,
Windows Manufacturing,checklist,,,,,W-300-02 - W15B,,,,,,
Windows Manufacturing,checklist,,,,,W-3006-05 - W15B,,,,,,
Slider Manufacturing,checklist,,,,,W-305-03 - W50,,,,,,
Windows Manufacturing,checklist,,,,,W-305-02 - W10,,,,,,
Windows Manufacturing (with Stiffeners fitted),checklist,,,,,W-305-01 - W34H,,,,,,
,step,,,,Apartment 3.06,,,,,,,
Windows Manufacturing,checklist,,,,,W-306-04 - W23,,,,,,
,step,,,,Apartment 3.07,,,,,,,
Windows Manufacturing (with Stiffeners fitted),checklist,,,,,W-306-03 - W34,,,,,,
,step,,,,Apartment 3.08,,,,,,,
Windows Manufacturing,checklist,,,,,W-306-02 - W10,,,,,,
,step,,,,Apartment 3.09,,,,,,,
Slider Manufacturing,checklist,,,,,W-306-01 - W50H,,,,,,
,step,,,,Apartment 3.10,,,,,,,
Slider Manufacturing,checklist,,,,,W-306-01 - W50,,,,,,
,step,,,,Apartment 3.04,,,,,,,
Windows Manufacturing (with Stiffeners fitted),checklist,,,,,W-304-03 - W34,,,,,,
Windows Manufacturing,checklist,,,,,W-304-02 - W10,,,,,,
Slider Manufacturing,checklist,,,,,W-304-01 - W50H,,,,,,
,step,,,,Apartment 3.03,,,,,,,
Slider Manufacturing,checklist,,,,,W-303-03 - W50,,,,,,
Windows Manufacturing,checklist,,,,,W-303-02 - W10,,,,,,
Windows Manufacturing (with Stiffeners fitted),checklist,,,,,W-303-01 - W28,,,,,,
