Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress - Apartments,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Level 5,grouping,Level 5,,
,,Apartment 1051,,Apartment 1051,Level 5,Tower 1 Stage 1
,,Apartment 1052,,Apartment 1052,Level 5,Tower 1 Stage 1
,,Apartment 1053,,Apartment 1053,Level 5,Tower 1 Stage 1
,,Apartment 1054,,Apartment 1054,Level 5,Tower 1 Stage 1
,,Apartment 1055,,Apartment 1055,Level 5,Tower 1 Stage 1
,,Level 6,grouping,Level 6,,
,,Apartment 1061,,Apartment 1061,Level 6,Tower 1 Stage 1
,,Apartment 1062,,Apartment 1062,Level 6,Tower 1 Stage 1
,,Apartment 1063,,Apartment 1063,Level 6,Tower 1 Stage 1
,,Apartment 1064,,Apartment 1064,Level 6,Tower 1 Stage 1
,,Apartment 1065,,Apartment 1065,Level 6,Tower 1 Stage 1
,,Level 7,grouping,Level 7,,
,,Apartment 1071,,Apartment 1071,Level 7,Tower 1 Stage 1
,,Apartment 1072,,Apartment 1072,Level 7,Tower 1 Stage 1
,,Apartment 1073,,Apartment 1073,Level 7,Tower 1 Stage 1
,,Apartment 1074,,Apartment 1074,Level 7,Tower 1 Stage 1
,,Apartment 1075,,Apartment 1075,Level 7,Tower 1 Stage 1
,,Level 8,grouping,Level 8,,
,,Apartment 1081,,Apartment 1081,Level 8,Tower 1 Stage 1
,,Apartment 1082,,Apartment 1082,Level 8,Tower 1 Stage 1
,,Apartment 1083,,Apartment 1083,Level 8,Tower 1 Stage 1
,,Apartment 1084,,Apartment 1084,Level 8,Tower 1 Stage 1
,,Apartment 1085,,Apartment 1085,Level 8,Tower 1 Stage 1
,,Level 9,grouping,Level 9,,
,,Apartment 1091,,Apartment 1091,Level 9,Tower 1 Stage 1
,,Apartment 1092,,Apartment 1092,Level 9,Tower 1 Stage 1
,,Apartment 1093,,Apartment 1093,Level 9,Tower 1 Stage 1
,,Apartment 1094,,Apartment 1094,Level 9,Tower 1 Stage 1
,,Apartment 1095,,Apartment 1095,Level 9,Tower 1 Stage 1
,,Level 10,grouping,Level 10,,
,,Apartment 1101,,Apartment 1101,Level 10,Tower 1 Stage 1
,,Apartment 1102,,Apartment 1102,Level 10,Tower 1 Stage 1
,,Apartment 1103,,Apartment 1103,Level 10,Tower 1 Stage 1
,,Apartment 1104,,Apartment 1104,Level 10,Tower 1 Stage 1
,,Apartment 1105,,Apartment 1105,Level 10,Tower 1 Stage 1
,,Level 11,grouping,Level 11,,
,,Apartment 1111,,Apartment 1111,Level 11,Tower 1 Stage 1
,,Apartment 1112,,Apartment 1112,Level 11,Tower 1 Stage 1
,,Apartment 1113,,Apartment 1113,Level 11,Tower 1 Stage 1
,,Apartment 1114,,Apartment 1114,Level 11,Tower 1 Stage 1
,,Apartment 1115,,Apartment 1115,Level 11,Tower 1 Stage 1
,,Level 12,grouping,Level 12,,
,,Apartment 1121,,Apartment 1121,Level 12,Tower 1 Stage 1
,,Apartment 1122,,Apartment 1122,Level 12,Tower 1 Stage 1
,,Apartment 1123,,Apartment 1123,Level 12,Tower 1 Stage 1
,,Apartment 1124,,Apartment 1124,Level 12,Tower 1 Stage 1
,,Apartment 1125,,Apartment 1125,Level 12,Tower 1 Stage 1
,,Level 13,grouping,Level 13,,
,,Apartment 1131,,Apartment 1131,Level 13,Tower 1 Stage 1
,,Apartment 1132,,Apartment 1132,Level 13,Tower 1 Stage 1
,,Apartment 1133,,Apartment 1133,Level 13,Tower 1 Stage 1
,,Apartment 1134,,Apartment 1134,Level 13,Tower 1 Stage 1
,,Apartment 1135,,Apartment 1135,Level 13,Tower 1 Stage 1
,,Level 14,grouping,Level 14,,
,,Apartment 1141,,Apartment 1141,Level 14,Tower 1 Stage 1
,,Apartment 1142,,Apartment 1142,Level 14,Tower 1 Stage 1
,,Apartment 1143,,Apartment 1143,Level 14,Tower 1 Stage 1
,,Apartment 1144,,Apartment 1144,Level 14,Tower 1 Stage 1
,,Apartment 1145,,Apartment 1145,Level 14,Tower 1 Stage 1
,,Level 15,grouping,Level 15,,
,,Apartment 1151,,Apartment 1151,Level 15,Tower 1 Stage 1
,,Apartment 1152,,Apartment 1152,Level 15,Tower 1 Stage 1
,,Apartment 1153,,Apartment 1153,Level 15,Tower 1 Stage 1
,,Apartment 1154,,Apartment 1154,Level 15,Tower 1 Stage 1
,,Apartment 1155,,Apartment 1155,Level 15,Tower 1 Stage 1
,,Level 16,grouping,Level 16,,
,,Apartment 1161,,Apartment 1161,Level 16,Tower 1 Stage 1
,,Apartment 1162,,Apartment 1162,Level 16,Tower 1 Stage 1
,,Apartment 1163,,Apartment 1163,Level 16,Tower 1 Stage 1
,,Apartment 1164,,Apartment 1164,Level 16,Tower 1 Stage 1
,,Level 17,grouping,Level 17,,
,,Apartment 1171,,Apartment 1171,Level 17,Tower 1 Stage 1
,,Apartment 1172,,Apartment 1172,Level 17,Tower 1 Stage 1
,,Apartment 1173,,Apartment 1173,Level 17,Tower 1 Stage 1
,,Apartment 1174,,Apartment 1174,Level 17,Tower 1 Stage 1
,,Level 18,grouping,Level 18,,
,,Apartment 1181,,Apartment 1181,Level 18,Tower 1 Stage 1
,,Apartment 1182,,Apartment 1182,Level 18,Tower 1 Stage 1
,,Apartment 1183,,Apartment 1183,Level 18,Tower 1 Stage 1
,,Apartment 1184,,Apartment 1184,Level 18,Tower 1 Stage 1
,,Level 19,grouping,Level 19,,
,,Apartment 1191,,Apartment 1191,Level 19,Tower 1 Stage 1
,,Apartment 1192,,Apartment 1192,Level 19,Tower 1 Stage 1
,,Apartment 1193,,Apartment 1193,Level 19,Tower 1 Stage 1
,,Apartment 1194,,Apartment 1194,Level 19,Tower 1 Stage 1
,,Level 20,grouping,Level 20,,
,,Apartment 1201,,Apartment 1201,Level 20,Tower 1 Stage 1
,,Apartment 1202,,Apartment 1202,Level 20,Tower 1 Stage 1
,,Apartment 1203,,Apartment 1203,Level 20,Tower 1 Stage 1
,,Apartment 1204,,Apartment 1204,Level 20,Tower 1 Stage 1
,,Level 21,grouping,Level 21,,
,,Apartment 1211,,Apartment 1211,Level 21,Tower 1 Stage 1
,,Apartment 1212,,Apartment 1212,Level 21,Tower 1 Stage 1
,,Apartment 1213,,Apartment 1213,Level 21,Tower 1 Stage 1
,,Apartment 1214,,Apartment 1214,Level 21,Tower 1 Stage 1
,,Level 22,grouping,Level 22,,
,,Apartment 1221,,Apartment 1221,Level 22,Tower 1 Stage 1
,,Apartment 1222,,Apartment 1222,Level 22,Tower 1 Stage 1
,,Apartment 1223,,Apartment 1223,Level 22,Tower 1 Stage 1
,,Apartment 1224,,Apartment 1224,Level 22,Tower 1 Stage 1
,,Level 23,grouping,Level 23,,
,,Apartment 1231,,Apartment 1231,Level 23,Tower 1 Stage 1
,,Apartment 1232,,Apartment 1232,Level 23,Tower 1 Stage 1
,,Apartment 1233,,Apartment 1233,Level 23,Tower 1 Stage 1
,,Apartment 1234,,Apartment 1234,Level 23,Tower 1 Stage 1
,,Level 24,grouping,Level 24,,
,,Apartment 1241,,Apartment 1241,Level 24,Tower 1 Stage 1
,,Apartment 1242,,Apartment 1242,Level 24,Tower 1 Stage 1
,,Apartment 1243,,Apartment 1243,Level 24,Tower 1 Stage 1
,,Apartment 1244,,Apartment 1244,Level 24,Tower 1 Stage 1
,,Level 25,grouping,Level 25,,
,,Apartment 1251,,Apartment 1251,Level 25,Tower 1 Stage 1
,,Apartment 1252,,Apartment 1252,Level 25,Tower 1 Stage 1
,,Apartment 1253,,Apartment 1253,Level 25,Tower 1 Stage 1
,,Apartment 1254,,Apartment 1254,Level 25,Tower 1 Stage 1
,,Level 26,grouping,Level 26,,
,,Apartment 1261,,Apartment 1261,Level 26,Tower 1 Stage 1
,,Apartment 1262,,Apartment 1262,Level 26,Tower 1 Stage 1
,,Apartment 1263,,Apartment 1263,Level 26,Tower 1 Stage 1
,,Apartment 1264,,Apartment 1264,Level 26,Tower 1 Stage 1
,,Level 27,grouping,Level 27,,
,,Apartment 1271,,Apartment 1271,Level 27,Tower 1 Stage 1
,,Apartment 1272,,Apartment 1272,Level 27,Tower 1 Stage 1
,,Apartment 1273,,Apartment 1273,Level 27,Tower 1 Stage 1
,,Level 28,grouping,Level 28,,
,,Apartment 1281,,Apartment 1281,Level 28,Tower 1 Stage 1
,,Apartment 1282,,Apartment 1282,Level 28,Tower 1 Stage 1
,,Apartment 1283,,Apartment 1283,Level 28,Tower 1 Stage 1
,Columns,,,,,
,,Balconies,,Balconies,,
,,Wet Areas,,Wet Areas,,
,,,,,,
Rebates/Window Rebates,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Basement,,Basement,Tower 1 Stage 1,
,,Ground Level,,Ground Level,Tower 1 Stage 1,
,,Level 1 Carpark,,Level 1 Carpark,Tower 1 Stage 1,
,,Level 2 Carpark,,Level 2 Carpark,Tower 1 Stage 1,
,,Level 3 Carpark,,Level 3 Carpark,Tower 1 Stage 1,
,,Level 4 Podium,,Level 4 Podium,Tower 1 Stage 1,
,,Level 5,,Level 5,Tower 1 Stage 1,
,,Level 6,,Level 6,Tower 1 Stage 1,
,,Level 7,,Level 7,Tower 1 Stage 1,
,,Level 8,,Level 8,Tower 1 Stage 1,
,,Level 9,,Level 9,Tower 1 Stage 1,
,,Level 10,,Level 10,Tower 1 Stage 1,
,,Level 11,,Level 11,Tower 1 Stage 1,
,,Level 12,,Level 12,Tower 1 Stage 1,
,,Level 13,,Level 13,Tower 1 Stage 1,
,,Level 14,,Level 14,Tower 1 Stage 1,
,,Level 15,,Level 15,Tower 1 Stage 1,
,,Level 16,,Level 16,Tower 1 Stage 1,
,,Level 17,,Level 17,Tower 1 Stage 1,
,,Level 18,,Level 18,Tower 1 Stage 1,
,,Level 19,,Level 19,Tower 1 Stage 1,
,,Level 20,,Level 20,Tower 1 Stage 1,
,,Level 21,,Level 21,Tower 1 Stage 1,
,,Level 22,,Level 22,Tower 1 Stage 1,
,,Level 23,,Level 23,Tower 1 Stage 1,
,,Level 24,,Level 24,Tower 1 Stage 1,
,,Level 25,,Level 25,Tower 1 Stage 1,
,,Level 26,,Level 26,Tower 1 Stage 1,
,,Level 27,,Level 27,Tower 1 Stage 1,
,,Level 28,,Level 28,Tower 1 Stage 1,
,,Level 29,,Level 29,Tower 1 Stage 1,
,,Level 30,,Level 30,Tower 1 Stage 1,
,,Level 31 (Roof),,Level 31 (Roof),Tower 1 Stage 1,
,,Other Items,,Other Items,Tower 1 Stage 1,
,Columns,,,,,
,,Have rebates been ground & patched?,,Have rebates been ground and patched?,,
,,"Substrate clean & smooth, dry & free from dust/contaminants. All sharp points & loose materials to be removed",,"Substrate must be clean and smooth, dry and free from dust or contaminants. All sharp points and loose materials to be removed.",,
,,Primed,,Primed,,
,,First Coat,,First Coat,,
,,Second Coat,,Second Coat,,
