"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"652928b3-520d-4922-a390-7a7d3f1a63eb","","not-started","SYS - Fredon Compliance","checklist","FALSE","FALSE","Compliance Documentation"
"b2ace1a4-35e2-47fa-b513-284f2b0c0df8","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"aba99fe8-b976-4701-ab8f-928212836072","","work-in-progress","","folder","TRUE","FALSE","Site QA","In Ground Works"
"3d8335f3-5b16-488e-9043-c94f8073b0d2","","work-in-progress","","folder","TRUE","FALSE","Site QA","In Ground Works","B2"
"c47cd587-351e-4847-809c-1b151bdd5546","","not-started","","folder","TRUE","FALSE","Site QA","In Ground Works","B2","Retail"
"2fb8e54e-d3bc-46ff-a47a-ff9fa0cae1a0","","not-started","ITP 175 In Ground Works","checklist","FALSE","FALSE","Site QA","In Ground Works","B2","Retail","ITP 175 In Ground Works"
"257d96fd-3d47-4958-a5b4-78447bc20aa0","","not-started","ITC 175.1 In Ground Works","checklist","FALSE","FALSE","Site QA","In Ground Works","B2","Retail","ITC 175.1 In Ground Works"
"d1e85e10-d4da-44c8-9665-551970464bce","","work-in-progress","","folder","TRUE","FALSE","Site QA","In Ground Works","B2","Commercial"
"eda13f5b-7ecb-41ca-ab76-b202b9d94431","","work-in-progress","ITP 175 In Ground Works","checklist","FALSE","FALSE","Site QA","In Ground Works","B2","Commercial","ITP 175 In Ground Works"
"541d3249-0395-4809-a783-072987d75286","","work-in-progress","ITC 175.1 In Ground Works","checklist","FALSE","FALSE","Site QA","In Ground Works","B2","Commercial","ITC 175.1 In Ground Works"
"14f3a2d1-0484-4d54-a971-a7afe268e55e","","not-started","","folder","TRUE","FALSE","Site QA","In Ground Works","B2","Residential"
"688e3d93-93e1-4f24-a1c7-62f566d1b2ce","","not-started","ITP 175 In Ground Works","checklist","FALSE","FALSE","Site QA","In Ground Works","B2","Residential","ITP 175 In Ground Works"
"06192dc2-f9ae-40dc-bc01-140bc5210714","","not-started","ITC 175.1 In Ground Works","checklist","FALSE","FALSE","Site QA","In Ground Works","B2","Residential","ITC 175.1 In Ground Works"
"3c9ec5f1-8c58-4840-8d9f-3f10905269cf","","work-in-progress","","folder","TRUE","FALSE","Site QA","In Ground Works","B2","Shared"
"d797daf0-609c-4d59-885b-04eede1f068c","","work-in-progress","","folder","TRUE","FALSE","Site QA","In Ground Works","B2","Shared","B2 - Pour 1"
"ec647d64-efec-4bb2-806b-ad57d9d28013","","work-in-progress","ITC 175.1 In Ground Works","checklist","FALSE","FALSE","Site QA","In Ground Works","B2","Shared","B2 - Pour 1","ITC 175.1 In Ground Works"
"70583ed4-095a-4268-b23c-a99ed268d3c3","","work-in-progress","ITP 175 In Ground Works","checklist","FALSE","FALSE","Site QA","In Ground Works","B2","Shared","B2 - Pour 1","ITP 175 In Ground Works"
"b412be00-88f7-4f46-bbda-6c0ca52d298c","","work-in-progress","","folder","TRUE","FALSE","Site QA","In Slab Works"
"e1bed04e-439d-4f75-a823-35565835d11b","","not-started","","folder","TRUE","FALSE","Site QA","In Slab Works","B2"
"362c15f7-6ed7-42ca-9a44-a888efdf1671","","not-started","","folder","TRUE","FALSE","Site QA","In Slab Works","B2","Retail"
