type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Fans Rough In,,,,,,Fans Rough In
checkpoint,"Fan Model Number correct, vibration mounts installed & Fan Labelled",,,,,,
,,,,,,,
checklist-flat,Fan Ductwork,,,,,,Fan Ductwork
checkpoint,"All solid ductwork installed as per drawings, including flexible connections",,,,,,
checkpoint,"Dampers installed  (NRD, VC, FD, MVCD) and all fully opened",,,,,,
,,,,,,,
checklist-flat,Fan Flex & Cushion Boxes,,,,,,Fan Flex & Cushion Boxes
checkpoint,All flexible ductwork installed,,,,,,
checkpoint,All cushion heads installed and setout noted,,,,,,
