type,name,values,prefix,postfix,usage count,user addable,template name
checklist,General Power Installation,,,,,,General Power Installation
section,Rough In,,,,,,
checkpoint,Conduit installation in concrete pours,,,,,,
checkpoint,Secure distribution switchboard into position.,,,,,,
checkpoint,"Cable tray, ladder and duct installation",,,,,,
checkpoint,Sub Mains cabling installation,,,,,,
checkpoint,M.I.M.S cable installation,,,,,,
checkpoint,General power and lighting cable installation,,,,,,
section,Fit Off,,,,,,
checkpoint,"Genera fitting, switching and power outlet installation",,,,,,
checkpoint,Direct connected equipment installation,,,,,,
checkpoint,Distribution switchboard,,,,,,
checkpoint,installation and subcircuit commissioning,,,,,,
