type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Hard Entry,,,,,,Hard Entry
checkpoint,"Device Installed correctly, all bolts & nuts tight",,,,,,
checkpoint,Correct location on plinth,,,,,,
checkpoint,CC reader reading cards & working correctly,,,,,,
checkpoint,LCD screen correct display in idle and activation,,,,,,
checkpoint,"Intercom button working, comms in both directions & volume correct",,,,,,
checkpoint,intercom opens gate,,,,,,
checkpoint,"Barrier gate Installed correctly, all bolts & nuts tight",,,,,,
checkpoint,"Loops present, tested & operational ? presence and safety loops active",,,,,,
checkpoint,"LPR Cameras Installed, focused & operational",,,,,,
checkpoint,Hearing Aid loop tested and operational,,,,,,
