Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,Site QA,,
,Rows,,,,,
,,GF - Lower Ground  - Common Area ,dynamic,Site QA,GF - Lower Ground ,Common Area 
,,Upper Ground  - APT UG01,dynamic,Site QA,Upper Ground ,APT UG01
,,Upper Ground  - APT UG02,dynamic,Site QA,Upper Ground ,APT UG02
,,Upper Ground  - Common Area,dynamic,Site QA,Upper Ground ,Common Area
,,Level 1  - APT 101,dynamic,Site QA,Level 1 ,APT 101
,,Level 1  - APT 102,dynamic,Site QA,Level 1 ,APT 102
,,Level 1  - APT 103,dynamic,Site QA,Level 1 ,APT 103
,,Level 1  - APT 104,dynamic,Site QA,Level 1 ,APT 104
,,Level 1  - APT 105,dynamic,Site QA,Level 1 ,APT 105
,,Level 1  - APT 106,dynamic,Site QA,Level 1 ,APT 106
,,Level 1  - APT 107,dynamic,Site QA,Level 1 ,APT 107
,,Level 1  - Common,dynamic,Site QA,Level 1 ,Common
,,Level 2  - APT 201,dynamic,Site QA,Level 2 ,APT 201
,,Level 2  - APT 202,dynamic,Site QA,Level 2 ,APT 202
,,Level 2  - APT 203,dynamic,Site QA,Level 2 ,APT 203
,,Level 2  - APT 204,dynamic,Site QA,Level 2 ,APT 204
,,Level 3 - APT 301,dynamic,Site QA,Level 3,APT 301
,,Level 3 - APT 302 ,dynamic,Site QA,Level 3,APT 302 
,,Level 3 - APT 303,dynamic,Site QA,Level 3,APT 303
,,Level 3 - APT 304,dynamic,Site QA,Level 3,APT 304
,,Level 3 - APT 305,dynamic,Site QA,Level 3,APT 305
,,Level 3 - Common,dynamic,Site QA,Level 3,Common
,,Level 4  - APT 401,dynamic,Site QA,Level 4 ,APT 401
,,Level 4  - APT 402,dynamic,Site QA,Level 4 ,APT 402
,,Level 4  - APT 403,dynamic,Site QA,Level 4 ,APT 403
,,Level 4  - Common,dynamic,Site QA,Level 4 ,Common
,,Level 5  - APT 501,dynamic,Site QA,Level 5 ,APT 501
,,Level 5  - APT 502,dynamic,Site QA,Level 5 ,APT 502
,Columns,,,,,
,,Subframe installation ,,Subframe installation ,,
,,Frame Installation,,Frame Installation,,
,,Glass,,Glass,,
,,Commissioning,,Commissioning,,
