type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Pile As-Builts,,,,,,Pile As-Builts
section,Piles 1-20,,,,,,
checkpoint-no-status,Pile 1 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 2 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 3 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 4 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 5 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 6 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 7 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 8 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 9 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 10 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 11 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 12 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 13 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 14 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 15 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 16 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 17 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 18 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 19 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 20 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
section,Piles 21-40,,,,,,
checkpoint-no-status,Pile 21 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 22 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 23 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 24 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 25 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 26 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 27 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 28 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 29 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 30 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 31 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 32 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 33 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 34 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 35 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 36 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 37 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 38 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 39 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 40 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
section,Piles 41-60,,,,,,
checkpoint-no-status,Pile 41 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 42 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 43 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 44 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 45 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 46 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 47 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 48 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 49 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 50 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 51 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 52 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 53 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 54 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 55 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 56 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 57 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 58 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 59 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 60 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
section,Piles 61-84,,,,,,
checkpoint-no-status,Pile 61 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 62 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 63 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 64 Details,,,,,,
text,Ground RL Level,,,,,,
text,Drill Depth,,,,,,
text,Date Poured,,,,,,
checkpoint-no-status,Pile 65 Details,,,,,,
text,Ground RL Level,,,,,,
